	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
200747061307	ダ	右	1400	晴	良	14:25	サラ系3歳1組特別 		2007-6-13	5	笠松	2			1	500	3	1	230	2	4	260	4				1-4	570	3	1=>4	1230	5	1-2-4	270	1	1=>4=>2	3300	10		1354726.0	1342756.0	1423756.0								
200747061308	ダ	右	1400	晴	良	15:00	あやめ賞		2007-6-13	5	笠松	2	(別定)		3	330	2	3	150	3	5	160	4	1.0	110	1.0	3-5	3890	15	3=>5	6410	26	1-3-5	2080	7	3=>5=>1	25890	83		4,5,1,10,8,2,3,6-9,7	5,1,(4,3,8,6),10,2,7,9	51368471029			3-5	4240.0	12.0	3=>5	7260.0	26.0
200747061309	ダ	右	1600	晴	良	15:35	花しょうぶ特別 		2007-6-13	5	笠松	2			1	310	2	1	120	1	5	320	7	4.0	120	2.0	1-5	2000	7	1=>5	3200	11	1-4-5	2190	8	1=>5=>4	11250	35		14539710862.0	15439710862.0	15341097862.0			1-5	2030.0	7.0	1=>5	5220.0	17.0
200747061310	ダ	右	1800	晴	良	16:10	水無月特別 		2007-6-13	5	笠松	2	(別定)		1	550	4	1	170	3	7	120	1	6.0	200	4.0	1-7	1060	6	1=>7	3270	14	1-6-7	2380	10	1=>7=>6	15300	49		135768924.0	157362894.0	175362894.0			1-7	1270.0	7.0	1=>7	3040.0	15.0
200747061401	ダ	右	1400	雨	重	11:00	サラ系3歳9組牝馬		2007-6-14	5	笠松	3			6	740	3	6	140	2	5	140	3	8.0	580	7.0	5-6	1600	6	6=>5	4900	16	5-6-8	3880	15	6=>5=>8	22030	64		896213475	(8,9,6,2),5,3,1,7,4	865293174			5-6	1570.0	6.0	6=>5	3260.0	13.0
200747061402	ダ	右	1400	雨	重	11:30	サラ系3歳8組		2007-6-14	5	笠松	3			7	1810	5	7	310	5	1	140	2	6.0	700	8.0	1-7	1090	4	7=>1	8100	20	1-6-7	15110	35	7=>1=>6	103520	177		762319584	7,6,3,9,1,2-8,5,4	763912845			1-7	650.0	4.0	7=>1	5600.0	15.0
200747061403	ダ	右	1400	雨	重	12:00	サラ系3歳7組		2007-6-14	5	笠松	3			6	350	2	6	130	1	2	330	6	1.0	170	3.0	2-6	2570	14	6=>2	4150	21	1-2-6	4360	15	6=>2=>1	20010	79		461297853.0	462158973.0	624159783.0			2-6	3280.0	12.0	6=>2	6130.0	25.0
200747061404	ダ	右	1400	雨	重	12:30	サラ系C13組		2007-6-14	5	笠松	3			7	290	2	7	110	2	1	150	3	5.0	100	1.0	1-7	630	1	7=>1	1190	4	1-5-7	990	3	7=>1=>5	3050	2		379514682.0	375914826.0	735194826.0			1-7	670.0	4.0	7=>1	1250.0	4.0
200747061405	ダ	右	1400	雨	重	13:00	サラ系C12組		2007-6-14	5	笠松	3			9	2960	7	9	210	4	7	150	3	5.0	370	6.0	7-9	4680	12	9=>7	37470	40	5-7-9	13700	30	9=>7=>5	167340	184		356492871	(3,5,6),9,4,2,8,7-1	(3,5),6,9,2,4,7,8=1			7-8	1310.0	5.0	8=>7	5360.0	14.0
200747061406	ダ	右	1400	雨	重	13:30	サラ系C11組		2007-6-14	5	笠松	3			2	270	2	2	120	1	4	150	4	6.0	130	3.0	2-4	970	5	2=>4	2110	10	2-4-6	720	2	2=>4=>6	4110	11		28371046915	2,8,3,7,4,10,6-9,1,5	23467810915			2-4	1740.0	7.0	2=>4	1790.0	10.0
200747061407	ダ	右	1600	雨	重	14:05	サラ系C9組		2007-6-14	5	笠松	3			3	180	1	3	110	1	4	120	3	7.0	120	2.0	3-4	290	1	3=>4	360	1	3-4-7	620	2	3=>4=>7	1190	1		35917462810.0	37514689210.0	37415682910.0			3-4	190.0	1.0	3=>4	510.0	1.0
200747061408	ダ	右	1400	雨	重	14:40	サラ系C10組		2007-6-14	5	笠松	3			10	500	2	10	210	4	6	140	1	3.0	790	9.0	6-10	390	1	10=>6	1000	4	3-6-10	10030	29	10=>6=>3	30920	83		61035924817.0	61053948127.0	61053948217.0			6-8	270.0	1.0	8=>6	1080.0	3.0
200747061409	ダ	右	1600	雨	重	15:15	ミズバショウ特別 		2007-6-14	5	笠松	3			3	670	3	3	160	3	6	180	4	2.0	150	2.0	3-6	3390	9	3=>6	8160	20	2-3-6	3350	11	3=>6=>2	30660	75		36275841.0	36728541.0	36278451.0								
200747061410	ダ	右	1400	雨	不良	15:50	サマーカップ	G	2007-6-14	5	笠松	3	(別定)		10	460	3	10	100	2	9	100	1	5.0	120	3.0	9-10	400	2	10=>9	780	4	5-9-10	270	1	10=>9=>5	1840	4		97481025316	(9,8,10),5,4,7,2-(3,1)-6	(9,10),5,8,7,4,2,1,3,6			8-8	400.0	2.0	8=>8	360.0	1.0
200747061501	ダ	右	1400	晴	不良	11:00	サラ系3歳11組		2007-6-15	5	笠松	4			3	290	2	3	110	1	5	140	4	2.0	120	2.0	3-5	330	1	3=>5	660	2	2-3-5	300	1	3=>5=>2	1360	2		3,5,2,8,6-7,9,1,4	3,5,2,8,6-7,9,1,4	3,5,2,8-6-1,7,9-4			3-5	350.0	1.0	3=>5	750.0	1.0
200747061502	ダ	右	1400	晴	不良	11:30	サラ系3歳10組		2007-6-15	5	笠松	4			2	250	2	2	140	3	4	110	1	7.0	480	6.0	2-4	190	1	2=>4	830	3	2-4-7	1490	4	2=>4=>7	6270	19		354812967	3,(5,4),2,1,8-7,9,6	423518769			2-4	240.0	1.0	2=>4	790.0	4.0
200747061503	ダ	右	1400	晴	不良	12:00	サラ系C16組		2007-6-15	5	笠松	4			1	360	2	1	120	3	6	110	1	3.0	120	2.0	1-6	200	1	1=>6	730	3	1-3-6	180	1	1=>6=>3	1270	3		167543289	1,6-(5,7,3),4,8,9,2	1,6-3,7,5,4,9,8,2			1-6	250.0	1.0	1=>6	780.0	3.0
200747061504	ダ	右	1400	晴	不良	12:30	サラ系C8組		2007-6-15	5	笠松	4			2	150	1	2	110	1	6	160	3	5.0	260	4.0	2-6	200	1	2=>6	360	1	2-5-6	1380	2	2=>6=>5	1460	4		2,6,9,5,8,1,7-4-3	2,6,9,8,5,7,1-4,3	2,6,8,9,5,1,7-4,3			2-6	200.0	1.0	2=>6	360.0	1.0
200747061505	ダ	右	1400	晴	不良	13:00	サラ系C7組		2007-6-15	5	笠松	4			1	280	2	1	120	1	3	140	2	7.0	460	8.0	1-3	270	1	1=>3	600	3	1-3-7	2140	7	1=>3=>7	4830	16		167234589.0	176325489.0	176324589.0			1-3	310.0	1.0	1=>3	750.0	3.0
200747061506	ダ	右	1400	晴	不良	13:30	サラ系C6組		2007-6-15	5	笠松	4			3	650	4	3	330	5	1	390	7	6.0	180	2.0	1-3	5060	19	3=>1	7370	33	1-3-6	3410	12	3=>1=>6	24410	79		31108659247.0	31810652947.0	31810625974.0			1-3	5210.0	18.0	3=>1	7200.0	29.0
200747061507	ダ	右	1600	晴	重	14:00	サラ系C4組		2007-6-15	5	笠松	4			8	150	1	8	140	1	1	330	7	5.0	240	5.0	1-8	1140	6	8=>1	1130	7	1-5-8	2480	12	8=>1=>5	8310	34		10817295436	(10,8),9,1,5,4,6,2,3,7	81105632974			1-7	840.0	5.0	7=>1	1330.0	7.0
200747061508	ダ	右	1400	晴	重	14:30	サラ系C5組		2007-6-15	5	笠松	4			3	1690	4	3	330	4	8	420	6	1.0	210	3.0	3-8	7530	15	3=>8	25460	32	1-3-8	12670	22	3=>8=>1	132470	138		96510813742	9,5,(6,8),10,1,3,4,7,2	59836101472			3-7	940.0	5.0	3=>7	6230.0	14.0
200747070101	ダ	右	1400	晴	良	11:00	祝!井崎ツタエ喜寿記		2007-7-1	6	笠松	1			2	140	1	2	100	1	9	120	2	3.0	350	7.0	2-9	320	1	2=>9	480	1	2-3-9	2130	6	2=>9=>3	5960	17		589721643	589271634	2,9,8,5,1,3,7,6-4			2-8	330.0	1.0	2=>8	280.0	1.0
200747070102	ダ	右	1400	晴	良	11:30	祝!沢木啓亘還暦記念		2007-7-1	6	笠松	1			5	190	1	5	100	1	9	110	2	1.0	210	6.0	5-9	330	1	5=>9	520	1	1-5-9	2030	8	5=>9=>1	5000	16		782496531.0	789245361.0	958734162.0			5-8	200.0	1.0	5=>8	270.0	1.0
200747070103	ダ	右	1400	晴	良	12:00	五十君・早川・浅野還		2007-7-1	6	笠松	1			9	1480	5	9	190	4	3	150	2	6.0	480	7.0	3-9	3270	13	9=>3	7910	24	3-6-9	6220	23	9=>3=>6	79500	185		892673154.0	967832154.0	963714528.0			3-8	530.0	2.0	8=>3	870.0	1.0
200747070104	ダ	右	1400	晴	良	12:30	リナ三十路記念		2007-7-1	6	笠松	1			6	950	5	6	200	5	7	110	1	1.0	120	2.0	6-7	1210	4	6=>7	4120	13	1-6-7	890	2	6=>7=>1	8070	25		167239458.0	167293458.0	167295348.0			6-7	850.0	4.0	6=>7	5480.0	18.0
200747070105	ダ	右	800	晴	良	13:00	祝!馬場重昭還暦記念		2007-7-1	6	笠松	1			3	390	2	3	100	1	2	100	2	6.0	120	3.0	2-3	360	1	3=>2	690	1	2-3-6	310	1	3=>2=>6	1470	1				235697814.0			2-3	390.0	2.0	3=>2	830.0	2.0
200747070106	ダ	右	1400	晴	良	13:30	サラ系C22組		2007-7-1	6	笠松	1			6	450	2	6	130	2	10	130	1	9.0	390	7.0	6-10	440	2	6=>10	1180	4	6-9-10	5610	18	6=>10=>9	25490	73		10695483127.0	61095841237.0	61095481237.0			6-8	410.0	1.0	6=>8	1580.0	7.0
200747070107	ダ	右	1400	晴	良	14:00	サラ系A5組B3組		2007-7-1	6	笠松	1			5	550	2	5	200	3	3	280	4	6.0	400	6.0	3-5	3460	12	5=>3	5700	20	3-5-6	14480	38	5=>3=>6	85430	186		67835911042.0	67835110924.0	67835110294.0			3-5	3130.0	8.0	5=>3	4440.0	14.0
200747070108	ダ	右	1400	晴	良	14:35	サラ系C21組牝馬		2007-7-1	6	笠松	1	牝		9	150	1	9	100	1	3	100	2	6.0	130	3.0	3-9	150	1	9=>3	260	1	3-6-9	300	1	9=>3=>6	530	1		692137854	692318547	9,6,3,2-1,8,5,4,7			3-8	160.0	1.0	8=>3	230.0	1.0
200747070401	ダ	右	1400	曇	重	11:00	サラ系3歳4組		2007-7-4	6	笠松	3			5	130	1	5	100	1	2	190	4	9.0	130	2.0	2-5	640	3	5=>2	860	4	2-5-9	840	3	5=>2=>9	3330	11		594682317.0	594621387.0	594623187.0			2-5	1340.0	3.0	5=>2	620.0	3.0
200747070402	ダ	右	1400	曇	重	11:35	サラ系3歳3組		2007-7-4	6	笠松	3			4	3110	8	4	460	6	9	520	7	8.0	200	2.0	4-9	24000	32	4=>9	151000	64	4-8-9	12390	34	4=>9=>8	203640	265		249651783.0	249658713.0	248956317.0			4-8	2730.0	11.0	4=>8	17110.0	26.0
200747070403	ダ	右	1400	曇	重	12:10	サラ系C11組		2007-7-4	6	笠松	3			4	210	2	4	100	1	3	110	2	2.0	800	7.0	3-4	160	1	4=>3	310	2	2-3-4	1850	4	4=>3=>2	3620	11		314278569.0	341827569.0	341827659.0			3-4	170.0	1.0	4=>3	230.0	2.0
200747070404	ダ	右	1400	曇	重	12:45	サラ系C10組		2007-7-4	6	笠松	3			5	260	2	5	100	1	4	150	4	9.0	100	2.0	4-5	520	2	5=>4	600	2	4-5-9	340	1	5=>4=>9	1510	2		4,9,2,5,1,7,3,6-8	4,9,5,7,6,2,3,1-8	495367128			4-5	430.0	2.0	5=>4	610.0	2.0
200747070405	ダ	右	1400	雨	重	13:20	サラ系C9組		2007-7-4	6	笠松	3			7	280	2	7	100	2	5	100	1	3.0	150	4.0	5-7	370	2	7=>5	1100	4	3-5-7	590	2	7=>5=>3	2510	8		138526749.0	385612749.0	538764291.0			5-7	460.0	2.0	7=>5	820.0	4.0
200747070406	ダ	右	1400	雨	不良	13:55	サラ系C8組		2007-7-4	6	笠松	3			9	280	2	9	100	2	6	100	1	2.0	240	6.0	6-9	190	1	9=>6	620	2	2-6-9	740	3	9=>6=>2	2700	8		89162103457.0	89621103457.0	98621410537.0			6-8	200.0	1.0	8=>6	560.0	2.0
200747070407	ダ	右	1600	雨	不良	14:30	サラ系C7組		2007-7-4	6	笠松	3			10	200	1	10	100	1	1	240	6	9.0	200	4.0	1-10	350	2	10=>1	630	2	1-9-10	530	1	10=>1=>9	1940	3		41091278563	41019275638	10,4,1,9,2,7,5,6,3-8			1-8	380.0	2.0	8=>1	590.0	3.0
200747070408	ダ	右	1400	雨	不良	15:05	槍ヶ岳賞		2007-7-4	6	笠松	3	(別定)		7	490	3	7	130	1	10	210	4	1.0	290	6.0	7-10	1570	6	7=>10	2430	10	1-7-10	4400	17	7=>10=>1	20280	68		10697451328.0	10697243158.0	10679124385.0			7-8	1280.0	6.0	7=>8	2990.0	12.0
200747070409	ダ	右	1400	雨	不良	15:40	雷鳥特別 		2007-7-4	6	笠松	3	(別定)		2	470	5	2	220	3	1	290	4	7.0	450	6.0	1-2	1210	6	2=>1	2660	16	1-2-7	3360	18	2=>1=>7	15370	85		27364581.0	27614385.0	12746385.0								
200747070501	ダ	右	800	曇	重	11:00	JRA認定新馬チャレ		2007-7-5	6	笠松	4			4	360	2	4	160	3	8	140	2				4-8	320	2	4=>8	510	2	4-6-8	1390	4	4=>8=>6	1630	6				4,8-5,6,7,3,1								
200747070502	ダ	右	1400	曇	重	11:30	サラ系3歳12組		2007-7-5	6	笠松	4			7	310	2	7	110	1	6	140	2	3.0	440	8.0	6-7	350	1	7=>6	670	2	3-6-7	1360	4	7=>6=>3	4110	12		765392814	76359214	7,6,3,5,9,2-1-4			6-7	290.0	1.0	7=>6	750.0	2.0
200747070503	ダ	右	1400	曇	重	12:00	サラ系3歳11組		2007-7-5	6	笠松	4			7	1500	5	7	470	6	3	130	1	6.0	1,030	7.0	3-7	1990	4	7=>3	5310	16	3-6-7	2220	8	7=>3=>6	23990	50		3,7,6,8,9,1-2,4,5	376819425	3,7,6,8,1,9,4,5-2			3-7	820.0	4.0	7=>3	2820.0	10.0
200747070504	ダ	右	1400	晴	重	12:30	サラ系C16組		2007-7-5	6	笠松	4			6	400	2	6	100	1	3	100	2	9.0	110	3.0	3-6	250	2	6=>3	830	4	3-6-9	290	1	6=>3=>9	1080	3		397861452.0	396874512.0	369847152.0			3-6	250.0	2.0	6=>3	570.0	3.0
200747070505	ダ	右	1400	晴	重	13:00	サラ系C15組		2007-7-5	6	笠松	4			5	610	2	5	130	3	1	110	1	8.0	150	4.0	1-5	190	1	5=>1	590	3	1-5-8	250	1	5=>1=>8	1440	5		61534978210	(6,1,5),8,3,9,4,7,10,2	16583910742			1-5	160.0	1.0	5=>1	680.0	3.0
200747070506	ダ	右	1400	晴	重	13:35	サラ系C14組		2007-7-5	6	笠松	4			5	1740	6	5	340	6	1	270	5	8.0	120	1.0	1-5	8510	18	5=>1	14540	29	1-5-8	3660	13	5=>1=>8	52160	113		65948231107.0	65924813107.0	65984211037.0			1-5	4610.0	15.0	5=>1	22150.0	30.0
200747070507	ダ	右	1400	晴	重	14:10	サラ系C13組選抜		2007-7-5	6	笠松	4			8	160	1	8	100	1	4	130	2	1.0	140	3.0	4-8	280	2	8=>4	240	1	1-4-8	260	1	8=>4=>1	540	1		821397654	823147965	8,2,1,3,4,7,6,9-5			4-8	260.0	1.0	8=>4	240.0	1.0
200747070508	ダ	右	1600	晴	重	14:45	サラ系C6組		2007-7-5	6	笠松	4			8	170	1	8	110	1	4	140	2	1.0	370	7.0	4-8	150	1	8=>4	390	2	1-4-8	2230	6	8=>4=>1	5660	17		8,4,1,3,6,5,9-7,2	8,4,1,3,5,6,9-2,7	8,4,1,3,5,9,6-2,7			4-8	160.0	1.0	8=>4	240.0	1.0
200747070509	ダ	右	1400	晴	稍重	15:20	焼岳特別 		2007-7-5	6	笠松	4			7	400	2	7	120	2	10	300	5	3.0	290	4.0	7-10	3940	11	7=>10	4850	13	3-7-10	5500	15	7=>10=>3	28440	66		179263108	179261038	(1,7),9,2,10,3,6,8			7-8	1260.0	5.0	7=>8	2580.0	10.0
200747070510	ダ	右	1400	晴	稍重	16:30	乗鞍短距離特別 		2007-7-5	6	笠松	4			5	300	3	5	110	2	8	150	4	1.0	100	1.0	5-8	1800	6	5=>8	2740	9	1-5-8	800	3	5=>8=>1	6850	22		51278364.0	51287364.0	51283764.0								
200747070601	ダ	右	1400	曇	稍重	11:00	サラ系3歳1組選抜		2007-7-6	6	笠松	5			4	350	2	4	120	2	2	100	1				2-4	170	1	4=>2	550	3	1-2-4	130	1	4=>2=>1	680	3		24135.0	24315.0	24153.0								
200747070602	ダ	右	1400	曇	稍重	11:30	サラ系C4組		2007-7-6	6	笠松	5			6	310	2	6	130	1	8	140	3	5.0	200	5.0	6-8	450	1	6=>8	950	3	5-6-8	1010	4	6=>8=>5	3150	7		7,6,8,5,9,3-4,1,2	6,8,7,5,3,9-4,1-2	685739142			6-8	430.0	1.0	6=>8	760.0	1.0
200747071601	ダ	右	1400	晴	良	11:00	祝!基史・幸子結婚記		2007-7-16	7	笠松	1			4	100	1	4	100	1	7	120	2	6.0	560	7.0	4-7	170	1	4=>7	140	1	4-6-7	1680	7	4=>7=>6	2970	10		487159263	487156293	4-8,7,1,5,6,2,9,3			4-7	140.0	1.0	4=>7	210.0	1.0
200747071602	ダ	右	1400	晴	良	11:30	田中恵子誕生日記念		2007-7-16	7	笠松	1			1	690	3	1	100	1	8	110	2	4.0	150	3.0	1-8	540	2	1=>8	1160	4	1-4-8	870	3	1=>8=>4	9070	28		465137982	461359872	1,4,8,3,9,5,2,7-6			1-8	500.0	2.0	1=>8	1490.0	6.0
200747071603	ダ	右	1400	晴	良	12:05	林文雅さん退職記念		2007-7-16	7	笠松	1			6	280	2	6	130	1	7	180	4	4.0	200	5.0	6-7	870	4	6=>7	1060	6	4-6-7	970	4	6=>7=>4	4590	16		678342519.0	678435921.0	678439521.0			6-7	1110.0	5.0	6=>7	1380.0	6.0
200747071604	ダ	右	1400	晴	良	12:40	泰文バースデー記念		2007-7-16	7	笠松	1			3	120	1	3	110	2	7	130	3	5.0	110	1.0	3-7	190	1	3=>7	230	1	3-5-7	240	1	3=>7=>5	440	1		37528614	3,7,5-2,6,8,1,4	3,7,5,6,2,8-4,1								
200747071605	ダ	右	800	晴	良	13:15	エチゼンホースフォト		2007-7-16	7	笠松	1			1	270	2	1	100	1	4	110	2	7.0	200	5.0	1-4	280	1	1=>4	410	1	1-4-7	760	2	1=>4=>7	2010	5				517934286.0			1-4	310.0	1.0	1=>4	550.0	1.0
200747071606	ダ	右	1400	晴	良	13:50	サラ系C25組		2007-7-16	7	笠松	1			4	120	1	4	100	1	8	150	3	2.0	190	5.0	4-8	290	2	4=>8	290	2	2-4-8	1020	4	4=>8=>2	1620	5		489527631	4,9,8,5,2-7,6,1,3	4,8,9,2,5-7,6,1,3			4-8	190.0	1.0	4=>8	280.0	1.0
200747071607	ダ	右	1400	晴	良	14:25	サラ系C23組		2007-7-16	7	笠松	1			4	240	1	4	130	1	9	510	5	8.0	510	5.0	4-9	770	3	4=>9	2690	8	4-8-9	2810	10	4=>9=>8	15240	42		461985327	4,6,9,1,8-3,5,2,7	4,9,1,6,8,5,3,2-7			4-8	610.0	3.0	4=>8	1000.0	4.0
200747071608	ダ	右	1600	晴	良	15:00	キリンクラシックラガ		2007-7-16	7	笠松	1			10	540	2	10	160	3	6	120	2	7.0	160	4.0	6-10	350	2	10=>6	1000	4	6-7-10	210	1	10=>6=>7	1840	5		10,7,4,3,6-9,8,5,2,1	10,7,6,4,3=9,8,5,2,1	6,10,7,4,3-8,9,5,2-1			6-8	360.0	2.0	8=>6	1440.0	5.0
200747071609	ダ	右	1600	曇	良	15:35	銘柄化20周年記念第 		2007-7-16	7	笠松	1			10	220	1	10	110	1	7	220	4	8.0	320	6.0	7-10	520	3	10=>7	920	4	7-8-10	1550	4	10=>7=>8	4450	12		1,8-5,7,6,3,9,2,10-4	1,8-5,7,6,3-10,2,9=4	1,8,7,5,3,6,10-2-9=4			7-8	440.0	3.0	8=>7	780.0	4.0
200747071610	ダ	右	1400	曇	良	16:35	サラ系C22組牝馬		2007-7-16	7	笠松	1	牝		4	120	1	4	100	1	8	110	2	2.0	180	5.0	4-8	170	1	4=>8	250	1	2-4-8	520	2	4=>8=>2	880	3		987462513.0	987452631.0	487259361.0			4-8	250.0	1.0	4=>8	230.0	1.0
200747071701	ダ	右	1400	曇	不良	11:00	サラ系3歳11組		2007-7-17	7	笠松	2			4	160	1	4	100	1	6	140	3	7.0	200	4.0	4-6	300	2	4=>6	410	2	4-6-7	1020	4	4=>6=>7	2270	9		7,3,4,6,1,8-5	3,4,7,6,8,1-5	4736815								
200747071702	ダ	右	1400	曇	不良	11:30	サラ系3歳10組		2007-7-17	7	笠松	2			5	140	1	5	110	1	8	120	3	1.0	140	4.0	5-8	510	2	5=>8	740	3	1-5-8	190	1	5=>8=>1	1210	4		58617243.0	58164723.0	58164723.0								
200747071703	ダ	右	1400	曇	不良	12:00	サラ系3歳9組		2007-7-17	7	笠松	2			1	450	3	1	130	4	8	100	1	5.0	110	2.0	1-8	560	3	1=>8	810	4	1-5-8	240	1	1=>8=>5	1550	4		1,8,5,6,2,3,7-4	18352674	18532647								
200747071704	ダ	右	1400	曇	不良	12:30	サラ系3歳8組		2007-7-17	7	笠松	2			7	2430	6	7	410	7	5	250	5	6.0	130	1.0	5-7	6600	15	7=>5	23050	33	5-6-7	4130	14	7=>5=>6	68540	127		15726384.0	15742638.0	75143682.0								
200747071705	ダ	右	1400	雨	不良	13:00	サラ系C21組		2007-7-17	7	笠松	2			2	140	1	2	160	4	5	120	1	1.0	560	7.0	2-5	180	1	2=>5	350	1	1-2-5	6080	16	2=>5=>1	15700	44		12354687.0	12536487.0	21536784.0								
200747071706	ダ	右	1400	雨	不良	13:30	サラ系C20組		2007-7-17	7	笠松	2			5	180	1	5	100	1	2	100	2	9.0	120	3.0	2-5	110	1	5=>2	160	1	2-5-9	210	1	5=>2=>9	370	1		5,7,9,3,8,6,2-1,4	5,7,9,3,8,2,6-1-4	2,5,9,3,7,8,6,1-4			2-5	140.0	1.0	5=>2	140.0	1.0
200747071801	ダ	右	1400	晴	重	11:00	サラ系3歳4組		2007-7-18	7	笠松	3			2	130	1	2	120	1	1	120	2				1-2	210	1	2=>1	290	1	1-2-6	2630	6	2=>1=>6	4770	17		456213.0	456213.0	416253.0								
200747071802	ダ	右	1400	晴	重	11:30	サラ系C12組		2007-7-18	7	笠松	3			9	310	2	9	120	3	2	120	2	6.0	130	4.0	2-9	290	1	9=>2	600	1	2-6-9	380	1	9=>2=>6	1590	2		924376185	9,2,4,6,7,1,3,8-5	9,2,4,6,7,8,1,3-5			2-8	260.0	1.0	8=>2	590.0	1.0
200747071803	ダ	右	1600	晴	稍重	12:00	横谷峡特別 		2007-7-18	7	笠松	3			3	100	1	3	100	1	5	510	6				3-5	920	4	3=>5	1110	4	2-3-5	2100	6	3=>5=>2	4330	14		235164.0	235164.0	325164.0								
200747071804	ダ	右	1400	晴	稍重	12:35	サラ系C10組		2007-7-18	7	笠松	3			4	120	1	4	100	1	5	130	2	6.0	150	4.0	4-5	270	2	4=>5	310	2	4-5-6	190	1	4=>5=>6	660	2		461529738	4,6,5,1-2,9,7,3,8	4,6,5,1-9,2,3,7,8			4-5	290.0	2.0	4=>5	310.0	1.0
200747071805	ダ	右	1400	晴	稍重	13:10	ペーイチ軍団笠松初見		2007-7-18	7	笠松	3			1	210	1	1	140	2	8	140	3	7.0	600	7.0	1-8	290	1	1=>8	430	1	1-7-8	6300	15	1=>8=>7	22840	63		415783296	4,1,7,8,3,5,2,9-6	1,8,7,4,3,2,9,5-6			1-8	300.0	1.0	1=>8	480.0	1.0
200747071806	ダ	右	1400	晴	稍重	13:45	サラ系C8組		2007-7-18	7	笠松	3			8	120	1	8	110	1	5	180	3	10.0	270	6.0	5-8	350	1	8=>5	410	1	5-8-10	1450	7	8=>5=>10	2670	14		5,8,10,4,7,3,2,6,1-9	58107241639	58710241639			5-7	370.0	1.0	7=>5	370.0	1.0
200747071807	ダ	右	1400	晴	稍重	14:20	サラ系C11組		2007-7-18	7	笠松	3			10	150	1	10	100	1	5	150	4	6.0	140	3.0	5-10	380	2	10=>5	600	2	5-6-10	480	1	10=>5=>6	1710	3		10654371928	10,6-5,3,4,1,7,2,9,8	10653412978			5-8	360.0	2.0	8=>5	550.0	2.0
200747071808	ダ	右	1400	晴	稍重	14:55	蘇水峡賞		2007-7-18	7	笠松	3	(別定)		6	2200	6	6	550	8	8	110	2	9.0	100	1.0	6-8	19030	27	6=>8	45020	50	6-8-9	6220	16	6=>8=>9	98210	151		678932514.0	678952341.0	678952341.0			6-8	3740.0	9.0	6=>8	17170.0	23.0
200747071809	ダ	右	1400	晴	稍重	16:05	あじめ峡賞		2007-7-18	7	笠松	3	(別定)		8	240	1	8	140	1	7	160	3	3.0	370	8.0	7-8	480	2	8=>7	1120	5	3-7-8	1830	6	8=>7=>3	7540	21		348952716	384975216	8,3,4,9,7,5,1,6-2			7-8	420.0	1.0	8=>7	1180.0	5.0
200747072001	ダ	右	800	曇	良	11:00	JRA認定新馬チャレ		2007-7-20	7	笠松	5			3	450	2	3	100	2	7	150	4	1.0	100	1.0	3-7	990	3	3=>7	1160	5	1-3-7	300	1	3=>7=>1	2100	5				37126845.0								
200747072002	ダ	右	1400	曇	良	11:30	サラ系3歳13組		2007-7-20	7	笠松	5			7	160	1	7	110	1	1	140	3	6.0	410	6.0	1-7	220	1	7=>1	370	1	1-6-7	1130	4	7=>1=>6	2970	11		67835241	6,7,8,1,5,2,3-4	6,7,8,1,5,2,3-4								
200747072003	ダ	右	1400	曇	良	12:00	サラ系3歳12組		2007-7-20	7	笠松	5			4	200	1	4	120	1	8	150	3	2.0	520	8.0	4-8	210	1	4=>8	310	1	2-4-8	2660	8	4=>8=>2	5230	14		798243156.0	897425316.0	984721563.0			4-8	140.0	1.0	4=>8	130.0	1.0
200747072004	ダ	右	1400	曇	良	12:30	サラ系C4組		2007-7-20	7	笠松	5			4	130	1	4	110	1	3	230	4	1.0	320	5.0	3-4	650	4	4=>3	470	2	1-3-4	1270	6	4=>3=>1	1560	5		142873956.0	142793865.0	412396758.0			3-4	450.0	3.0	4=>3	600.0	3.0
200747072005	ダ	右	1400	曇	良	13:05	サラ系B10組C3組		2007-7-20	7	笠松	5			6	190	1	6	110	2	2	100	1	9.0	130	3.0	2-6	380	1	6=>2	550	1	2-6-9	600	2	6=>2=>9	1650	2		258374691.0	258796341.0	265897314.0			2-6	290.0	1.0	6=>2	460.0	1.0
200747072006	ダ	右	1600	曇	良	13:40	高賀の森水杯		2007-7-20	7	笠松	5			3	250	1	3	120	1	2	130	2	9.0	130	3.0	2-3	360	2	3=>2	550	1	2-3-9	610	1	3=>2=>9	1830	1		532198746.0	539217864.0	359217846.0			2-3	480.0	2.0	3=>2	560.0	1.0
