	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
200734071208	ダ	右	1000	曇	良	18:10	D2　ー3組		2007-7-12	5	旭川	3	60万円以下	(規定)	8	340	1	8.0	110	1.0	6.0	270	6.0	6-8	2190	11	8=>6	3890	17	6-7-8	2300	8	8=>6=>7	14250	53			(1,5),8,(2,3,7),4,6	1,5,8,(2,7),3,(4,6)			7.0	120	2.0			
200734071209	ダ	右	1500	曇	良	18:45	JAにいかっぷピーマ 		2007-7-12	5	旭川	3	80万円以下	(規定)	3	330	3	3.0	120	3.0	1.0	110	2.0	1-3	480	3	3=>1	1210	7	1-3-5	250	1	3=>1=>5	1750	6	65781342	6,5,(7,8),1,3,(2,4)	3,(6,5),8,1,7,(2,4)	3,(5,8),6,1,7,(2,4)			5.0	100	1.0			
200734071210	ダ	右	1600	曇	良	19:20	ボーンキング賞 		2007-7-12	5	旭川	3	160万円以下	(規定)	5	950	4	5.0	330	6.0	3.0	200	3.0	3-5	3440	15	5=>3	9990	39	3-5-8	4340	16	5=>3=>8	33360	108	5,8,11,(3,6),4,9,(2,10),1,7	5,8,11,(3,6),4,9,2,(1,10),7	5,(8,7),(3,11),6,1,9,(2,4),10	(5,8),7,3,6,(1,11),9,4,2,10			8.0	180	2.0	3-5	3770.0	14.0
200734071211	ダ	右	1600	雨	良	20:00	華月賞〔H3〕	G	2007-7-12	5	旭川	3	(別定)		10	190	1	10.0	120	1.0	7.0	160	3.0	7-10	620	2	10=>7	900	3	5-7-10	2440	7	10=>7=>5	8370	22	3,5,7,(1,10),2,(6,8),4,9,11	3,5,7,(2,1,10),8,6,4,9-11	(3,5,7),10,(1,8),2,(4,6),9-11	(3,5,7),10,8,1,2,4,9,(11,6)			5.0	300	5.0	6-8	650.0	2.0
200734071701	ダ	右	1000	晴	良	15:00	2歳　未勝利		2007-7-17	5	旭川	4	(規定)		5	140	1	5.0	100	1.0	1.0	150	2.0	1-5	390	1	5=>1	660	1	1-5-6	2420	10	5=>1=>6	4400	14			56413781092	5,(1,6),(4,3),7,9,8,10,2			6.0	270	6.0	1-5	410.0	1.0
200734071702	ダ	右	1500	晴	良	15:30	2歳　未勝利		2007-7-17	5	旭川	4	(規定)		6	160	1	6.0	100	1.0	7.0	160	4.0	6-7	390	2	6=>7	440	1	5-6-7	420	1	6=>7=>5	1340	2	7,5,6,1,8,3,(2,4),10,9	7,5,(1,6),8,3,(10,2),4,9	7,5,6,8,1,(3,4),9,(10,2)	7,6,5,8,(4,9),3,10,2,1			5.0	140	3.0	6-7	340.0	2.0
200734071703	ダ	右	1000	晴	良	16:00	アタックチャレンジ競		2007-7-17	5	旭川	4	牝(規定)		4	220	1	4.0	140	2.0	1.0	120	1.0	1-4	510	2	4=>1	920	3	1-4-8	4240	13	4=>1=>8	9320	33			1,(4,7),8,2,(3,6),5	1,4,7,(2,8),3,6,5			8.0	380	7.0			
200734071704	ダ	右	1000	晴	良	16:30	フレッシュチャレンジ		2007-7-17	5	旭川	4	(規定)		8	440	3	8.0	420	5.0	1.0	240	2.0	1-8	640	3	8=>1	2090	10	1-3-8	3020	11	8=>1=>3	22950	70			8,1,6,(5,7)-3,2-4	8,1,(5,6),7,3,2,4			3.0	490	6.0			
200734071705	ダ	右	1000	晴	良	17:00	D3　ー2組		2007-7-17	5	旭川	4	40万円以下	(規定)	10	140	1	10.0	130	2.0	7.0	130	1.0	7-10	270	1	10=>7	390	1	7-9-10	1930	5	10=>7=>9	4380	10			(4,6),(1,10),7,11,2,(5,9),3,8	10,(4,6),11,7,1,2,(3,5,9),8			9.0	230	6.0	6-8	170.0	1.0
200734071706	ダ	右	1000	晴	良	17:30	2歳　オープン		2007-7-17	5	旭川	4	(規定)		3	170	1	3.0	130	2.0	1.0	240	5.0	1-3	750	2	3=>1	1320	4	1-3-4	2420	9	3=>1=>4	6090	19			(1,2,3),8,5,4,7,6	(1,2,3),(4,8),7,6,5			4.0	220	4.0			
200734071707	ダ	右	1000	晴	良	18:05	D1　ー3組		2007-7-17	5	旭川	4	80万円以下	(規定)	11	160	1	11.0	110	1.0	9.0	910	7.0	9-11	5540	14	11=>9	5080	16	9-10-11	45850	61	11=>9=>10	356330	323			(1,4,5),6,(10,11),9,3,8,(2,7)	1,(4,5,6,11),10,(8,9),3,7,2			10.0	2,580	10.0	7-8	1190.0	6.0
200734071708	ダ	右	1500	晴	良	18:40	D2　ー1組		2007-7-17	5	旭川	4	60万円以下	(規定)	4	270	2	4.0	150	2.0	5.0	200	4.0	4-5	1170	4	4=>5	1660	7	4-5-7	9580	23	4=>5=>7	34620	79	35812647	3,5,(1,8),2,6,(4,7)	7,2,5,8,(3,6),1,4	(7,2),(5,4),(8,6),1,3			7.0	820	6.0			
200734071709	ダ	右	1600	晴	良	19:15	ペガスス特別 		2007-7-17	5	旭川	4	200万円以下	(規定)	6	3980	11	6.0	500	9.0	5.0	370	6.0	5-6	15150	43	6=>5	47010	82	3-5-6	61550	122	6=>5=>3	359670	733	4,9,1,11,8,7,5,3,12,2,(6,13),10	4,9,1,11,(8,7),(5,3),(2,12),6,13,10	(4,9),1,11,8,7,3,(5,2),6,(10,13),12	11,9,(4,1),3,(8,7),(5,2,6),(10,13),12			3.0	400	7.0	4-5	2150.0	10.0
200734071710	ダ	右	1600	晴	良	19:55	室蘭地球岬特別 		2007-7-17	5	旭川	4	300万円以下	(規定)	6	250	2	6.0	110	1.0	11.0	200	4.0	6-11	1540	5	6=>11	2070	5	6-9-11	770	3	6=>11=>9	5870	14	367411529812101	3,6,7,4,11,(2,5),(9,8),12,10,1	(3,6),11,(2,8),(4,7,5),9,12,10,1	6,(3,11),(2,4,8),(9,7,5),12,10,1			9.0	120	2.0	5-8	1060.0	3.0
200734071801	ダ	右	1000	晴	良	14:30	2歳　未勝利		2007-7-18	5	旭川	5	牝(規定)		3	140	1	3.0	100	1.0	7.0	110	2.0	3-7	460	3	3=>7	540	3	3-6-7	340	2	3=>7=>6	1270	6			(2,3,6),7,9,5-1,4	(2,3),6,7,9,5-(1,4)			6.0	150	4.0			
200734071802	ダ	右	1000	晴	良	15:00	2歳　未勝利		2007-7-18	5	旭川	5	(規定)		4	350	2	4.0	140	4.0	10.0	110	1.0	4-10	410	1	4=>10	820	3	2-4-10	360	1	4=>10=>2	1410	1			(2,4),5,7,(9,10),3,(1,6),(8,11)	(2,4),10,5,(3,7),(6,9),(1,11),8			2.0	130	2.0	4-8	340.0	2.0
200734071803	ダ	右	1000	晴	良	15:30	D3　ー4組		2007-7-18	5	旭川	5	40万円以下	(規定)	9	900	4	9.0	280	4.0	7.0	610	6.0	7-9	4520	14	9=>7	20640	47	6-7-9	8650	25	9=>7=>6	94610	195			4,9,(1,3,6,7),5,(10,11),2,8	(4,9),(1,6,7),(3,10),5,11,2,8			6.0	250	3.0	6-7	1550.0	6.0
200734071804	ダ	右	1500	晴	良	16:00	フレッシュチャレンジ		2007-7-18	5	旭川	5	(規定)		7	250	2	7.0	160	2.0	6.0	240	4.0	6-7	990	6	7=>6	2270	10	2-6-7	570	3	7=>6=>2	4450	20	7,(1,2)-6,8	7,2,1-6,8	72168	(7,2),6,1,8								
200734071805	ダ	右	1000	晴	良	16:30	ルーキーチャレンジ競		2007-7-18	5	旭川	5	(規定)		6	140	1	6.0	100	1.0	9.0	110	2.0	6-9	350	1	6=>9	630	3	6-8-9	370	1	6=>9=>8	1290	4			(2,6),(8,10,9),7,1,(4,5),3	(2,6),(8,9),(7,10),1,(4,5),3			8.0	110	3.0	6-8	430.0	1.0
200734071806	ダ	右	1000	晴	良	17:00	D3　ー1組		2007-7-18	5	旭川	5	40万円以下	(規定)	6	130	1	6.0	100	1.0	5.0	140	4.0	5-6	730	3	6=>5	740	4	2-5-6	790	3	6=>5=>2	2600	8			6,9,5,(1,2),7,4,8,3	(6,9),5,(1,2),(7,8),4,3			2.0	110	2.0	5-6	490.0	3.0
200734071807	ダ	右	1000	晴	良	17:30	アタックチャレンジ競		2007-7-18	5	旭川	5	(規定)		4	320	3	4.0	130	2.0	2.0	100	1.0	2-4	440	1	4=>2	730	1	2-4-8	1180	2	4=>2=>8	4070	3			4,(5,6,8),9,(1,2),7,3	4,5,(8,2),6,(1,9),(3,7)			8.0	280	7.0	2-4	380.0	1.0
200734071808	ダ	右	1000	晴	良	18:05	ボルックス特別 		2007-7-18	5	旭川	5	160万円以下	(規定)	11	7780	9	11.0	470	7.0	9.0	110	1.0	9-11	5060	19	11=>9	20330	48	4-9-11	5020	19	11=>9=>4	92270	249			(2,8),(10,11),4,9,6,12,5,1,3,7	(2,8),11,(4,9),10,6,12,5,1,(3,7)			4.0	170	3.0	7-8	2250.0	10.0
200734071809	ダ	右	1600	晴	良	18:40	アルファルド特別 		2007-7-18	5	旭川	5	800万円以下	(別定)	7	3050	8	7.0	740	8.0	9.0	230	3.0	7-9	21870	32	7=>9	150570	82	3-7-9	48660	75	7=>9=>3	365770	391	5,9,(8,10),3,1,4,6,7,2	5,(9,8,10),(1,3),4,6,7,2	5,9,10,(1,6,3),7,8,2,4	5,9,10,(1,3),(7,6),2,4,8			3.0	240	4.0	7-8	2970.0	11.0
200734071810	ダ	右	1600	晴	良	19:15	ウィナーズチャレンジ 		2007-7-18	5	旭川	5	(規定)		1	280	2	1.0	180	2.0	7.0	420	7.0	1-7	1960	9	1=>7	2860	12	1-4-7	4310	17	1=>7=>4	15410	51	5,8,3,(2,4),6,(1,7)	5,8,3,4,2,6,(1,7)	5,(8,3),4,(1,6),(2,7)	(5,4),6,3,1,2,(8,7)			4.0	230	4.0			
200734071901	ダ	右	1500	晴	良	14:30	2歳　未勝利		2007-7-19	5	旭川	6	(規定)		7	160	1	7.0	100	1.0	2.0	110	3.0	2-7	430	2	7=>2	600	2	2-4-7	350	1	7=>2=>4	1670	6	2,4,7,5,8,(3,6),1	24758631	2,4,7,5,(8,3),1,6	(2,7),(4,8),3,(5,1),6			4.0	100	2.0			
200734071902	ダ	右	1500	晴	良	15:00	アタックチャレンジ競		2007-7-19	5	旭川	6	(規定)		5	810	4	5.0	280	6.0	3.0	230	4.0	3-5	2140	9	5=>3	4360	20	3-5-6	14110	38	5=>3=>6	88990	209	5,(1,8),2,4,3,6,7	5,(1,8),2,(3,4),7,6	5,(8,6),2,(1,3),7,4	5,8,(7,6),(2,3),1,4			6.0	360	7.0			
200734071903	ダ	右	1000	晴	良	15:30	2歳　未勝利		2007-7-19	5	旭川	6	(規定)		6	140	1	6.0	130	2.0	3.0	120	1.0	3-6	190	1	6=>3	280	1	3-6-10	820	4	6=>3=>10	1720	5			10,(2,3),6,(4,9),8,7-(1,5)	10,(2,3),6,4,9,8,7,1,5			10.0	190	6.0	3-6	240.0	1.0
200734071905	ダ	右	1000	晴	良	16:30	フレッシュチャレンジ		2007-7-19	5	旭川	6	牝(規定)		9	100	1	9.0	110	1.0	8.0	220	4.0	8-9	610	2	9=>8	790	2	4-8-9	1900	7	9=>8=>4	5270	15			(8,9),4,5,(1,7),2,6,3	(8,9),4,5,1,2,7,(3,6)			4.0	160	3.0	8-8	670.0	3.0
200734071906	ダ	右	1000	晴	良	17:00	D3　ー3組		2007-7-19	5	旭川	6	40万円以下	(規定)	12	1030	5	12.0	300	7.0	9.0	140	1.0	9-12	1200	4	12=>9	3100	12	9-10-12	2510	7	12=>9=>10	23080	71			(8,10,12),11,9,(3,5),(1,2,7),4,6	(8,10,12),11,9,(3,7),5,2,4,1,6			10.0	290	6.0	7-8	740.0	3.0
200734071907	ダ	右	1000	晴	良	17:30	D2　ー2組		2007-7-19	5	旭川	6	60万円以下	(規定)	6	570	2	6.0	140	3.0	7.0	100	1.0	6-7	220	1	6=>7	840	4	6-7-8	2510	8	6=>7=>8	11800	34			(2,7),3,6,5,8,1,4	2,(7,6),3,(1,5),8,4			8.0	210	5.0			
200734071908	ダ	右	1500	晴	良	18:05	D2　ー2組		2007-7-19	5	旭川	6	60万円以下	(規定)	7	1390	5	7.0	250	4.0	8.0	390	7.0	7-8	5730	22	7=>8	9430	35	2-7-8	12930	48	7=>8=>2	90110	308	8,5,7,(2,6),(3,11),4,1,(9,10)	8,5,7,2,(3,6),11,4,1,9,10	8-5,7,2,11,3,(4,1),6,9,10	8-(5,7),2,11,(4,1),3,(9,6),10			2.0	210	3.0	6-7	2140.0	11.0
200734071909	ダ	右	1600	晴	良	18:40	上川町層雲峡花ものが 		2007-7-19	5	旭川	6	450万円以下	(別定)	2	1260	5	2.0	260	6.0	1.0	100	1.0	1-2	670	3	2=>1	2460	8	1-2-3	3530	11	2=>1=>3	22680	58	2,5,(6,8),3,7,1,(4,9)	2,5,6,8,3,(7,1),9,4	2,5,6,(3,8),(7,1),4,9	2-5,(3,6),(8,1),7,4,9			3.0	200	5.0	1-2	900.0	3.0
200734071910	ダ	右	1500	晴	良	19:15	マンハッタンカフェ賞 		2007-7-19	5	旭川	6	(規定)		7	550	3	7.0	190	4.0	3.0	130	1.0	3-7	710	1	7=>3	1880	5	3-4-7	1530	2	7=>3=>4	10850	32	4,(3,2),5,7,8,9,6,10,1	4,3,(2,5),7,8,(6,9),10,1	4,(3,2),5-(7,8,9,1),6,10	4,3,(2,5),(7,1),(6,9,10),8			4.0	220	6.0	3-7	880.0	3.0
200734071911	ダ	右	1600	晴	良	19:55	ディープインパクト・ 		2007-7-19	5	旭川	6	(別定)		12	860	3	12.0	220	5.0	5.0	210	4.0	5-12	2210	8	12=>5	5260	21	5-10-12	1750	5	12=>5=>10	13840	43	3,1,4,6,2,10,7,9,12,(8,11),5	3,1,4,6,2,(9,7,10),12,8,11,5	3,1,4,(2,6),10,9,7,12,8,(11,5)	3,(2,6,10,12,5),(1,4,7),(9,8,11)			10.0	130	2.0	5-8	1690.0	10.0
200734072401	ダ	右	1000	晴	良	15:30	D級		2007-7-24	6	旭川	1	(別定)		2	460	3	2.0	120	1.0	7.0	260	4.0	2-7	1710	4	2=>7	2890	9	2-7-8	19340	22	2=>7=>8	40230	69			6,7,8,2,1,4,(3,5)	6,(2,7),8,1,(4,3,5)			8.0	430	7.0			
200734072402	ダ	右	1000	晴	良	16:00	2歳　未勝利		2007-7-24	6	旭川	1	(規定)		6	630	4	6.0	160	3.0	7.0	220	5.0	6-7	1350	6	6=>7	1860	10	1-6-7	830	3	6=>7=>1	5500	20			(2,6,7),(1,3,5,8),4	(2,6,7),1,(4,5),3,8			1.0	110	1.0			
200734072403	ダ	右	1000	晴	良	16:30	2歳　未勝利		2007-7-24	6	旭川	1	(規定)		8	1400	4	8.0	130	2.0	5.0	100	1.0	5-8	540	2	8=>5	2750	7	4-5-8	1150	4	8=>5=>4	11900	31			45873612	(4,5,8),3,(7,6),1,2			4.0	140	4.0			
200734072404	ダ	右	1500	晴	良	17:00	D3　ー1組		2007-7-24	6	旭川	1	40万円以下	(規定)	2	250	2	2.0	150	4.0	8.0	450	7.0	2-8	2250	10	2=>8	2550	13	2-5-8	2930	14	2=>8=>5	23150	85	2,7,(3,8),4,5,1,6	(2,7),8,3,4,(1,5),6	(2,7),8,3,5,4,6,1	(2,8),(7,5),3,4,6,1			5.0	150	2.0			
200734072405	ダ	右	1000	晴	良	17:30	D3　ー1組		2007-7-24	6	旭川	1	40万円以下	(規定)	3	110	1	3.0	110	1.0	8.0	130	2.0	3-8	340	2	3=>8	410	2	3-5-8	1630	7	3=>8=>5	4010	15			3,8,6,5,(1,7),2	3865172								
200734072406	ダ	右	1500	晴	良	18:05	D3　ー2組		2007-7-24	6	旭川	1	40万円以下	(規定)	5	450	4	5.0	170	4.0	9.0	130	1.0	5-9	610	3	5=>9	900	1	2-5-9	740	1	5=>9=>2	3380	3	2,9,11,5,3,7,1,6,10,(4,8)	2,9,11,5,(3,7),1,6,10,4,8	2,9,5,11,3,7,(1,6),10,4,8	(2,9),5,3,6,1,10,11,7,4,8			2.0	150	3.0	5-7	540.0	1.0
200734072407	ダ	右	1000	晴	良	18:40	D1　ー1組		2007-7-24	6	旭川	1	80万円以下	(規定)	4	870	3	4.0	310	6.0	10.0	130	2.0	4-10	1150	5	4=>10	2310	8	4-9-10	1160	5	4=>10=>9	11980	44			4,5,7,8,9,10,2,(1,6),3	4,5,(7,8),9,(1,6,10),2,3			9.0	170	3.0	4-8	700.0	4.0
200734072408	ダ	右	1600	晴	良	19:15	シグナス特別 		2007-7-24	6	旭川	1	100万円以下	(規定)	1	480	3	1.0	140	1.0	3.0	150	2.0	1-3	1450	8	1=>3	2840	14	1-3-4	24380	58	1=>3=>4	231470	391	3,9,(4,6),5,(8,10),(2,7),1	(3,9,8),10,(4,6),5,7,(2,1)	1,3,8,9,10,(4,5),6,(2,7)	1,3,8,4,10,(6,9,5),7,2			4.0	1,980	10.0	1-3	1510.0	8.0
200734072409	ダ	右	1600	晴	良	19:55	マイネルセレクト賞 		2007-7-24	6	旭川	1	130万円以下	(規定)	4	170	1	4.0	100	1.0	7.0	210	4.0	4-7	940	3	4=>7	1250	3	4-7-10	3740	13	4=>7=>10	13020	38	1,2,9,(10,12),7,5,4,(6,8),3	1,2,(10,7,12),(9,5),4,(6,8),3	(2,10),(1,7),5,12,4,(6,8),(9,3)	10,(2,7),4,(1,5),(8,3),6,(9,12)			10.0	330	7.0	4-6	700.0	3.0
200734072410	ダ	右	1600	晴	良	20:35	リゲル特別 		2007-7-24	6	旭川	1	100万円以下	(規定)	5	330	2	5.0	100	1.0	4.0	110	2.0	4-5	250	1	5=>4	590	2	4-5-7	990	3	5=>4=>7	3460	6	4,12,(2,5),1,(6,8),11,7,9,3,10	4,12,5,2,(1,8),6,11,(3,7),9,10	4,5,12,(2,8,11),1,7,(6,9),3,10	4,5,11,(1,12,7),(2,8),3,9,(6,10)			7.0	170	3.0	4-5	280.0	1.0
200734072502	ダ	右	1500	晴	良	15:00	2歳　未勝利		2007-7-25	6	旭川	2	(規定)		8	6850	5	8.0	1,320	6.0	6.0	170	2.0	6-8	5100	12	8=>6	17790	31	2-6-8	7910	19	8=>6=>2	56000	114	2147683	(1,2),(4,7),6,3,8	2,(7,6),1,(3,8),4	2,6,(3,7,8)-4,1								
200734072503	ダ	右	1500	晴	良	15:30	2歳　未勝利		2007-7-25	6	旭川	2	(規定)		8	180	1	8.0	100	2.0	2.0	100	1.0	2-8	190	1	8=>2	370	1	2-5-8	720	2	8=>2=>5	1610	4	8,2,4,5,(1,3),(6,7)	8,2,(4,5),(1,3),7,6	82451376	8,2,(4,5),1,(3,7),6			5.0	140	3.0			
200734072504	ダ	右	1000	晴	良	16:00	アタックチャレンジ競		2007-7-25	6	旭川	2	(規定)		6	290	2	6.0	110	1.0	2.0	120	2.0	2-6	170	1	6=>2	530	2	2-4-6	1770	6	6=>2=>4	5760	17			(2,6),7,1,8,4,3,5	(2,6),(1,7),8,(3,4),5			4.0	300	8.0			
200734072505	ダ	右	1000	晴	良	16:30	フレッシュチャレンジ		2007-7-25	6	旭川	2	(規定)		6	180	1	6.0	120	1.0	2.0	340	5.0	2-6	2330	9	6=>2	2830	12	2-6-8	7640	21	6=>2=>8	37480	84			6,5,4,(8,2),3,(1,7)	65243871			8.0	350	6.0			
200734072506	ダ	右	1000	曇	良	17:00	D3　ー4組		2007-7-25	6	旭川	2	40万円以下	(規定)	9	330	3	9.0	130	1.0	10.0	840	8.0	9-10	8920	22	9=>10	7460	21	8-9-10	10490	35	9=>10=>8	100270	195			(5,8),1,2,7,10,(3,9),6,4	8,5,(1,7,10),(2,3),9,6,4			8.0	330	5.0	8-8	4680.0	14.0
200734072507	ダ	右	1500	曇	良	17:30	D2　ー2組		2007-7-25	6	旭川	2	60万円以下	(規定)	5	140	1	5.0	100	1.0	6.0	160	4.0	5-6	400	2	5=>6	520	2	2-5-6	450	1	5=>6=>2	1740	2	61452873	6,1,4,5,2,8,(3,7)	6,5,1,2,(4,8),(3,7)	(6,5),2,1,(4,3,8,7)			2.0	130	2.0			
200734072508	ダ	右	1500	曇	良	18:05	D2　ー3組		2007-7-25	6	旭川	2	60万円以下	(規定)	2	440	3	2.0	140	1.0	4.0	140	2.0	2-4	850	3	2=>4	1640	6	2-4-10	1270	3	2=>4=>10	5760	10	10,2,9,(1,3),(4,11),6,5,7,8	10-2,9,1,3,11,4,6,(5,7),8	10=(2,1),9,3,4,(11,6)-7,5,8	10-(2,1),(9,4),3,6,11,7,(5,8)			10.0	220	5.0	2-4	820.0	2.0
200734072509	ダ	右	1000	曇	良	18:40	D1　ー2組		2007-7-25	6	旭川	2	80万円以下	(規定)	6	280	1	6.0	170	2.0	8.0	220	4.0	6-8	1410	5	6=>8	1770	1	6-8-11	4130	11	6=>8=>11	14690	32			(4,7,8),(6,11),9,10,5,(1,12),2,3	(4,7,8),6,11,(9,10),(5,1,12),2,3			11.0	440	8.0	5-6	490.0	1.0
200734072510	ダ	右	1000	曇	良	19:15	アンタレス特別 		2007-7-25	6	旭川	2	800万円以下	(別定)	11	250	1	11.0	110	1.0	10.0	410	7.0	10-11	1990	7	11=>10	3470	13	1-10-11	4340	15	11=>10=>1	25960	84			3,12,1,10,4,(7,13),(2,9),5-(8,11),6	(3,12),10,1,(2,4,7),9,5,13,11,(6,8)			1.0	320	6.0	7-7	2480.0	12.0
200734072511	ダ	右	1600	曇	良	19:55	ゼンノエルシド賞 		2007-7-25	6	旭川	2	130万円以下	(規定)	4	340	2	4.0	180	5.0	11.0	120	1.0	4-11	440	2	4=>11	1350	5	4-7-11	560	1	4=>11=>7	3490	6	4,5,10,11,(6,8),7,(1,9)	4,5,10,(6,11),(1,8),7,9	4,5,11,(10,7,8),(6,9),1	4,(5,11),7,(6,9),(8,1),10			7.0	150	2.0	4-8	530.0	2.0
200734072601	ダ	右	1500	晴	良	14:30	D3　ー3組		2007-7-26	6	旭川	3	40万円以下	(規定)	6	130	1	6.0	100	1.0	1.0	160	2.0	1-6	490	3	6=>1	590	2	1-3-6	4440	11	6=>1=>3	11630	31	345261	3,4,5,(1,2,6)	3,4,5,1,(2,6)	3,(2,5),(4,6),1								
200734072602	ダ	右	1000	晴	良	15:00	2歳　未勝利		2007-7-26	6	旭川	3	(規定)		8	290	2	8.0	110	2.0	3.0	100	1.0	3-8	170	1	8=>3	520	2	3-7-8	320	1	8=>3=>7	1390	2			8,3,(6,7),5,4,2,1	83756421			7.0	130	4.0			
200734072603	ダ	右	1000	晴	良	15:30	2歳　未勝利		2007-7-26	6	旭川	3	(規定)		8	260	2	8.0	130	2.0	3.0	210	3.0	3-8	1910	8	8=>3	3380	12	3-7-8	4300	16	8=>3=>7	21940	61			3,(4,6),8-(1,5,2,7)	3,(4,6),8,1,(5,2,7)			7.0	230	4.0			
200734072604	ダ	右	1500	晴	良	16:00	アタックチャレンジ競		2007-7-26	6	旭川	3	(規定)		2	730	2	2.0	230	4.0	9.0	220	3.0	2-9	1620	5	2=>9	2890	10	2-6-9	6410	27	2=>9=>6	32630	112	1,(2,9),5,4,3-8,6,7	(1,2,9)-5,4,3-8,6,7	2,(1,9)-(4,5),3-8,6-7	(2,9)-(1,5),4,3,8,6=7			6.0	380	8.0	2-8	1140.0	5.0
200734072605	ダ	右	1000	晴	良	16:30	D2　ー3組		2007-7-26	6	旭川	3	60万円以下	(規定)	7	2130	6	7.0	210	3.0	10.0	100	1.0	7-10	580	4	7=>10	5600	12	7-10-11	6930	23	7=>10=>11	94100	162			11,7,10,(2,4),8,5,6,3,1,9	(11,7),10,(2,4),(5,8),6,3,1,9			11.0	380	7.0	6-8	240.0	1.0
200734072606	ダ	右	1500	晴	良	17:00	D1　ー3組		2007-7-26	6	旭川	3	80万円以下	(規定)	8	280	2	8.0	110	1.0	7.0	780	9.0	7-8	3950	12	8=>7	5130	17	3-7-8	4500	16	8=>7=>3	23580	78	9,6,7,8,(4,5),3,1-2	9,6-7,8,4,5,(1,3),2	9-6=7,8,3,(4,5),1,2	9,6-8,7,3,(4,5),1,2			3.0	150	2.0	7-8	1730.0	8.0
200734072607	ダ	右	1000	晴	良	17:30	フレッシュチャレンジ		2007-7-26	6	旭川	3	(規定)		6	220	2	6.0	110	2.0	4.0	100	1.0	4-6	130	1	6=>4	300	1	4-5-6	750	3	6=>4=>5	2060	8			4,8,3,6,5,2,1=7	(4,6),8,(3,5),2-1,7			5.0	220	6.0			
200734072608	ダ	右	1000	晴	良	18:05	ルーキーチャレンジ競		2007-7-26	6	旭川	3	(規定)		4	180	1	4.0	110	1.0	10.0	160	4.0	4-10	480	2	4=>10	770	3	4-9-10	490	1	4=>10=>9	1560	2			4,9,10,5,1,2,8,3,11-6,7,12	4,(9,10),5,1,(2,3,8),11,6-7,12			9.0	130	2.0	4-7	210.0	1.0
200734073101	ダ	右	1000	晴	良	14:30	2歳　未勝利		2007-7-31	6	旭川	4	(規定)		1	210	1	1.0	110	1.0	9.0	220	5.0	1-9	760	3	1=>9	1060	4	1-6-9	2320	11	1=>9=>6	8710	39			(1,7),(5,9),3,(4,6),2	(1,7),9,5,(2,3),6,4			6.0	170	4.0			
200734073102	ダ	右	1000	晴	良	15:00	アタックチャレンジ競		2007-7-31	6	旭川	4	(規定)		1	700	3	1.0	240	5.0	6.0	530	7.0	1-6	7880	18	1=>6	8180	27	1-4-6	6760	23	1=>6=>4	65470	150			(1,4),(6,8),5,2,7,3	1,(4,6),8,5,2,3,7			4.0	220	4.0			
200734073103	ダ	右	1500	晴	良	15:30	2歳　未勝利		2007-7-31	6	旭川	4	(規定)		1	780	4	1.0	270	5.0	8.0	920	8.0	1-8	34160	29	1=>8	34120	40	1-5-8	6400	18	1=>8=>5	165010	231	(5,7),2,6,8,(1,3),4-9	(2,5,7)-6,8,(1,3),4-9	(2,5),7-6,8,1,3,4-9	5,(2,7),8,6,1-9,(3,4)			5.0	120	1.0	1-8	4320.0	13.0
200734073104	ダ	右	1000	晴	良	16:00	D2　ー1組		2007-7-31	6	旭川	4	60万円以下	(規定)	7	200	1	7.0	100	1.0	8.0	170	3.0	7-8	570	2	7=>8	770	3	5-7-8	3080	9	7=>8=>5	6000	21			7,8,5,4,3,1,(2,6)	(7,8),(5,4),(3,1),6,2			5.0	240	5.0			
200734073105	ダ	右	1000	晴	良	16:30	D3　ー2組		2007-7-31	6	旭川	4	40万円以下	(規定)	9	420	2	9.0	130	2.0	11.0	110	1.0	9-11	380	1	9=>11	840	2	4-9-11	650	1	9=>11=>4	2420	3			(9,11),4,10,5,2,8,6,7,1,3	(9,11),4,10,2,5,8,6,7,1,3			4.0	190	4.0	7-8	270.0	1.0
200734073106	ダ	右	1000	晴	良	17:00	D3　ー1組		2007-7-31	6	旭川	4	40万円以下	(規定)	12	930	4	12.0	220	3.0	11.0	130	2.0	11-12	550	2	12=>11	1410	4	6-11-12	3010	10	12=>11=>6	16050	50			6,8,12,3,(9,11),5,(7,10),4,2,1	(6,12),(8,11),3,9,(5,10),(4,7),2,1			6.0	580	8.0	8-8	580.0	2.0
200734073107	ダ	右	1000	晴	良	17:30	ウィナーズチャレンジ 		2007-7-31	6	旭川	4	(規定)		7	240	1	7.0	130	1.0	3.0	310	7.0	3-7	1330	4	7=>3	1290	4	3-5-7	1090	2	7=>3=>5	6140	14			(3,5,8,7),2,1,4,6-9	7,(3,5,8)-(2,6),1,4-9			5.0	140	2.0	3-7	1190.0	5.0
