	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
200634081608	ダ	右	1600	曇	良	18:05	キタルファ特別 		2006-8-16	4	旭川	5	80万円以下	(規定)	4	1740	5	4	220	6	3	100	1	7.0	100	2.0	3-4	1740	6	4=>3	5780	18.0	3-4-7	990	4.0	4=>3=>7	11740	35.0	3,8,1,4,5,(7,6)-2	3,8,(1,4),(5,7,6)-2	3,4,8,(1,7),5,6,2	(3,4),7,5,8,(1,6),2					
200634081609	ダ	右	1000	雨	良	18:40	D1　ー2組		2006-8-16	4	旭川	5	80万円以下	(規定)	7	240	1	7	160	2	6	250	4	8.0	460	8.0	6-7	1770	7	7=>6	2520	8.0	6-7-8	19560	59.0	7=>6=>8	49820	157.0			(1,5,6,7,10),3,8,9,2,4	(1,5,6,7),10,8,3,(2,4),9			6-7	1450.0	6.0
200634081610	ダ	右	1600	曇	良	19:15	カペラ特別 		2006-8-16	4	旭川	5	400万円以下	(別定)	5	350	2	5	150	2	6	580	8	3.0	1,290	9.0	5-6	3380	12	5=>6	4730	18.0	3-5-6	24880	49.0	5=>6=>3	100220	196.0	10,(9,8),5,(1,6),2,3,7,4	10,(9,8),(1,5),6,2,3,7,4	(9,8),(10,5),(2,6),1,3,(4,7)	(9,8,5),(2,6),(1,3),7,(10,4)			5-6	3320.0	11.0
200634081611	ダ	右	1000	曇	良	19:55	リリーカップ〔H3〕	G	2006-8-16	4	旭川	5	牝(馬齢)		6	250	1	6	100	1	8	130	2	12.0	150	3.0	6-8	680	2	6=>8	990	2.0	6-8-12	1100	1.0	6=>8=>12	3280	1.0			6,12,2,8,(9,10),(1,5),(11,7),4,3	6,12,(2,8),10,9,(1,5),(11,7)-(4,3)			5-6	500.0	2.0
200634081612	ダ	右	1600	曇	良	20:35	旭川レーシングセンタ 		2006-8-16	4	旭川	5	600万円以下	(別定)	8	260	2	8	160	3	4	120	1	2.0	310	7.0	4-8	360	1	8=>4	830	2.0	2-4-8	1360	3.0	8=>4=>2	5570	13.0	82103579146	8,2,10,(3,5),(7,9)-(1,4),6	8,10,(2,5),3,9,(7,4),6,1	8,(10,5),2,3,4,(7,9),6,1			4-7	390.0	1.0
200634081701	ダ	右	1000	曇	良	14:30	2歳　未勝利		2006-8-17	4	旭川	6	(規定)		8	160	1	8	110	1	11	580	9	3.0	190	4.0	8-11	4260	13	8=>11	4830	15.0	3-8-11	6120	21.0	8=>11=>3	22990	71.0			(7,8),(3,9,10,12),11,(4,5),(1,2),6	(7,8),3,(4,5,9,10,12),11,2,1,6			6-8	540.0	2.0
200634081702	ダ	右	1000	曇	良	15:00	アタックチャレンジ競		2006-8-17	4	旭川	6	(規定)		8	10860	8	8	780	9	5	160	2	7.0	130	1.0	5-8	24000	31	8=>5	97190	72.0	5-7-8	8600	24.0	8=>5=>7	147480	246.0			(7,8),(2,5,10),4,(6,9,11),3,1	7,8,5,(2,10),9,(4,11),6,(3,1)			5-6	500.0	3.0
200634081703	ダ	右	1500	晴	良	15:30	アタックチャレンジ競		2006-8-17	4	旭川	6	(規定)		3	210	1	3	110	1	9	440	8	4.0	180	3.0	3-9	4240	14	3=>9	5860	21.0	3-4-9	10150	31.0	3=>9=>4	55240	156.0	9,(4,7),3,6,(2,8),5,1	9,4,(3,7),(2,6),8,(1,5)	(9,4,8),(3,7,1,5),6,2	9,(4,8),3,1,5,(6,7),2			3-8	370.0	1.0
200634081704	ダ	右	1500	晴	良	16:00	フレッシュチャレンジ		2006-8-17	4	旭川	6	(規定)		7	450	4	7	210	4	6	110	1				6-7	690	3	7=>6	1960	9.0	1-6-7	740	3.0	7=>6=>1	5200	22.0	1,(2,4),3,6,7,5	(1,2),4,3,(7,6),5	(1,7),6,2,4,3,5	(1,7),6-2,4,(5,3)					
200634081705	ダ	右	1500	晴	良	16:30	D1　ー4組		2006-8-17	4	旭川	6	80万円以下	(規定)	6	1570	5	6	660	7	9	150	2	8.0	340	4.0	6-9	2030	8	6=>9	5390	15.0	6-8-9	7100	21.0	6=>9=>8	95160	174.0	(1,5),6,4,2,(3,7),(8,9)	(8,9),(3,7),2,(1,4),(5,6)	(8,9,7,2,4),6,3,1,5	(8,9,7),(2,4),(3,6),1,5			6-8	1780.0	6.0
200634081706	ダ	右	1000	晴	良	17:00	ウィナーズチャレンジ 		2006-8-17	4	旭川	6	(規定)		4	220	1	4	130	2	5	110	1				4-5	370	1	4=>5	670	1.0	4-5-6	680	2.0	4=>5=>6	2390	7.0			8,(3,6),(4,5),7,2	8,(6,5),(3,4),7,2					
200634081707	ダ	右	1000	曇	良	17:30	エリダヌス特別 		2006-8-17	4	旭川	6	80万円以下	(規定)	9	400	3	9	210	3	3	140	1	12.0	310	6.0	3-9	760	1	9=>3	1690	4.0	3-9-12	3180	12.0	9=>3=>12	13880	40.0			10,11,(5,9),(4,1,8),12,7,3,(6,2)	10,(5,11),9,(4,1),(8,12),3,7-2,6			3-7	410.0	1.0
200634081708	ダ	右	1600	曇	良	18:05	ティコ特別 		2006-8-17	4	旭川	6	80万円以下	(規定)	6	220	1	6	130	2	3	120	1	11.0	280	6.0	3-6	350	1	6=>3	580	1.0	3-6-11	2220	7.0	6=>3=>11	6660	18.0	11,6,(2,12),3,5,1,9,(8,10),7	11,6,(2,12),(3,5),(1,9),(8,10),7	11,6,(2,12),(3,5),9,1,10,8,7	(11,6),(2,3,12),(9,5),1,10,7,8			3-5	310.0	1.0
200634081709	ダ	右	1000	曇	良	18:40	アリオト特別 		2006-8-17	4	旭川	6	160万円以下	(規定)	7	130	1	7	110	1	5	210	6	4.0	190	3.0	5-7	1450	5	7=>5	2320	7.0	4-5-7	3390	11.0	7=>5=>4	15650	47.0			7,6,8,(1,3),5,4,2	7,6,(1,8,3,5),4,2					
200634081710	ダ	右	1000	曇	良	19:15	マイネルラヴ賞 		2006-8-17	4	旭川	6	(別定)		9	3990	8	9	240	6	2	110	1	5.0	140	2.0	2-9	1940	6	9=>2	9300	17.0	2-5-9	2080	9.0	9=>2=>5	31370	81.0			7,9,5,2,(1,6),4,8,3	9,7,(2,5),(1,6),4,8,3			2-8	780.0	3.0
200634081711	ダ	右	2300	曇	良	19:55	ブリーダーズゴールド	G2	2006-8-17	4	旭川	6	(別定)		1	190	1	1	100	1	12	120	2	8.0	130	4.0	1-12	260	1	1=>12	470	1.0	1-8-12	470	2.0	1=>12=>8	1550	4.0	12,13,(1,11),4,3,8,(6,9),10,7,2	12,13,1,11,4,(3,8),(6,9),(10,7),2	(12,13),(1,8)-11,(6,9),7,(3,4),2,10	1,(12,8),13-11,(6,7),9,2,3,4,10			1-8	360.0	1.0
200634081712	ダ	右	1600	曇	良	20:35	えぞ松特別 		2006-8-17	4	旭川	6	(別定)		4	1920	5	4	500	5	5	160	2				4-5	7550	11	4=>5	20560	22.0	3-4-5	3250	7.0	4=>5=>3	48460	57.0	5,4,(1,2),6,3	5,4,(1,2),6,3	(5,4),(2,3),1,6	5,4,3,(1,2),6					
200634082301	ダ	右	1000	曇	稍重	14:30	D3　ー5組		2006-8-23	5	旭川	2	40万円以下	(規定)	1	220	1	1	100	1	3	110	2				1-3	260	1	1=>3	540	1.0	1-3-5	640	3.0	1=>3=>5	1970	6.0			1,5,2,(3,7,4),6	1,5,(2,3,7,4),6					
200634082302	ダ	右	1000	雨	稍重	15:00	D3　ー5組		2006-8-23	5	旭川	2	40万円以下	(規定)	7	200	1	7	150	2	3	110	1				3-7	400	2	7=>3	690	2.0	3-5-7	410	1.0	7=>3=>5	1860	2.0			3,7,(1,5),6,4,2	3,7,1,5,(4,6),2					
200634082303	ダ	右	1500	曇	稍重	15:30	2歳　未勝利		2006-8-23	5	旭川	2	(規定)		5	130	1	5	120	1	1	260	6	2.0	190	3.0	1-5	1080	4	5=>1	1330	5.0	1-2-5	2170	6.0	5=>1=>2	8170	23.0	5,2,(1,3,7,9),8,4,6	5,(1,2,7),9,3,(4,8),6	5,(2,7,8),1,4,9,3,6	5,(1,8),(2,7),4-9,3,6			1-5	850.0	4.0
200634082304	ダ	右	1000	曇	稍重	16:00	2歳　牝馬		2006-8-23	5	旭川	2	牝(規定)		8	160	1	8	100	1	3	210	5	6.0	100	2.0	3-8	1150	4	8=>3	1190	4.0	3-6-8	910	2.0	8=>3=>6	4120	13.0			8,10-9,3,6,(4,5,7),1,2	8,10,(9,3),6,(4,5,7),1,2			3-7	1210.0	4.0
200634082305	ダ	右	1000	雨	稍重	16:30	D3　ー1組		2006-8-23	5	旭川	2	40万円以下	(規定)	6	170	1	6	100	1	5	100	2	8.0	130	3.0	5-6	660	2	6=>5	950	3.0	5-6-8	570	1.0	6=>5=>8	2250	4.0			(2,5),3,6,(9,8),7,1,4	(2,5),6,(3,8),(9,7),1,4			5-6	660.0	2.0
200634082306	ダ	右	1500	雨	稍重	17:00	D3　ー1組		2006-8-23	5	旭川	2	40万円以下	(規定)	5	320	1	5	150	1	9	290	7	8.0	190	3.0	5-9	1630	6	5=>9	2390	6.0	5-8-9	7880	32.0	5=>9=>8	32860	99.0	5,(4,7,9),(2,3,11),(8,10),1,6	5,4,7,9,(2,3,11),(8,10),(1,6)	5,4,9,7,(2,3,11),8,(1,6),10	5,9,4,(7,11),(2,3,1),(8,6),10			5-7	1150.0	8.0
200634082307	ダ	右	1000	雨	稍重	17:35	フレッシュチャレンジ		2006-8-23	5	旭川	2	(規定)		7	160	1	7	100	1	8	110	2				7-8	220	1	7=>8	380	1.0	5-7-8	340	2.0	7=>8=>5	940	1.0			7,8,(3,5),1,4	7,8,(3,5),1,4					
200634082308	ダ	右	1600	雨	稍重	18:10	デネブ特別 		2006-8-23	5	旭川	2	160万円以下	(規定)	5	1740	4	5	630	6	10	330	4	7.0	580	5.0	5-10	6180	14	5=>10	17060	32.0	5-7-10	13370	32.0	5=>10=>7	113830	193.0	5,10,7,1,9,4,(3,6),2,8	5,10,(1,7,9),4,(3,6)-2-8	5,10,(1,7),9,(3,4),6,2-8	5,10,(1,7),9,4,(3,2),6,8			5-8	760.0	4.0
200634082401	ダ	右	1000	曇	稍重	14:30	D3　ー4組		2006-8-24	5	旭川	3	40万円以下	(規定)	1	2510	6	1	440	8	8	320	6	10.0	130	1.0	1-8	27940	37	1=>8	82040	90.0	1-8-10	21710	42.0	1=>8=>10	536600	543.0			1,6,(10,11),(5,7),4,8,9,2-3	1,6,(10,11),(5,7),(4,8),9,2-3			1-7	8680.0	15.0
200634082402	ダ	右	1000	曇	稍重	15:00	2歳　未勝利		2006-8-24	5	旭川	3	(規定)		5	2140	7	5	520	6	10	430	5	1.0	260	2.0	5-10	6560	21	5=>10	28000	61.0	1-5-10	20700	55.0	5=>10=>1	252300	457.0			9,10,(5,6,11),8,(4,12),(1,3),2,7	9,10,5,6,11,(4,1,8,12),3,2,7			5-7	510.0	2.0
200634082403	ダ	右	1500	曇	稍重	15:30	D3　ー3組		2006-8-24	5	旭川	3	40万円以下	(規定)	5	280	2	5	130	1	7	160	3				5-7	370	2	5=>7	650	3.0	2-5-7	190	1.0	5=>7=>2	1060	3.0	7,5,2,(1,6),3,4	7-5,2,6,1,3,4	7,5-2,(1,6),3,4	7,5-2,1,6,3,4					
200634082404	ダ	右	1000	曇	稍重	16:00	D2　ー4組		2006-8-24	5	旭川	3	60万円以下	(規定)	3	350	2	3	130	2	5	310	5	7.0	680	7.0	3-5	1850	5	3=>5	1850	6.0	3-5-7	6770	15.0	3=>5=>7	36630	59.0			(3,7),(8,6),(4,5),2,1	(3,7),6,5,(2,8),4,1					
200634082405	ダ	右	1000	曇	稍重	16:30	アタックチャレンジ競		2006-8-24	5	旭川	3	牝(規定)		8	270	1	8	200	4	10	460	8	7.0	140	1.0	8-10	5610	17	8=>10	15000	35.0	7-8-10	5750	20.0	8=>10=>7	63530	154.0			(2,7,8),5,10,4,6,1	(2,7,8),10,4,5,(6,1)			7-8	4640.0	9.0
200634082406	ダ	右	1000	曇	稍重	17:00	フレッシュチャレンジ		2006-8-24	5	旭川	3	(規定)		2	670	4	2	630	5	3	1,140	7				2-3	3590	10	2=>3	6180	19.0	2-3-5	2280	9.0	2=>3=>5	22460	69.0			2,(3,8),7,6,5-1	2,3,8,(6,7),5-1					
200634082407	ダ	右	1500	曇	稍重	17:35	D2　ー4組		2006-8-24	5	旭川	3	60万円以下	(規定)	7	300	1	7	180	2	11	210	3	6.0	220	5.0	7-11	2520	12	7=>11	4070	16.0	6-7-11	3080	11.0	7=>11=>6	17520	63.0	11,6,(1,7),2,8,5,10,9,3,4	11,6,(1,7),(2,8),5,10,9,3,4	11,6,(1,7),(5,2,8),10-4,9,3	11,6,7,1,(2,8),(5,10),4,9,3			6-8	980.0	4.0
200634082408	ダ	右	1000	曇	重	18:10	D2　ー3組		2006-8-24	5	旭川	3	60万円以下	(規定)	8	270	1	8	100	1	4	160	3	3.0	140	2.0	4-8	1670	8	8=>4	2400	11.0	3-4-8	1450	4.0	8=>4=>3	10010	31.0			2,(5,6,8),3,7,1,4	2,(5,8),6,3,7,4,1					
200634082409	ダ	右	1500	曇	重	18:45	アタックチャレンジ競		2006-8-24	5	旭川	3	(規定)		5	570	3	5	180	2	1	1,150	11	2.0	590	9.0	1-5	21110	45	5=>1	17860	52.0	1-2-5	115430	169.0	5=>1=>2	361610	670.0	1,3,6,8,9,5,2,4,11,12,7-10	1,3,(6,8,9),5,(2,4),11,12,7-10	1,(6,8,9),(5,4),3,2-(11,7),12-10	1,8,(6,9),(5,4),2,(3,11,7),12,10			1-5	14440.0	25.0
200634082410	ダ	右	1600	曇	重	19:20	JBCカウントダウン 		2006-8-24	5	旭川	3	100万円以下	(規定)	6	210	1	6	170	2	3	260	5	2.0	240	4.0	3-6	1730	7	6=>3	2460	8.0	2-3-6	4190	19.0	6=>3=>2	15270	52.0	6,1,(2,7),8,(3,4,9),5	6,(1,7),2,8,3,(4,9),5	6,(1,7),2,8,3,5,4,9	6,7,1,2,8,3,5-4,9			3-6	1530.0	6.0
200634082411	ダ	右	1600	曇	重	19:55	ノーリーズン賞 		2006-8-24	5	旭川	3	200万円以下	(規定)	1	210	1	1	120	1	7	160	2	8.0	160	3.0	1-7	390	1	1=>7	760	1.0	1-7-8	650	1.0	1=>7=>8	2210	1.0	7,3,8,(1,5),4,11,2,6,10,9	7,3,8,1,5,4-11,2,6,10,9	7,8,(1,3),4,11,(2,5),6,10-9	7,8,1,3,11,4,2,6,10,5-9			1-6	290.0	1.0
200634082412	ダ	右	1600	曇	重	20:30	ミンタカ特別 		2006-8-24	5	旭川	3	100万円以下	(規定)	11	390	2	11	170	2	2	260	7	9.0	150	1.0	2-11	2250	11	11=>2	4910	23.0	2-9-11	2520	8.0	11=>2=>9	19670	59.0	10,(2,9),(6,11),(1,7),5,(4,8),3	10,(2,9),(6,11),(1,7),5,(4,8),3	(10,2),(9,11),(6,1),(8,7),5,4,3	(2,11),10,9,(6,1),8,7,5,4,3			2-8	2900.0	12.0
200634082901	ダ	右	1000	曇	良	14:30	2歳　未勝利		2006-8-29	5	旭川	4	(規定)		8	1730	4	8	150	4	7	110	2	4.0	100	1.0	7-8	1650	4	8=>7	7570	19.0	4-7-8	870	2.0	8=>7=>4	18350	47.0			(4,8),2,(1,9),(3,6,7),5	(4,8),2,9,(1,7),(3,6),5			7-8	1600.0	5.0
200634082902	ダ	右	1000	曇	良	15:00	2歳　未勝利		2006-8-29	5	旭川	4	(規定)		7	220	1	7	170	3	2	190	4	8.0	120	1.0	2-7	1180	5	7=>2	2010	8.0	2-7-8	1070	3.0	7=>2=>8	7220	25.0			(3,7),8,(2,4),(5,9),6,1	(3,7,8),(2,4),(5,9),6,1			2-7	1350.0	7.0
200634082903	ダ	右	1000	曇	良	15:30	D3　ー5組		2006-8-29	5	旭川	4	40万円以下	(規定)	3	2310	7	3	950	10	8	290	5	2.0	140	2.0	3-8	45480	46	3=>8	121110	83.0	2-3-8	63840	82.0	3=>8=>2	601750	533.0			3,8,1,2,11,(4,12),7,6,10,(5,9)	3,8,1,2,(4,11,12),(6,7,10),(5,9)			3-6	19930.0	25.0
200634082904	ダ	右	1500	曇	良	16:00	D3　ー2組		2006-8-29	5	旭川	4	40万円以下	(規定)	1	450	3	1	110	1	7	140	3	3.0	120	2.0	1-7	870	4	1=>7	1560	6.0	1-3-7	560	1.0	1=>7=>3	4050	11.0	(1,4),8,5,(3,7)-6,2	(1,4),(5,8),(3,7)-6-2	(1,4),(3,5,7),8,6-2	(1,4),(3,7),5,8,6,2					
200634082905	ダ	右	1000	曇	良	16:30	アタックチャレンジ競		2006-8-29	5	旭川	4	牝(規定)		9	270	1	9	120	1	1	130	2	7.0	210	4.0	1-9	400	1	9=>1	660	1.0	1-7-9	730	2.0	9=>1=>7	2560	3.0			(3,9),5,8,1,(6,7)-2-4	(3,9),1,5,(6,8,7)-2-4			1-8	400.0	1.0
200634082906	ダ	右	1000	曇	稍重	17:00	フレッシュチャレンジ		2006-8-29	5	旭川	4	(規定)		1	1770	6	1	1,000	6	3	160	1				1-3	2830	10	1=>3	11490	25.0	1-3-4	1290	5.0	1=>3=>4	16460	52.0			1,3,(8,4),5=7	1,3,4,8,5-7					
200634082907	ダ	右	1500	曇	稍重	17:30	D2　ー2組		2006-8-29	5	旭川	4	60万円以下	(規定)	2	430	2	2	290	4	7	2,120	11	6.0	190	3.0	2-7	20450	35	2=>7	31950	69.0	2-6-7	67340	104.0	2=>7=>6	279060	468.0	1,(3,4),8,11,5,6,9,7,(2,12),10	(1,3),4,8,(6,5,11),9,7,(2,12),10	(1,3),6,8,(4,11),(5,7),9,2,10,12	3,6,1,8,11,(5,7),(4,2),(10,9),12			2-6	3580.0	13.0
200634082908	ダ	右	1500	曇	稍重	18:00	D2　ー1組		2006-8-29	5	旭川	4	60万円以下	(規定)	4	240	1	4	150	1	3	170	2	1.0	890	10.0	3-4	500	1	4=>3	670	1.0	1-3-4	8530	28.0	4=>3=>1	16480	53.0	(3,5,7),(4,8),(1,10),(2,6),11,(9,12)	3,5,(8,7),4,(1,10),(2,6),11,(9,12)	(3,5),(8,7,4),10,1-(2,6),11,(9,12)	3,(8,5,4),(1,7),10,2,11,6,9,12			3-4	490.0	2.0
200634083001	ダ	右	1500	曇	良	14:30	D3　ー3組		2006-8-30	5	旭川	5	40万円以下	(規定)	12	520	2	12	130	2	6	110	1	1.0	180	4.0	6-12	390	2	12=>6	2250	9.0	1-6-12	610	2.0	12=>6=>1	4290	11.0	2,6,(5,12),(7,11),(4,1),8,(3,10),9	2,6,(5,12),11,7,1,4,8,(3,9,10)	(6,12),2,11,1,5,8,(4,7),(3,9),10	(6,12),(2,1,11),5,7,(4,8),9,3,10			5-8	220.0	1.0
200634083002	ダ	右	1000	曇	良	15:00	2歳　未勝利		2006-8-30	5	旭川	5	(規定)		7	430	3	7	210	5	4	160	1	8.0	490	7.0	4-7	1050	4	7=>4	1900	6.0	4-7-8	8880	28.0	7=>4=>8	29920	106.0			(7,9,10),4,8,(6,12),5,3,(2,11),1	(7,9),10,4,8,(6,5),(2,3,11,12)-1			4-6	720.0	4.0
200634083003	ダ	右	1500	曇	良	15:30	2歳　牝馬		2006-8-30	5	旭川	5	牝(規定)		8	140	1	8	110	1	7	320	7	5.0	170	2.0	7-8	2220	7	8=>7	2300	9.0	5-7-8	5180	16.0	8=>7=>5	18020	53.0	1,8,11,4,(3,7),(5,6,10),(2,12),9	1,(8,11),4,(3,7),(5,6,10),(2,12)-9	8,(1,11)-3,4,(5,7),6,(12,10),2-9	8,11,1,7,3,(5,4),(12,6,10),2-9			6-6	1990.0	6.0
200634083004	ダ	右	1500	曇	良	16:00	アタックチャレンジ競		2006-8-30	5	旭川	5	(規定)		6	2550	10	6	660	9	2	430	5	1.0	240	3.0	2-6	14520	34	6=>2	21880	61.0	1-2-6	14610	48.0	6=>2=>1	226130	448.0	10,1,3,(7,8),6,2,(4,5),9	10,1,(3,7,8),6,5,2,4,9	(10,1),8,(3,6,5),2,4,7,9	(10,1),8,6,5,(3,2),4,9-7			2-6	12520.0	26.0
200634083005	ダ	右	1000	曇	良	16:30	アタックチャレンジ競		2006-8-30	5	旭川	5	(規定)		1	570	3	1	170	4	6	120	1	5.0	170	3.0	1-6	1080	4	1=>6	3130	11.0	1-5-6	3530	10.0	1=>6=>5	22370	65.0			(1,4,5,6),(9,10),(2,3),(7,8)	(1,4,5,6),9,(2,3,10),(7,8)			1-6	1130.0	4.0
200634083006	ダ	右	1000	曇	良	17:00	フレッシュチャレンジ		2006-8-30	5	旭川	5	牝(規定)		10	300	2	10	120	2	1	100	1	2.0	150	3.0	1-10	330	1	10=>1	740	3.0	1-2-10	330	1.0	10=>1=>2	1690	3.0			(10,1),(7,8),2,(3,4),5,9,6	10,1-(7,8),2,(3,4,9),5,6			1-8	290.0	1.0
200634083007	ダ	右	1000	曇	良	17:30	D2　ー1組		2006-8-30	5	旭川	5	60万円以下	(規定)	10	470	3	10	160	2	3	180	3	12.0	540	8.0	3-10	1410	7	10=>3	3970	17.0	3-10-12	4110	17.0	10=>3=>12	20170	55.0			(2,3,7),(4,8),(6,9),(10,12),5,1,11	(2,3),7,(4,8),12,(10,6,9),(1,5),11			3-7	1280.0	6.0
200634083008	ダ	右	1000	曇	良	18:00	D1　ー2組		2006-8-30	5	旭川	5	80万円以下	(規定)	12	180	1	12	130	1	3	260	7	6.0	240	5.0	3-12	830	3	12=>3	1170	3.0	3-6-12	2290	7.0	12=>3=>6	8010	16.0			(11,12),(1,3,10),2,6,5,9,(4,8),7	(11,12),(1,3,10),2,(5,6),4,(7,8,9)			3-8	720.0	4.0
200634083009	ダ	右	1000	曇	良	18:30	プレセペ特別 		2006-8-30	5	旭川	5	160万円以下	(規定)	3	3460	7	3	220	6	7	180	4	5.0	120	1.0	3-7	4080	14	3=>7	6250	18.0	3-5-7	1180	1.0	3=>7=>5	15590	57.0			9,(3,6),7,5,2,(4,10),1,8	(3,9,6),7,5,(2,4),10,1,8			3-7	2090.0	9.0
200634083010	ダ	右	1600	曇	重	19:10	アルファルド特別 		2006-8-30	5	旭川	5	800万円以下	(別定)	2	950	6	2	230	6	5	160	1	6.0	170	2.0	2-5	1580	9	2=>5	4510	24.0	2-5-6	2320	10.0	2=>5=>6	18250	77.0	5,(3,7),6,9,1,(4,8),2	5,(7,6),(3,9),(1,4),8,2	5,(7,6),9,3,2,1,8,4	5,6,9,(7,2),3,1,8,4			2-5	2210.0	9.0
200634083101	ダ	右	1000	曇	稍重	14:30	D3　ー4組		2006-8-31	5	旭川	6	40万円以下	(規定)	7	500	3	7	260	5	11	200	2	10.0	320	7.0	7-11	3810	15	7=>11	9660	33.0	7-10-11	18110	57.0	7=>11=>10	143340	364.0			11,(7,12),(3,9),1,10,8,6,4,5,2	(11,7),(3,12),9,1,10,8,4,6,(5,2)			6-8	1370.0	8.0
200634083102	ダ	右	1000	曇	稍重	15:00	2歳　未勝利		2006-8-31	5	旭川	6	(規定)		7	300	1	7	140	1	10	310	6	3.0	260	4.0	7-10	1180	3	7=>10	1900	4.0	3-7-10	8120	26.0	7=>10=>3	26910	83.0			(4,6,7),8,(3,10),11,(1,9,12),5,2	(6,7),4,(3,8),10,(1,11,12),(9,5),2			6-7	600.0	2.0
200634083103	ダ	右	1500	曇	稍重	15:30	2歳　未勝利		2006-8-31	5	旭川	6	(規定)		8	440	2	8	200	4	5	160	1	2.0	280	7.0	5-8	580	1	8=>5	1120	1.0	2-5-8	7090	26.0	8=>5=>2	24570	80.0	(4,8,12),2,11,(3,6,5),(1,7,10)	4,(8,12),2,11,(3,6,5),(1,10),7	(4,8,12),2,(3,6,5),11,(1,7,10)	(2,6,5),(8,12),(4,3),(11,7,10),1			5-6	300.0	1.0
200634083104	ダ	右	1500	曇	稍重	16:00	アタックチャレンジ競		2006-8-31	5	旭川	6	牝(規定)		7	220	1	7	110	2	4	150	3	8.0	100	1.0	4-7	710	2	7=>4	1200	4.0	4-7-8	520	1.0	7=>4=>8	2810	9.0	7,8,1,4,(2,5,6),3	7,8,1,4,(2,5),6,3	(7,8),(1,4),(2,5),(3,6)	(7,8,4),1,(2,5,3,6)					
200634083105	ダ	右	1000	曇	稍重	16:30	アタックチャレンジ競		2006-8-31	5	旭川	6	(規定)		6	330	2	6	150	3	5	260	6	11.0	120	1.0	5-6	1780	8	6=>5	2440	8.0	5-6-11	1190	3.0	6=>5=>11	7790	20.0			6,(1,5,11),9,(3,8,10),2,4	6,(5,11),1,(3,10),(8,9),2,4			5-6	2310.0	10.0
200634083106	ダ	右	1500	曇	稍重	17:00	フレッシュチャレンジ		2006-8-31	5	旭川	6	(規定)		9	420	2	9	220	6	7	210	5	11.0	150	1.0	7-9	2020	8	9=>7	3100	12.0	7-9-11	970	2.0	9=>7=>11	6460	18.0	5,6,(7,4),8,(9,11),10,1	5,6,7,4,8,(9,11),10,1	(5,7),(6,11),8,9,4-10,1	(5,7),11,(8,9),6,4-10,1			6-7	990.0	3.0
200634083107	ダ	右	1000	曇	稍重	17:30	D1　ー3組		2006-8-31	5	旭川	6	80万円以下	(規定)	7	180	1	7	130	1	3	250	5	8.0	260	6.0	3-7	700	2	7=>3	970	2.0	3-7-8	3400	11.0	7=>3=>8	8430	23.0			5,7,(9,11),3,8,(1,4,6),12,10,2	5,(7,9),(3,11),8,1,(4,6),(12,10),2			3-6	850.0	4.0
200634083108	ダ	右	1600	曇	稍重	18:00	シグナス特別 		2006-8-31	5	旭川	6	80万円以下	(規定)	9	220	1	9	130	2	5	130	3	8.0	700	8.0	5-9	370	1	9=>5	810	2.0	5-8-9	2820	10.0	9=>5=>8	7980	18.0	5,14,(9,11),2,1,7,(10,12),3,13,8,(4,6)	5,(14,9),11,2,1,(10,7,12),3,(8,13),(4,6)	5,14,9,11,(2,1),(10,8,12),(7,3),4,(6,13)	5,14,9,11,2,(10,8,1),12,(4,3),(6,7),13			4-6	440.0	1.0
200634083109	ダ	右	1000	曇	稍重	18:30	ウィナーズチャレンジ 		2006-8-31	5	旭川	6	(規定)		9	260	2	9	150	2	13	140	1	8.0	1,130	12.0	9-13	330	1	9=>13	860	1.0	8-9-13	9320	32.0	9=>13=>8	27520	97.0			9,(6,11),(1,13),12,7,2,8,(3,10),5	9,(6,11,13),1,(7,12),(2,8),10,(5,3)			6-8	380.0	1.0
200634083110	ダ	右	1600	曇	稍重	19:10	スターオブコジーン賞 		2006-8-31	5	旭川	6	(別定)		5	140	1	5	120	1	7	310	5				5-7	520	3	5=>7	740	3.0	4-5-7	1230	6.0	5=>7=>4	2960	12.0	5742316	5,7,4,(2,3),1,6	5,7,(4,3),2,(1,6)	5,7,(4,3),2,(1,6)					
200634083111	ダ	右	1600	曇	稍重	19:50	ノースクイーンカップ	G	2006-8-31	5	旭川	6	牝(ハンデ)		10	140	1	10	100	1	7	150	2	3.0	160	3.0	7-10	330	1	10=>7	370	1.0	3-7-10	490	1.0	10=>7=>3	1160	1.0	(2,7),10,(3,4,11),(1,6),(5,12),14,8,13,9	(2,7),10,(3,4,11),1,6,(5,12),14,8,13,9	7,10,(2,3,11),4,1,(5,6),14,12,8,(13,9)	(7,10),3,11,1,(2,4,5,6),14,(8,9,12),13			5-6	280.0	1.0
