	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
200658050410	ダ	右	1700	晴	良	15:35	ノーザンホースパーク 		2006-5-4	1	札幌(地)	2	(別定)		4	260	2	4	100	1	9	120	2	4-9	230	1	4=>9	520	2.0	4-9-11	440	1.0	4=>9=>11	1500	2.0	(2,4),11,(5,9,12,13),(1,3),6,8,(7,10)	2,4,11,13,(5,9,12),(1,3),(6,10),8,7	4,2,(11,3),13,(5,9,12),10,6,1,8,7	4,(9,11,3,10),(13,12),(6,8),(2,5),(7,1)			11.0	190	4.0	4-6	210.0	1.0
200658050411	ダ	右	1000	晴	良	16:15	春霞賞〔H3〕	G	2006-5-4	1	札幌(地)	2	(馬齢)		11	350	2	11	130	2	10	970	12	10-11	13080	26	11=>10	12780	31.0	5-10-11	3750	10.0	11=>10=>5	37780	90.0			10,(3,11),4,(7,5,8),1,(6,9),2,12	10,(3,11),(7,5),4,(1,6,8),2,9,12			5.0	120	1.0	7-8	3180.0	8.0
200658050412	ダ	右	1700	晴	良	16:50	丘珠特別 		2006-5-4	1	札幌(地)	2	80万円以下	(規定)	3	220	1	3	130	1	8	280	6	3-8	770	3	3=>8	1090	3.0	3-5-8	1020	4.0	3=>8=>5	3480	6.0	8,(6,7),(3,4),(1,2,5)	8,(6,7),3,(1,4),2,5	8,(7,3),(6,4),2,(1,5)	8,(6,7,3),(2,4),(1,5)			5.0	220	4.0			
200658051001	ダ	右	1000	晴	良	10:40	3歳　条件		2006-5-10	1	札幌(地)	4	(規定)		3	180	1	3	120	1	2	180	3	2-3	480	3	3=>2	1220	4.0	2-3-6	1090	3.0	3=>2=>6	4420	13.0			(2,3),(1,4),6,5,7	(2,3),(1,4,6,5),7								
200658051002	ダ	右	1000	晴	良	11:10	3歳　条件		2006-5-10	1	札幌(地)	4	(規定)		3	340	3	3	130	2	7	120	1	3-7	290	1	3=>7	820	3.0	1-3-7	480	1.0	3=>7=>1	1680	4.0			(1,3,7),(2,6),5,4	(1,3,7),(5,2,6),4								
200658051003	ダ	右	1600	晴	良	11:40	D3　ー3組		2006-5-10	1	札幌(地)	4	40万円以下	(規定)	3	2210	7	3	640	9	8	130	1	3-8	2590	10	3=>8	10660	38.0	3-8-10	6660	24.0	3=>8=>10	93760	233.0	(3,10),8,9,(2,4,5,7),6,1	3,10,(2,8),(4,9),7,5,6,1	3,10,8,(2,9,7),4,(6,5),1	3,10,8,(2,7),4,9,(6,5),1			10.0	270	5.0	3-7	3150.0	14.0
200658051004	ダ	右	1700	晴	良	12:10	D2　ー3組		2006-5-10	1	札幌(地)	4	60万円以下	(規定)	2	610	4	2	290	4	5	160	2	2-5	780	3	2=>5	2010	8.0	1-2-5	360	1.0	2=>5=>1	3910	12.0	2,(3,4,6),(5,7),1	2,(3,4),6,5,(1,7)	(2,7),3,4,1,(5,6)	(2,7),1,(3,6),(5,4)								
200658051005	ダ	右	1000	曇	良	12:40	D3　ー2組		2006-5-10	1	札幌(地)	4	40万円以下	(規定)	1	540	3	1	160	3	9	280	4	1-9	3440	10	1=>9	4020	11.0	1-2-9	31450	60.0	1=>9=>2	103790	203.0			(8,2,9,5),7,(1,12),4,(3,11),(6,10)	8,(9,2),(1,5,12),4,3,(6,7,11),10			2.0	460	5.0	1-7	2710.0	9.0
200658051006	ダ	右	1000	曇	良	13:15	ルーキーチャレンジ競		2006-5-10	1	札幌(地)	4	(規定)		8	130	1	8	110	1	1	150	3	1-8	520	2	8=>1	680	2.0	1-4-8	1950	6.0	8=>1=>4	4400	14.0			(1,9,8),(3,6),5,(2,4),7	(1,8),9,(3,6),(4,5),2,7			4.0	360	7.0	1-8	510.0	2.0
200658051007	ダ	右	1000	雨	良	13:50	フレッシュチャレンジ		2006-5-10	1	札幌(地)	4	(規定)		6	670	4	6	100	1	9	120	2	6-9	550	1	6=>9	840	1.0	6-8-9	680	2.0	6=>9=>8	2350	4.0			6,9,7,(3,8),5,(1,4),2	6,9,(3,7,8),(1,4,5),2			8.0	120	3.0	6-8	270.0	1.0
200658051008	ダ	右	1700	曇	良	14:25	フレッシュチャレンジ		2006-5-10	1	札幌(地)	4	(規定)		2	100	1	2	110	1	5	270	7	2-5	660	4	2=>5	650	4.0	2-5-6	1220	5.0	2=>5=>6	2630	9.0	2,5,(4,10),(6,9),(1,7,11),3,8	2-5,(4,10),9,(6,7),1,(3,11),8	2=(6,5,10),(4,9),(1,3,7),11,8	2=(5,10),(6,7,9),(3,11),(4,1),8			6.0	170	3.0	2-5	570.0	3.0
200658051009	ダ	右	1000	曇	良	15:00	D2　ー3組		2006-5-10	1	札幌(地)	4	60万円以下	(規定)	7	150	1	7	100	1	11	160	4	7-11	690	2	7=>11	870	3.0	6-7-11	490	1.0	7=>11=>6	2360	5.0			7,(10,11),9,1,(4,6),3,(5,8),2,12	7,(10,11),(1,9,6),4,(3,8),5,2,12			6.0	110	2.0	6-8	630.0	2.0
200658051010	ダ	右	1700	曇	良	15:35	D1　ー1組		2006-5-10	1	札幌(地)	4	80万円以下	(規定)	11	120	1	11	100	1	10	130	3	10-11	310	1	11=>10	370	1.0	1-10-11	530	1.0	11=>10=>1	1400	1.0	6,9,(2,4,8),11,5,(1,10),3,7	6,9,(4,8),(2,11),(1,5,10),3,7	6,(2,4,9,11),10,(1,8),5,7,3	6,11,(2,9),(4,10),(1,7),(8,5,3)			1.0	120	2.0	8-8	270.0	1.0
200658051011	ダ	右	1700	曇	良	16:10	アドマイヤコジーン賞 		2006-5-10	1	札幌(地)	4	400万円以下	(規定)	12	540	3	12	190	3	9	130	1	9-12	640	2	12=>9	1900	6.0	9-12-13	2450	9.0	12=>9=>13	15810	45.0	(2,5),6,8,(4,12),(7,10),9,(1,13),11,3	5,2,6,8,(4,12),10,7,9,1,13,11,3	5,6,(2,12),(4,10,8),9,(1,13),7,3,11	12,(6,13),(5,10,9),(4,8,3),2,1,7,11			13.0	200	5.0	6-8	330.0	1.0
200658051012	ダ	右	1000	曇	良	16:45	襟裳岬特別 		2006-5-10	1	札幌(地)	4	80万円以下	(規定)	3	190	1	3	100	1	4	100	2	3-4	520	2	3=>4	630	2.0	1-3-4	2730	8.0	3=>4=>1	6610	15.0			2,(3,8,9,10),11,(1,5,12),7,6,4	2,3,(1,8,9),10,(5,11),12,(6,7),4			1.0	280	6.0	3-4	490.0	2.0
200658051812	ダ	右	1700	晴	良	16:40	新冠ライオンズクラブ 		2006-5-18	2	札幌(地)	3	200万円以下	(規定)	6	160	1	6	110	2	1	140	3	1-6	490	3	6=>1	650	2.0	1-5-6	570	3.0	6=>1=>5	2090	7.0	4,(7,8),3,(2,6),(1,5)	4,7,(2,8),3,6,(1,5)	4,(7,8),(2,6),(3,5),1	4,(7,8),(2,6),(3,5),1			5.0	180	4.0			
200658052412	ダ	右	1700	晴	良	16:40	北海道レーシングセン 		2006-5-24	2	札幌(地)	4	80万円以下	(規定)	10	300	3	10	120	1	5	380	6	5-10	1230	5	10=>5	1780	8.0	5-7-10	1600	3.0	10=>5=>7	9180	25.0	1,2,(6,7),(3,4),8,(9,10,11),5	1,2,(6,7),3,4,8,(9,10,11),5	1,2,7,6,(3,11),(8,10),(9,4),5	(1,2,7),(6,11,10),3,(8,5),9,4			7.0	140	3.0	5-8	900.0	3.0
200658060107	ダ	右	1700	曇	良	14:45	D2　ー2組		2006-6-1	3	札幌(地)	3	60万円以下	(規定)	9	170	1	9	120	1	3	250	6	3-9	1530	6	9=>3	2060	9.0	3-4-9	890	2.0	9=>3=>4	5020	17.0	(8,3,4),(1,9),(2,5,6),7	8,3,4,(1,9),5,(2,6),7	(8,3),4,(1,9),2,(5,6),7	(3,4),9,(8,2,1),6,5,7			4.0	140	2.0	3-8	1340.0	5.0
200658060108	ダ	右	1700	曇	良	15:20	うらかわ優駿ビレッジ 		2006-6-1	3	札幌(地)	3	100万円以下	(規定)	3	190	1	3	120	2	5	110	1	3-5	340	1	3=>5	1150	4.0	3-5-10	1050	4.0	3=>5=>10	4370	14.0	(2,5,6),(3,7,8,9,10),(1,4)	2,(5,6,7),8,(3,10),9,(1,4)	5,(2,7),(3,8,10),4,9,(6,1)	5,3,(2,7,8,10),4,(1,9)-6			10.0	170	5.0	3-5	330.0	2.0
200658060109	ダ	右	1700	曇	良	16:00	マイネルセレクト賞 		2006-6-1	3	札幌(地)	3	200万円以下	(規定)	4	840	4	4	200	3	10	250	6	4-10	4600	13	4=>10	7620	21.0	4-7-10	2680	6.0	4=>10=>7	37370	96.0	4,(7,10),2,(1,3),8,(5,9),6,12,11	4,7,10,1,2,(5,3,8),9,(12,6),11	(4,7),10,1,8,(5,3,12,2,9),6,11	(4,7),(1,10),(12,8),(3,6),5,9,2,11			7.0	100	1.0	4-7	1610.0	8.0
200658060601	ダ	右	1000	曇	良	10:40	3歳　条件		2006-6-6	3	札幌(地)	4	(規定)		2	270	1	2	100	1	5	120	2	2-5	270	1	2=>5	540	1.0	2-5-9	4470	14.0	2=>5=>9	12750	44.0			(7,8),(6,9),4,5,(2,3,1)	(7,8),(6,9),4,(2,5),1,3			9.0	690	8.0	2-5	370.0	1.0
200658060602	ダ	右	1000	曇	良	11:10	3歳　条件		2006-6-6	3	札幌(地)	4	(規定)		4	690	3	4	100	2	5	100	3	4-5	420	2	4=>5	1430	5.0	3-4-5	230	1.0	4=>5=>3	2920	11.0			4,(8,9),(1,5),7,(3,6),2	4,(8,9),(3,1,5),(6,7),2			3.0	100	1.0	4-5	380.0	2.0
200658060603	ダ	右	1700	曇	良	11:45	2歳　未勝利		2006-6-6	3	札幌(地)	4	(規定)		1	750	6	1	700	6	6	380	2	1-6	1880	11	1=>6	2790	14.0	1-2-6	2100	12.0	1=>6=>2	18940	84.0	1,(3,4),(5,7,9),(2,6),8	1,3,4,(5,7),9,6,2,8	1,3,9,(7,4),5,(6,2)-8	1,9,2,3,(7,6),5,(8,4)			2.0	390	3.0	1-6	1740.0	10.0
200658060604	ダ	右	1000	曇	良	12:20	ルーキーチャレンジ競		2006-6-6	3	札幌(地)	4	(規定)		5	510	2	5	140	3	1	100	1	1-5	260	1	5=>1	570	3.0	1-3-5	320	2.0	5=>1=>3	1640	5.0			(1,3),5,9,2,6,8,7,10,4	(1,3),(2,5),9,(6,8,10),7,4			3.0	150	4.0	1-5	250.0	1.0
200658060605	ダ	右	1000	曇	良	12:55	D3　ー3組		2006-6-6	3	札幌(地)	4	40万円以下	(規定)	1	840	5	1	430	5	10	460	6	1-10	7200	32	1=>10	8390	49.0	1-10-11	9260	28.0	1=>10=>11	67440	236.0			(8,12),(1,2,11),(3,10),(6,7,4),9	(8,12),11,(1,2),10,6,(7,3),4,9			11.0	380	4.0	1-7	10010.0	20.0
200658060606	ダ	右	1000	曇	良	13:30	D3　ー1組		2006-6-6	3	札幌(地)	4	40万円以下	(規定)	8	270	1	8	120	1	6	220	4	6-8	1990	6	8=>6	3390	13.0	6-8-10	3160	12.0	8=>6=>10	16150	44.0			(1,4),8,(6,10),7,9,(2,3),11,5,12	(1,4),(6,8,10),7,(3,9),11,2,5,12			10.0	120	2.0	5-6	2060.0	8.0
200658060607	ダ	右	1700	曇	良	14:05	ひばりが丘特別 		2006-6-6	3	札幌(地)	4	80万円以下	(規定)	3	150	1	3	100	1	7	150	4	3-7	750	2	3=>7	880	3.0	1-3-7	310	1.0	3=>7=>1	1530	4.0	(3,7),(5,8),1,(2,4,6)	(3,7),8,5,(1,4),6,2	(3,7),(5,8,1),(2,4,6)	(3,7),(5,1),(2,8,6),4			1.0	110	2.0			
200658060608	ダ	右	1700	曇	良	14:40	D2　ー1組		2006-6-6	3	札幌(地)	4	60万円以下	(規定)	3	120	1	3	100	1	5	130	2	3-5	280	1	3=>5	390	1.0	3-5-7	5300	15.0	3=>5=>7	12400	29.0	3,(1,8),(2,5),4,(6,7),9	3,8,(1,2,5),7,4,9,6	(3,5),(8,7),(2,4),(1,9),6	3,5,7,(2,4),8,(1,9),6			7.0	410	8.0	3-5	290.0	1.0
200658060609	ダ	右	1000	曇	良	15:15	D2　ー1組		2006-6-6	3	札幌(地)	4	60万円以下	(規定)	1	300	1	1	120	1	5	250	5	1-5	770	2	1=>5	1090	2.0	1-5-10	1130	1.0	1=>5=>10	2920	1.0			(1,3,4,5),9,(2,10),7,11,6,8	1,(3,5),(4,9),(2,7),10,11,(6,8)			10.0	140	3.0	1-5	780.0	4.0
200658060610	ダ	右	1700	曇	良	15:55	北斗盃〔H1〕	G	2006-6-6	3	札幌(地)	4	(馬齢)		4	470	3	4	160	2	5	200	4	4-5	1680	6	4=>5	3080	12.0	1-4-5	8910	26.0	4=>5=>1	52880	114.0	2,3,4,5,(6,7,8,10,11),(1,9)	2,3,4,(6,5,10,11),(1,7,8),9	(2,3,4),5,(1,6,10,11),(8,9),7	(3,4),5,(2,1,6),(8,9),(10,11),7			1.0	470	6.0	4-5	2040.0	6.0
200658060611	ダ	右	1700	曇	良	16:30	福住特別 		2006-6-6	3	札幌(地)	4	200万円以下	(規定)	5	280	1	5	150	2	2	190	6	2-5	1910	10	5=>2	2170	9.0	2-5-6	1470	4.0	5=>2=>6	10510	34.0	1,6,(4,5,8,9,11),(2,10),3,7,12	1,6,4,5,(8,11),10,(2,9),3,7,12	1,6,5,8,(4,10),2,(3,9),(11,7)-12	(1,6),5,(10,8),2,4,(3,7),9,11,12			6.0	120	1.0	2-5	800.0	4.0
200658061403	ダ	右	1000	晴	良	12:00	2歳　未勝利		2006-6-14	4	札幌(地)	2	(規定)		2	190	1	2	120	2	7	110	1	2-7	270	1	2=>7	540	1.0	2-6-7	540	2.0	2=>7=>6	1910	4.0			(2,6),(3,7),(1,4,9),8,5	(2,6,7),3,(1,4,9),(8,5)			6.0	140	4.0	2-7	290.0	1.0
200658061404	ダ	右	1600	晴	良	12:35	3歳　条件		2006-6-14	4	札幌(地)	2	(規定)		4	580	3	4	130	3	8	190	4	4-8	1520	5	4=>8	3350	11.0	4-8-9	2500	9.0	4=>8=>9	12440	30.0	(4,8,9),5,(2,10),3,(1,6,7)	4,8,9,(2,5),10,3,6,1,7	(4,8,9,7),10,5,(2,6),(1,3)	(4,8,9),(5,10,7),1,(2,6),3			9.0	120	1.0	4-7	870.0	5.0
200658061405	ダ	右	1700	晴	良	13:10	ルーキーチャレンジ競		2006-6-14	4	札幌(地)	2	(規定)		9	340	2	9	140	2	8	630	7	8-9	3490	9	9=>8	3090	11.0	6-8-9	13180	28.0	9=>8=>6	43470	108.0	(2,7,8),9,(3,6),10,(5,4,11),1	(7,8),(2,9),6,3,(4,10),5,11,1	8,(7,2,9),6,(4,10),3,11,5,1	8,(6,7,9),(2,4),10,11,(3,5)-1			6.0	310	4.0	7-7	2130.0	6.0
200658061406	ダ	右	1700	晴	良	13:45	フレッシュチャレンジ		2006-6-14	4	札幌(地)	2	(規定)		8	350	3	8	140	1	7	140	2	7-8	470	2	8=>7	750	1.0	4-7-8	1430	9.0	8=>7=>4	5930	31.0	(8,5,6),(4,7)	(8,5,6,7),4	(8,5),(4,7),6	8,(4,5),7-6								
200658061407	ダ	右	1000	晴	良	14:20	フレッシュチャレンジ		2006-6-14	4	札幌(地)	2	(規定)		9	310	2	9	120	1	8	170	3	8-9	1000	5	9=>8	1720	6.0	8-9-10	1690	5.0	9=>8=>10	7740	17.0			(4,9),(5,10),(2,8),7,3,1,11,6	9,(4,10),5,8,2,(3,7)-1,11,6			10.0	190	4.0	7-7	1000.0	5.0
200658061408	ダ	右	1700	晴	良	14:55	D2　ー1組		2006-6-14	4	札幌(地)	2	60万円以下	(規定)	8	2180	6	8	550	7	5	240	4	5-8	12590	18	8=>5	31330	38.0	3-5-8	6320	16.0	8=>5=>3	106090	150.0	8,1,2,(4,5),(6,7),3	8,1,2,5,(4,7),(6,3)	8,(2,3),(5,7),4,6,1	8,2,(5,3),(4,6,7),1			3.0	100	1.0			
200658061409	ダ	右	1000	晴	良	15:30	3歳　条件		2006-6-14	4	札幌(地)	2	100万円以下	(規定)	10	320	1	10	130	1	7	170	4	7-10	430	1	10=>7	910	2.0	6-7-10	2180	7.0	10=>7=>6	6220	14.0			(6,7,10),(1,3,4),(2,8),5,12,9,11	(6,7,10),1,(3,4),(2,8),(5,9),12,11			6.0	410	6.0	6-7	400.0	1.0
200658061410	ダ	右	1700	晴	良	16:05	日本軽種馬協会特別 		2006-6-14	4	札幌(地)	2	130万円以下	(規定)	9	160	1	9	150	1	10	230	4	9-10	660	1	9=>10	800	1.0	9-10-11	10460	38.0	9=>10=>11	25080	70.0	(2,9),(5,6),(1,10),(3,4,12),8,7,11	(2,9,6),(5,10),(1,3,4,12),8,7,11	(9,6),(2,5),10,(3,12),4,1,7,8,11	(9,6,5),10,(2,3,4,11),12,(8,7),1			11.0	1,450	12.0	6-7	470.0	2.0
200658061411	ダ	右	1700	晴	良	16:40	JA富川ルシナ特別 		2006-6-14	4	札幌(地)	2	100万円以下	(規定)	14	150	1	14	110	2	12	140	3	12-14	430	2	14=>12	520	2.0	2-12-14	1670	5.0	14=>12=>2	3620	7.0	12,3,7,(1,8),(6,10),(4,14),(9,13),(2,5,11)	12,(3,6),7,(1,8,10),14,(4,9),(2,13),(5,11)	12,(7,10,14),(6,8,13),(2,9),3,5,4,(1,11)	12,14,(7,10),2,(8,13),(6,9),3,(4,5),11,1			2.0	100	1.0	7-8	360.0	2.0
200658062709	ダ	右	1700	雨	重	15:30	アポイ山荘特別 		2006-6-27	5	札幌(地)	1	100万円以下	(規定)	7	330	2	7	120	1	8	130	2	7-8	440	1	7=>8	600	1.0	7-8-9	860	2.0	7=>8=>9	2290	1.0	7,(1,9),(2,12,14),(4,6),(5,11,8),(3,10,13)	(7,9,12),(1,2,14),(4,6),8,11,5,10,(3,13)	7,9,(2,12),(14,8),(1,4),(6,10),11,(3,13),5	7,9,2,(12,8),4,(1,10,14),3,(6,11),(5,13)			9.0	210	4.0	5-5	590.0	3.0
200658062710	ダ	右	1700	雨	重	16:05	エアエミネム賞 		2006-6-27	5	札幌(地)	1	130万円以下	(規定)	8	510	2	8	120	2	6	170	4	6-8	2370	9	8=>6	3170	11.0	6-7-8	840	2.0	8=>6=>7	7650	22.0	7,8,(1,10),11,(3,5),6,4,9	7,8,10,(1,11),(3,5),6,4,9	(7,8),10,(1,11),5,(3,6),4,9	(7,8),6,(10,11),(1,5),3,4,9			7.0	120	1.0	6-7	300.0	1.0
200658062711	ダ	右	1700	雨	重	16:40	様似町長杯様似アポイ 		2006-6-27	5	札幌(地)	1	100万円以下	(規定)	2	280	2	2	180	5	13	110	1	2-13	860	4	2=>13	1370	5.0	2-5-13	1280	4.0	2=>13=>5	5510	13.0	(1,4,8,13),(2,7),(3,5,9),(6,12),11,10	(1,4,8),(2,7,13),5,(3,9),(6,11,12),10	(1,4),(13,5),(2,8,7),(6,9),3,12,11,10	13,(1,2,5),4,(6,7,9),3,(11,8,12),10			5.0	150	3.0	2-8	660.0	3.0
200658101907	ダ	右	1000	曇	良	13:30	京極町名水の里賞		2006-10-19	6	札幌(地)	3	60万円以下	(規定)	8	930	6	8	490	7	2	180	2	2-8	1980	12	8=>2	4560	24.0	2-8-11	3450	15.0	8=>2=>11	19830	72.0			2,3,8,10,(9,11),5,1,6,4,7	2,8,3,10,(9,11),(1,5),(4,6),7			11.0	290	5.0	2-7	660.0	1.0
200658101908	ダ	右	1700	曇	良	14:05	喜茂別町アスパラの里		2006-10-19	6	札幌(地)	3	60万円以下	(規定)	3	220	1	3	130	1	2	390	7	2-3	1370	5	3=>2	1900	6.0	2-3-11	2590	10.0	3=>2=>11	11410	36.0	(1,4,10),11,6,7,9,3,2,8,5	4,(1,10),(7,11),6,9,3,2,8,5	4,10,(11,3),6,2,(1,9,7,8),5	(4,10),3,(11,2),6,(7,9,8),5,1			11.0	210	5.0	2-3	1320.0	5.0
200658101909	ダ	右	1700	曇	良	14:40	日高管内商工会青年部 		2006-10-19	6	札幌(地)	3	100万円以下	(規定)	8	4790	8	8	790	10	3	130	1	3-8	4820	19	8=>3	15800	48.0	3-8-11	14440	43.0	8=>3=>11	140150	342.0	(6,10),(1,2,4),9,12,3,(5,11),8,7	(6,10),2,1,4,9,12,(5,3),11,7,8	6,10,(12,1,9),2,(4,3),5,(11,7),8	6,(2,10,1,9,3),12,8,4,(5,7),11			11.0	290	5.0	3-6	1770.0	7.0
200658101910	ダ	右	1700	曇	良	15:15	レギュラーメンバー賞 		2006-10-19	6	札幌(地)	3	160万円以下	(規定)	7	420	2	7	150	2	3	580	8	3-7	3600	13	7=>3	5240	19.0	2-3-7	5560	19.0	7=>3=>2	34380	105.0	11,(4,5),3,(1,8),9,2,(12,13),10,(6,7)	(11,4),5-3,1,8,(12,9,2,10),7,13,6	4,(11,5),(3,1),8,7,(2,10),12,9,6,13	(4,5),(11,3,1),(8,7),2,(12,10),6,9,13			2.0	290	5.0	3-5	3100.0	13.0
200658110710	ダ	右	1000	雨	不良	15:30	サンライズペガサス賞 		2006-11-7	7	札幌(地)	4	100万円以下	(規定)	9	300	1	9	220	4	2	110	1	2-9	460	1	9=>2	1000	1.0	2-9-14	7680	25.0	9=>2=>14	25250	70.0			4,2,1,5,12,(9,8),14,11,(6,7),(3,10)	4,2,1,(9,5),(11,12),(8,14),(6,7),3,10			14.0	610	6.0	2-6	650.0	2.0
200658062112	ダ	右	1700	曇	稍重	16:30	プログレス日高特別 		2006-6-21	4	札幌(地)	5	(別定)		5	180	1	5	130	1	7	160	2	5-7	350	1	5=>7	410	1.0	5-7-11	15510	34.0	5=>7=>11	38480	90.0	3,(4,5),9,2,(7,10),12,(1,6),8,11	3,(2,4),5,9,(7,10),12,1,6,8,11	3,2,4,5,9,7,10,(1,6,12),11,8	(3,2),4,5,(7,9),(1,6,12),(10,11),8			11.0	1,210	10.0	5-6	370.0	1.0
200658101701	ダ	右	1000	雨	稍重	10:30	2歳　未勝利		2006-10-17	6	札幌(地)	1	(規定)		3	250	2	3	110	1	8	1,530	10	3-8	5580	15	3=>8	6220	19.0	3-4-8	9000	27.0	3=>8=>4	41580	90.0			(3,8),(1,10),(4,5),(2,7),6,9	(3,8),1,10,5,4,(2,7),9,6			4.0	180	4.0	3-7	1030.0	5.0
200658101702	ダ	右	1000	雨	稍重	11:00	2歳　未勝利		2006-10-17	6	札幌(地)	1	(規定)		1	180	1	1	100	1	4	230	4	1-4	760	3	1=>4	1070	4.0	1-2-4	720	2.0	1=>4=>2	1730	3.0			(1,4),6,(2,10),9,(5,11),7,8,3	(1,4),(2,6),(10,11),7,9,5,8,3			2.0	110	2.0	1-4	910.0	4.0
200658101703	ダ	右	1700	曇	稍重	11:30	D3　ー3組		2006-10-17	6	札幌(地)	1	40万円以下	(規定)	5	440	3	5	210	5	2	140	1	2-5	1440	7	5=>2	4980	20	1-2-5	4270	17	5=>2=>1	46390	143	2,8,(3,5),9,7,1,(4,6)	2,8,5,3,9,1,7,(4,6)	2,8,(3,5),1,(9,6),7,4	2,(8,5),(3,1),(9,6),7,4			1	180	4	2-5	1520	8
