	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201147051203	ダ	右	1400	雨	不良	11:50	サラ系3歳10組		2011-5-12	3	笠松	3			5.0	220.0	1.0	5.0	170	2.0	1.0	210	4.0	8.0	180	3.0	1-5	1470.0	9.0	5=>1	2160.0	9.0	1-5-8	3140.0	13.0	5=>1=>8	10410.0	33.0		178239465.0	178923546.0	185237964.0			1-5	1190.0	5.0	5=>1	1580.0	6.0									
201147051204	ダ	右	1400	雨	不良	12:20	サラ系3歳9組		2011-5-12	3	笠松	3			4.0	180.0	1.0	4.0	120	1.0	7.0	190	5.0	3.0	140	2.0	4-7	510.0	3.0	4=>7	640.0	2.0	3-4-7	450.0	1.0	4=>7=>3	1910.0	3.0		346157892.0	431675892.0	437156892.0			4-7	450.0	2.0	4=>7	690.0	2.0									
201147051205	ダ	右	1400	雨	不良	12:55	サラ系B6・C3組		2011-5-12	3	笠松	3			5.0	180.0	1.0	5.0	110	2.0	1.0	110	1.0	7.0	210	5.0	1-5	200.0	1.0	5=>1	340.0	1.0	1-5-7	330.0	1.0	5=>1=>7	760.0	1.0		761582439.0	765182439.0	576812439.0			1-5	180.0	1.0	5=>1	440.0	2.0									
201147051206	ダ	右	1400	雨	不良	13:30	サラ系B5組		2011-5-12	3	笠松	3			2.0	150.0	1.0	2.0	100	1.0	10.0	180	4.0	1.0	210	5.0	2-10	520.0	2.0	2=>10	800.0	3.0	1-2-10	970.0	4.0	2=>10=>1	2180.0	7.0		10271485693.0	10241785693.0	10,2,4,1,8,7-5-6,9,3			2-8	510.0	3.0	2=>8	790.0	4.0									
201147051301	ダ	右	1400	晴	重	10:50	サラ系C16組		2011-5-13	3	笠松	4			1.0	410.0	2.0	1.0	120	2.0	9.0	100	1.0	7.0	190	5.0	1-9	140.0	1.0	1=>9	910.0	3.0	1-7-9	530.0	2.0	1=>9=>7	2950.0	9.0		1,9,2,5,3,7,8,6-4	1,9,2,5,8,3,7,6-4	1,9,5,7,2,8,3,6=4			1-8	130.0	1.0	1=>8	610.0	3.0									
201147051302	ダ	右	1400	晴	重	11:15	サラ系C15組		2011-5-13	3	笠松	4			9.0	160.0	1.0	9.0	100	1.0	3.0	110	2.0	2.0	210	5.0	3-9	190.0	1.0	9=>3	370.0	1.0	2-3-9	1170.0	4.0	9=>3=>2	3660.0	11.0		9-3,2,4,7,5,6,1,8	932547168	932574681			3-8	220.0	1.0	8=>3	350.0	1.0									
201147051303	ダ	右	1400	晴	重	11:45	サラ系C11組		2011-5-13	3	笠松	4			2.0	320.0	3.0	2.0	140	2.0	9.0	170	4.0	6.0	1,090	8.0	2-9	940.0	6.0	2=>9	2430.0	11.0	2-6-9	35210.0	33.0	2=>9=>6	95000.0	113.0		954728631.0	975243861.0	972543861.0			2-8	1450.0	6.0	2=>8	2220.0	11.0									
201147051304	ダ	右	1400	晴	重	12:15	サラ系C10組		2011-5-13	3	笠松	4			5.0	200.0	1.0	5.0	110	3.0	6.0	100	2.0	3.0	100	1.0	5-6	790.0	4.0	5=>6	1130.0	5.0	3-5-6	320.0	2.0	5=>6=>3	2340.0	8.0		3,5,8,2,6,4,1,9-7	3,5,8,6,2,4,1,9-7	3,5,8,6,2,4,1,9-7			5-6	780.0	4.0	5=>6	1520.0	8.0									
201147051305	ダ	右	1600	晴	重	12:45	山盛遥花ちゃん一歳記		2011-5-13	3	笠松	4			9.0	100.0	1.0	9.0	100	1.0	5.0	140	4.0	1.0	130	3.0	5-9	630.0	3.0	9=>5	710.0	3.0	1-5-9	540.0	2.0	9=>5=>1	1920.0	4.0		698453712.0	695783142.0	965731842.0			5-8	440.0	2.0	8=>5	890.0	4.0									
201147051306	ダ	右	1400	晴	稍重	13:15	サラ系C9組		2011-5-13	3	笠松	4			1.0	200.0	1.0	1.0	100	1.0	4.0	140	4.0	2.0	120	2.0	1-4	440.0	3.0	1=>4	610.0	3.0	1-2-4	470.0	1.0	1=>4=>2	1460.0	5.0		24713895106.0	24173958610.0	24713958610.0			1-4	510.0	3.0	1=>4	620.0	3.0									
201147051307	ダ	右	1600	晴	稍重	13:45	サラ系C13組特選		2011-5-13	3	笠松	4			4.0	930.0	4.0	4.0	240	4.0	1.0	110	1.0	6.0	380	7.0	1-4	490.0	2.0	4=>1	2850.0	9.0	1-4-6	960.0	4.0	4=>1=>6	4380.0	14.0		461753928.0	461359728.0	461395728.0			1-4	510.0	2.0	4=>1	3280.0	10.0									
201147051308	ダ	右	1400	晴	稍重	14:15	サラ系C8組		2011-5-13	3	笠松	4			8.0	110.0	1.0	8.0	100	1.0	1.0	140	3.0	10.0	220	4.0	1-8	560.0	2.0	8=>1	830.0	4.0	1-8-10	1420.0	5.0	8=>1=>10	3170.0	10.0		11038296475	11082936754	8,1,9,2,10,3,6,7,5-4			1-7	810.0	2.0	7=>1	790.0	3.0									
201147051309	ダ	右	1400	晴	稍重	14:50	屋形船特別 		2011-5-13	3	笠松	4			1.0	510.0	4.0	1.0	150	4.0	6.0	120	2.0	9.0	100	1.0	1-6	710.0	3.0	1=>6	1880.0	8.0	1-6-9	540.0	2.0	1=>6=>9	5160.0	17.0		162958734.0	169258374.0	169253847.0			1-6	720.0	3.0	1=>6	2820.0	12.0									
201147051310	ダ	右	1600	晴	稍重	15:25	かがり火特別 		2011-5-13	3	笠松	4			7.0	120.0	1.0	7.0	110	1.0	3.0	400	6.0	5.0	180	3.0	3-7	2210.0	7.0	7=>3	3200.0	11.0	3-5-7	2010.0	7.0	7=>3=>5	9820.0	32.0		13786510942.0	31754891062.0	37514891062.0			3-7	1470.0	5.0	7=>3	1390.0	7.0									
201147051311	ダ	右	1400	晴	稍重	16:00	東海クラウン 		2011-5-13	3	笠松	4			6.0	110.0	1.0	6.0	110	1.0	4.0	230	4.0	3.0	210	3.0	4-6	550.0	3.0	6=>4	600.0	3.0	3-4-6	760.0	3.0	6=>4=>3	2470.0	9.0		369452718	634957218	6,3,4,9,5,7,2,1-8			4-6	670.0	3.0	6=>4	830.0	4.0									
201147052301	ダ	右	1400	曇	良	10:50	サラ系3歳6組		2011-5-23	4	笠松	1			9.0	560.0	4.0	9.0	150	3.0	10.0	420	7.0	1.0	120	1.0	9-10	13400.0	19.0	9=>10	42100.0	41.0	1-9-10	9760.0	19.0	9=>10=>1	183340.0	181.0		13109546827.0	13105984627.0	19103854627.0			8-8	12770.0	18.0	8=>8	20230.0	27.0									
201147052302	ダ	右	1400	曇	良	11:20	サラ系3歳5組		2011-5-23	4	笠松	1			2.0	550.0	2.0	2.0	100	2.0	9.0	100	1.0	4.0	100	3.0	2-9	350.0	1.0	2=>9	1350.0	5.0	2-4-9	420.0	2.0	2=>9=>4	3020.0	9.0		24839651071.0	24983561071.0	24985361071.0			2-8	370.0	1.0	2=>8	790.0	4.0									
201147052303	ダ	右	1400	曇	良	11:50	サラ系3歳4組		2011-5-23	4	笠松	1			2.0	100.0	1.0	2.0	110	1.0	5.0	570	7.0	4.0	820	8.0	2-5	820.0	5.0	2=>5	820.0	5.0	2-4-5	4490.0	20.0	2=>5=>4	9460.0	34.0		25478961103.0	25487961310.0	25487691310.0			2-5	800.0	5.0	2=>5	520.0	1.0									
201147052304	ダ	右	1400	曇	良	12:20	サラ系C23組		2011-5-23	4	笠松	1			8.0	220.0	2.0	8.0	140	3.0	2.0	100	1.0	7.0	160	5.0	2-8	240.0	1.0	8=>2	690.0	2.0	2-7-8	790.0	3.0	8=>2=>7	3310.0	12.0		89721103456.0	89271310645.0	82793110645.0			2-7	260.0	1.0	7=>2	860.0	5.0									
201147052305	ダ	右	800	雨	良	12:55	サラ系C22組		2011-5-23	4	笠松	1			2.0	830.0	4.0	2.0	150	4.0	4.0	120	1.0	1.0	130	3.0	2-4	1110.0	6.0	2=>4	3030.0	13.0	1-2-4	1000.0	4.0	2=>4=>1	11860.0	53.0				249615837.0			2-4	980.0	5.0	2=>4	2410.0	13.0									
201147052306	ダ	右	1400	雨	良	13:30	サラ系C21組		2011-5-23	4	笠松	1			3.0	570.0	3.0	3.0	130	3.0	9.0	100	1.0	8.0	120	2.0	3-9	530.0	2.0	3=>9	3550.0	12.0	3-8-9	780.0	3.0	3=>9=>8	9790.0	34.0		871926534.0	837916524.0	389167254.0			3-8	720.0	4.0	3=>8	3010.0	12.0									
201147052307	ダ	右	1400	雨	稍重	14:05	サラ系C20組		2011-5-23	4	笠松	1			1.0	230.0	1.0	1.0	120	3.0	4.0	110	1.0	9.0	640	7.0	1-4	160.0	1.0	1=>4	440.0	2.0	1-4-9	3230.0	8.0	1=>4=>9	13760.0	33.0		87241569.0	87412956.0	14782956.0			1-4	220.0	1.0	1=>4	560.0	2.0									
201147052308	ダ	右	1400	雨	稍重	14:40	サラ系C19組牝馬		2011-5-23	4	笠松	1	牝		2.0	130.0	1.0	2.0	100	1.0	3.0	120	2.0	1.0	130	3.0	2-3	180.0	1.0	2=>3	240.0	1.0	1-2-3	160.0	1.0	2=>3=>1	350.0	1.0		235149768.0	231549768.0	231549768.0			2-3	180.0	1.0	2=>3	210.0	1.0									
201147052501	ダ	右	1400	晴	良	10:50	サラ系3歳3組		2011-5-25	4	笠松	2			4.0	740.0	4.0	4.0	180	4.0	5.0	120	1.0	6.0	190	5.0	4-5	1050.0	5.0	4=>5	3850.0	13.0	4-5-6	910.0	3.0	4=>5=>6	12480.0	44.0		1,10,4,2,5,9,6,3-8,7	1,4,2,5,10,9,6,3=7,8	1,4,2,5,10,9,6,3-8,7			4-5	1200.0	5.0	4=>5	3360.0	13.0									
201147052502	ダ	右	1400	晴	良	11:20	サラ系C18組牝馬		2011-5-25	4	笠松	2	牝		7.0	100.0	1.0	7.0	100	1.0	2.0	130	3.0	8.0	160	4.0	2-7	280.0	1.0	7=>2	300.0	1.0	2-7-8	420.0	2.0	7=>2=>8	720.0	1.0		2,6,7,8,1,4,9-3,5	2,6,8,7,9,1,4-3,5	2,6,8,7,9,1,4-3,5			2-7	330.0	2.0	7=>2	340.0	1.0									
201147052503	ダ	右	1400	晴	良	11:55	サラ系C17組		2011-5-25	4	笠松	2			8.0	890.0	3.0	8.0	110	3.0	6.0	100	2.0	5.0	100	1.0	6-8	570.0	3.0	8=>6	1450.0	6.0	5-6-8	140.0	1.0	8=>6=>5	1950.0	7.0		835692471	8,5,6,3,9,4,2,7-1	8,5,6-9,3,4,2,7-1			6-8	490.0	3.0	8=>6	1330.0	6.0									
201147052504	ダ	右	1400	晴	良	12:30	サラ系C16組		2011-5-25	4	笠松	2			5.0	540.0	2.0	5.0	110	3.0	1.0	100	1.0	8.0	110	2.0	1-5	170.0	1.0	5=>1	610.0	3.0	1-5-8	410.0	2.0	5=>1=>8	2120.0	8.0		578142639.0	571846239.0	518742693.0			1-5	190.0	1.0	5=>1	760.0	3.0									
201147052505	ダ	右	1400	晴	良	13:05	サラ系C15組		2011-5-25	4	笠松	2			1.0	180.0	1.0	1.0	100	2.0	3.0	100	1.0	2.0	120	3.0	1-3	220.0	1.0	1=>3	400.0	1.0	1-2-3	480.0	3.0	1=>3=>2	1460.0	3.0		1,2,4,3,7,6,9,5-8	1,2,3,4,7,6,9,5-8	1,2,3,7,4,6,9,5-8			1-3	230.0	1.0	1=>3	460.0	1.0									
201147052506	ダ	右	1400	晴	良	13:40	サラ系B6組		2011-5-25	4	笠松	2			6.0	1010.0	4.0	6.0	200	4.0	8.0	420	6.0	9.0	130	2.0	6-8	6480.0	15.0	6=>8	8460.0	25.0	6-8-9	2990.0	11.0	6=>8=>9	59160.0	116.0		67291841053	7,6,2,1,9,8,4=5,10,3	7,6,2,9,1,8,4=5,10,3			6-7	1140.0	6.0	6=>7	2060.0	9.0									
201147052507	ダ	右	1600	晴	良	14:15	サラ系B5組		2011-5-25	4	笠松	2			2.0	640.0	3.0	2.0	200	5.0	3.0	110	1.0	4.0	150	3.0	2-3	710.0	3.0	2=>3	1920.0	8.0	2-3-4	660.0	2.0	2=>3=>4	4060.0	11.0		8,10,4,2,3,5,1,7,6-9	8,10,4,2,3,1,7,5-6,9	8,10,4,3,2,1,7,5-6,9			2-3	710.0	4.0	2=>3	2230.0	9.0									
201147052508	ダ	右	1400	晴	良	14:50	揖斐川賞		2011-5-25	4	笠松	2	(別定)		9.0	150.0	1.0	9.0	110	1.0	6.0	170	4.0	2.0	120	2.0	6-9	550.0	3.0	9=>6	750.0	3.0	2-6-9	520.0	2.0	9=>6=>2	2260.0	6.0		69421510738	69241537108	6,9,1,2,4-5,7,10,3,8			6-8	530.0	3.0	8=>6	960.0	3.0									
201147052601	ダ	右	1400	曇	良	10:50	サラ系3歳9組		2011-5-26	4	笠松	3			4.0	120.0	1.0	4.0	110	1.0	6.0	120	2.0	8.0	650	7.0	4-6	220.0	1.0	4=>6	250.0	1.0	4-6-8	1170.0	5.0	4=>6=>8	2590.0	8.0		37812645109.0	37846251109.0	43876251109.0			4-6	180.0	1.0	4=>6	360.0	1.0									
201147052602	ダ	右	1400	曇	良	11:20	サラ系3歳8組		2011-5-26	4	笠松	3			4.0	370.0	3.0	4.0	210	5.0	1.0	210	4.0	8.0	130	2.0	1-4	1910.0	6.0	4=>1	2920.0	9.0	1-4-8	1860.0	9.0	4=>1=>8	11870.0	39.0		491378265.0	491872365.0	417892365.0			1-4	2040.0	5.0	4=>1	3500.0	10.0									
201147052701	ダ	右	1400	雨	稍重	10:50	サラ系3歳11組		2011-5-27	4	笠松	4			1.0	120.0	1.0	1.0	110	1.0	7.0	140	3.0	6.0	340	5.0	1-7	230.0	1.0	1=>7	350.0	1.0	1-6-7	1250.0	5.0	1=>7=>6	2950.0	9.0		10,6,7,5,3,1,9,4-2-8	10,6,7,1,5,4,3,9=2-8	6,7,10,1,5,4,3,9-2,8			1-7	200.0	1.0	1=>7	360.0	1.0									
201147052702	ダ	右	1400	曇	稍重	11:15	サラ系3歳10組		2011-5-27	4	笠松	4			3.0	7490.0	7.0	3.0	2,000	7.0	2.0	130	1.0	5.0	170	3.0	2-3	3660.0	10.0	3=>2	9390.0	28.0	2-3-5	5970.0	18.0	3=>2=>5	90970.0	150.0		3572468109.0	3572648109.0	3572648109.0			2-3	3590.0	10.0	3=>2	5170.0	12.0									
201147052703	ダ	右	1400	曇	稍重	11:45	サラ系C14組		2011-5-27	4	笠松	4			6.0	410.0	3.0	6.0	100	1.0	10.0	100	2.0	9.0	110	3.0	6-10	290.0	2.0	6=>10	520.0	3.0	6-9-10	140.0	1.0	6=>10=>9	950.0	6.0		61089154273.0	61089512473.0	61098512347.0			6-8	170.0	1.0	6=>8	370.0	3.0									
201147052704	ダ	右	1400	曇	稍重	12:15	サラ系C10組		2011-5-27	4	笠松	4			5.0	290.0	2.0	5.0	110	2.0	8.0	150	4.0	7.0	110	1.0	5-8	590.0	2.0	5=>8	1180.0	4.0	5-7-8	450.0	1.0	5=>8=>7	2740.0	8.0		5,4,3,7,2,8-1,6,9	5,4,7,3,2,8-1,6,9	5,7,4,3,8,2-1,6,9			5-8	810.0	4.0	5=>8	770.0	3.0									
201147052705	ダ	右	1400	曇	稍重	12:45	サラ系C9組		2011-5-27	4	笠松	4			8.0	270.0	2.0	8.0	100	2.0	7.0	120	3.0	2.0	100	1.0	7-8	540.0	2.0	8=>7	970.0	3.0	2-7-8	200.0	1.0	8=>7=>2	1350.0	3.0		876429351.0	827649315.0	827694315.0			7-8	550.0	2.0	8=>7	730.0	4.0									
201147052706	ダ	右	1400	曇	良	13:15	サラ系C8組		2011-5-27	4	笠松	4			1.0	150.0	1.0	1.0	140	1.0	5.0	960	6.0	9.0	1,480	7.0	1-5	9950.0	17.0	1=>5	17100.0	25.0	1-5-9	86480.0	52.0	1=>5=>9	458060.0	227.0		14791058263	1,4,7,9,5-2,8,10,6,3	1,4,9,5,7-8,2,3,10,6			1-5	6610.0	10.0	1=>5	15600.0	19.0									
201147052707	ダ	右	1600	曇	良	13:45	サラ系C7組		2011-5-27	4	笠松	4			6.0	1020.0	5.0	6.0	240	5.0	2.0	870	7.0	3.0	190	4.0	2-6	21330.0	30.0	6=>2	15240.0	30.0	2-3-6	41160.0	64.0	6=>2=>3	716200.0	460.0		67293851410.0	67928315410.0	67293815410.0			2-6	17310.0	22.0	6=>2	27180.0	39.0									
201147052708	ダ	右	1400	曇	良	14:15	サラ系C12組特選		2011-5-27	4	笠松	4			7.0	150.0	1.0	7.0	100	1.0	10.0	480	7.0	9.0	120	2.0	7-10	3630.0	10.0	7=>10	2270.0	7.0	7-9-10	3150.0	10.0	7=>10=>9	16060.0	31.0		10987243561	10,9,7,8,2,4-5,3,1,6	10,9,7,8,2,4-5,1,3,6			7-8	210.0	1.0	7=>8	220.0	1.0									
201147052709	ダ	右	1600	曇	良	14:50	馬瀬川特別 		2011-5-27	4	笠松	4			1.0	260.0	1.0	1.0	100	1.0	7.0	110	2.0	5.0	200	6.0	1-7	380.0	1.0	1=>7	710.0	2.0	1-5-7	950.0	2.0	1=>7=>5	2830.0	5.0		135678942	157382964	1,7,5,3,8,9,2,4-6			1-7	360.0	1.0	1=>7	770.0	1.0									
201147052710	ダ	右	1600	曇	良	15:25	長良川特別 		2011-5-27	4	笠松	4			10.0	390.0	3.0	10.0	130	2.0	3.0	130	3.0	1.0	110	1.0	3-10	830.0	5.0	10=>3	1790.0	9.0	1-3-10	600.0	2.0	10=>3=>1	3970.0	11.0		1,5,3,8,6,4,10,7-9,2	1,5,8,3,7,10,6,4=9,2	1,3,10,7,5,6,8-9,2			3-8	790.0	4.0	8=>3	1500.0	9.0									
201147061301	ダ	右	1400	晴	不良	10:50	サラ系3歳6組		2011-6-13	5	笠松	1			2.0	220.0	1.0	2.0	120	1.0	8.0	290	5.0	9.0	390	6.0	2-8	780.0	3.0	2=>8	830.0	4.0	2-8-9	2360.0	8.0	2=>8=>9	5200.0	15.0		81526397410.0	85123967410.0	82513976410.0			2-7	770.0	3.0	2=>7	680.0	2.0									
201147061302	ダ	右	1400	晴	不良	11:20	りいしゃちゃんお誕生		2011-6-13	5	笠松	1			7.0	11550.0	10.0	7.0	990	10.0	10.0	110	1.0	2.0	130	2.0	7-10	5510.0	11.0	7=>10	30610.0	35.0	2-7-10	7940.0	18.0	7=>10=>2	154200.0	172.0		71096524183.0	71056923418.0	71056231489.0			7-8	1800.0	8.0	7=>8	24250.0	27.0									
201147061303	ダ	右	1400	晴	不良	11:55	サラ系3歳4組		2011-6-13	5	笠松	1			10.0	1170.0	4.0	10.0	110	2.0	6.0	100	1.0	8.0	260	6.0	6-10	390.0	2.0	10=>6	1830.0	7.0	6-8-10	820.0	4.0	10=>6=>8	11230.0	31.0		10631895472	10,6,1,3,8-9,5,4,7,2	10,6,1,3,8-9,5,4,7,2			6-8	420.0	3.0	8=>6	3520.0	10.0									
201147061304	ダ	右	1400	晴	不良	12:30	サラ系C21組牝馬		2011-6-13	5	笠松	1	牝		4.0	130.0	1.0	4.0	100	1.0	2.0	170	5.0	5.0	100	2.0	2-4	460.0	3.0	4=>2	500.0	3.0	2-4-5	240.0	1.0	4=>2=>5	560.0	1.0		342518769	4,3,2,5-1,8,7-9,6	4,2,3,5-1,8,7,9-6			2-4	530.0	3.0	4=>2	570.0	3.0									
201147061305	ダ	右	800	晴	不良	13:05	サラ系C19組		2011-6-13	5	笠松	1			8.0	2420.0	5.0	8.0	140	3.0	3.0	100	1.0	4.0	120	2.0	3-8	660.0	4.0	8=>3	2720.0	9.0	3-4-8	510.0	1.0	8=>3=>4	16120.0	42.0				348976251.0			3-8	420.0	4.0	8=>3	2750.0	9.0									
201147061306	ダ	右	1400	晴	不良	13:40	サラ系C20組		2011-6-13	5	笠松	1			8.0	190.0	1.0	8.0	100	1.0	6.0	100	2.0	2.0	120	3.0	6-8	270.0	1.0	8=>6	570.0	1.0	2-6-8	350.0	1.0	8=>6=>2	1100.0	1.0		682743915.0	682734195.0	682473915.0			6-8	240.0	1.0	8=>6	480.0	1.0									
201147061307	ダ	右	1400	晴	不良	14:15	サラ系C18組		2011-6-13	5	笠松	1			1.0	190.0	1.0	1.0	120	2.0	2.0	150	4.0	9.0	100	1.0	1-2	600.0	3.0	1=>2	930.0	3.0	1-2-9	390.0	1.0	1=>2=>9	2050.0	6.0		619287534.0	169287534.0	169287534.0			1-2	580.0	3.0	1=>2	850.0	4.0									
201147061308	ダ	右	1400	晴	重	14:50	サラ系C17組		2011-6-13	5	笠松	1			5.0	260.0	1.0	5.0	140	2.0	7.0	140	2.0	2.0	160	4.0	5-7	240.0	1.0	5=>7	520.0	1.0	2-5-7	370.0	2.0	5=>7=>2	1360.0	4.0		4,5,7,1,9,2,3,6-8	5,7,4,2,9,1,3,6-8	752491638			5-7	300.0	1.0	5=>7	430.0	1.0									
201147061309	ダ	右	1400	晴	重	15:25	サラ系C16組		2011-6-13	5	笠松	1			5.0	130.0	1.0	5.0	100	1.0	8.0	130	2.0	2.0	160	3.0	5-8	120.0	1.0	5=>8	150.0	1.0	2-5-8	370.0	1.0	5=>8=>2	680.0	2.0		18752649	1,8,7,5,2,6,4-9	1,8,5,7,2,6,4-9			5-8	120.0	1.0	5=>8	150.0	1.0									
201147061501	ダ	右	1400	晴	良	10:50	サラ系3歳3組		2011-6-15	5	笠松	2			4.0	110.0	1.0	4.0	100	1.0	1.0	270	5.0	3.0	130	3.0	1-4	2360.0	4.0	4=>1	2640.0	7.0	1-3-4	1210.0	4.0	4=>1=>3	8010.0	18.0		4,6,3,1,2,5,8-7	4,6,3,2,1,8,5-7	46318257																	
201147061502	ダ	右	1400	晴	良	11:20	サラ系C8組		2011-6-15	5	笠松	2			4.0	110.0	1.0	4.0	100	1.0	6.0	430	6.0	3.0	280	5.0	4-6	1090.0	5.0	4=>6	1630.0	5.0	3-4-6	1780.0	8.0	4=>6=>3	7500.0	23.0		674512389.0	674513298.0	647153298.0			4-6	880.0	5.0	4=>6	1470.0	5.0									
201147061503	ダ	右	1400	晴	良	11:55	サラ系C7組		2011-6-15	5	笠松	2			2.0	110.0	1.0	2.0	100	1.0	9.0	340	6.0	6.0	130	3.0	2-9	1780.0	5.0	2=>9	1640.0	6.0	2-6-9	1220.0	4.0	2=>9=>6	5560.0	18.0		2,6,9,4,3,5,1,7=8	2,6,3,9,4,1,5,7=8	2,6,3,9,1,4,5,7=8			2-8	1390.0	5.0	2=>8	1420.0	6.0									
201147061504	ダ	右	1400	晴	良	12:30	サラ系C6組		2011-6-15	5	笠松	2			6.0	200.0	2.0	6.0	120	2.0	2.0	110	1.0	1.0	180	5.0	2-6	160.0	1.0	6=>2	260.0	1.0	1-2-6	510.0	3.0	6=>2=>1	1030.0	1.0		691523784.0	692135874.0	692138574.0			2-6	140.0	1.0	6=>2	240.0	1.0									
201147061505	ダ	右	1400	晴	良	13:05	サラ系C5組		2011-6-15	5	笠松	2			4.0	120.0	1.0	4.0	120	2.0	5.0	180	3.0	2.0	220	4.0	4-5	400.0	2.0	4=>5	490.0	2.0	2-4-5	1000.0	3.0	4=>5=>2	2070.0	6.0		4,5,3,9,1,8,2,7-6	4,5,9,3,1,2,7,8-6	4,5,9,3,1,2,7,8-6			4-5	470.0	2.0	4=>5	450.0	2.0									
201147061506	ダ	右	1600	晴	良	13:40	サラ系C4組		2011-6-15	5	笠松	2			9.0	260.0	2.0	9.0	100	2.0	4.0	100	3.0	6.0	100	1.0	4-9	140.0	1.0	9=>4	430.0	2.0	4-6-9	190.0	1.0	9=>4=>6	1110.0	4.0		9,4,1,7,6,8,5,3-2,10	9,4,6,7,1,5,8,3-10,2	9,4,6,7,1,5,3,8-10,2			4-8	130.0	1.0	8=>4	450.0	2.0									
201147061508	ダ	右	1400	晴	良	14:50	あやめ賞		2011-6-15	5	笠松	2	(別定)		3.0	130.0	1.0	3.0	100	1.0	5.0	120	3.0	7.0	100	2.0	3-5	830.0	3.0	3=>5	670.0	2.0	3-5-7	290.0	1.0	3=>5=>7	1250.0	3.0		3572946810.0	3572498106.0	3572846910.0			3-5	720.0	2.0	3=>5	810.0	3.0									
201147061601	ダ	右	1400	晴	良	10:50	サラ系3歳9組		2011-6-16	5	笠松	3			10.0	450.0	2.0	10.0	100	1.0	8.0	110	2.0	6.0	110	3.0	8-10	810.0	3.0	10=>8	2080.0	7.0	6-8-10	730.0	3.0	10=>8=>6	5570.0	20.0		89651073241.0	86951073241.0	86105973421.0			7-8	610.0	3.0	8=>7	1340.0	7.0									
201147061602	ダ	右	1400	曇	良	11:20	サラ系3歳8組		2011-6-16	5	笠松	3			6.0	100.0	1.0	6.0	140	2.0	1.0	430	6.0	8.0	220	4.0	1-6	540.0	3.0	6=>1	480.0	3.0	1-6-8	520.0	1.0	6=>1=>8	1400.0	3.0		361827594.0	361829574.0	368129547.0			1-6	490.0	2.0	6=>1	540.0	2.0									
201147061603	ダ	右	1400	曇	良	11:50	比翼恋理のだーりん発		2011-6-16	5	笠松	3			10.0	170.0	1.0	10.0	100	2.0	8.0	100	3.0	4.0	100	1.0	8-10	120.0	1.0	10=>8	220.0	2.0	4-8-10	190.0	1.0	10=>8=>4	390.0	1.0		6109845173.0	6109485173.0	1064895173.0			7-8	110.0	1.0	8=>7	190.0	1.0									
201147061604	ダ	右	1400	曇	良	12:20	サラ系B7組		2011-6-16	5	笠松	3			6.0	700.0	4.0	6.0	130	3.0	4.0	100	1.0	5.0	110	2.0	4-6	570.0	2.0	6=>4	1560.0	9.0	4-5-6	540.0	2.0	6=>4=>5	3690.0	15.0		67514893	6,5,1,7,4-8,9,3	65147893			4-6	650.0	3.0	6=>4	1750.0	10.0									
201147061605	ダ	右	1600	曇	良	12:55	サラ系C3組		2011-6-16	5	笠松	3			2.0	190.0	1.0	2.0	100	1.0	6.0	100	2.0	3.0	120	3.0	2-6	320.0	2.0	2=>6	340.0	1.0	2-3-6	200.0	1.0	2=>6=>3	660.0	1.0		2,3,6,7,8,1,4-9,5	2,3,6-1,7,8,4-9,5	2,6,3-1,7,8,4-9,5			2-6	320.0	2.0	2=>6	530.0	1.0									
201147061606	ダ	右	1400	曇	良	13:30	サラ系B6組		2011-6-16	5	笠松	3			10.0	630.0	2.0	10.0	180	3.0	1.0	100	1.0	5.0	420	6.0	1-10	510.0	2.0	10=>1	1250.0	6.0	1-5-10	3990.0	11.0	10=>1=>5	21730.0	56.0		11097285463.0	11097258463.0	11079258463.0			1-8	280.0	2.0	8=>1	1020.0	5.0									
201147061701	ダ	右	1400	曇	不良	10:50	サラ系3歳12組		2011-6-17	5	笠松	4			7.0	1010.0	4.0	7.0	670	6.0	6.0	200	4.0	2.0	130	1.0	6-7	5370.0	11.0	7=>6	20370.0	29.0	2-6-7	1470.0	6.0	7=>6=>2	29580.0	63.0		6,7,9,2,4,10,8,5,1-3	6,2,7,10,4,8,9,1,5-3	6,2,7,10,4,8,1,5,9-3			6-7	4310.0	9.0	7=>6	12300.0	22.0									
