	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
201047110803	ダ	右	1400	曇	良	12:20	サラ系C30組		2010-11-8	13	笠松	1			9	110	1	9	100	1	6	140	3	8.0	250	6.0	6-9	300	2	9=>6	440	2.0	6-8-9	980	5.0	9=>6=>8	1390	6.0		49761832.0	94761823.0	94768123.0			6-8	330.0	2.0	8=>6	450.0	2.0
201047110804	ダ	右	1400	曇	良	12:55	サラ系C29組		2010-11-8	13	笠松	1			7	1020	4	7	130	3	8	100	1	6.0	100	2.0	7-8	1470	6	7=>8	3530	14.0	6-7-8	660	3.0	7=>8=>6	10130	31.0		876419523.0	876419523.0	876195423.0			7-8	850.0	2.0	7=>8	1990.0	10.0
201047110805	ダ	右	800	曇	良	13:30	高森紀夫杯		2010-11-8	13	笠松	1			5	250	1	5	170	3	8	200	4	6.0	220	5.0	5-8	480	2	5=>8	890	2.0	5-6-8	1030	5.0	5=>8=>6	4030	13.0				589634172.0			5-8	220.0	1.0	5=>8	450.0	2.0
201047110806	ダ	右	1400	曇	良	14:05	サラ系C28組		2010-11-8	13	笠松	1			6	570	3	6	200	4	2	140	2	9.0	170	3.0	2-6	1160	6	6=>2	2540	12.0	2-6-9	1650	8.0	6=>2=>9	14770	54.0		589264371.0	589263417.0	592638471.0			2-6	1060.0	5.0	6=>2	2150.0	9.0
201047110807	ダ	右	1400	曇	良	14:40	サラ系C27組		2010-11-8	13	笠松	1			4	210	2	4	160	3	2	240	4	7.0	150	2.0	2-4	1380	5	4=>2	1910	8.0	2-4-7	6090	18.0	4=>2=>7	18420	49.0		478913256.0	478329516.0	478329516.0			2-4	1330.0	5.0	4=>2	2270.0	12.0
201047110808	ダ	右	1600	曇	良	15:45	サラ系B2組特選		2010-11-8	13	笠松	1			1	390	2	1	150	2	3	100	1				1-3	250	1	1=>3	830	3.0	1-3-7	730	3.0	1=>3=>7	4540	16.0		3271546.0	3752164.0	3175642.0								
201047110809	ダ	右	1800	曇	良	16:20	中山七里特別 		2010-11-8	13	笠松	1			4	650	4	4	110	1	3	910	6	1.0	190	4.0	3-4	10670	17	4=>3	28760	32.0	1-3-4	14510	23.0	4=>3=>1	185130	167.0		62841537.0	62814537.0	68453217.0								
201047110901	ダ	右	1400	晴	良	11:00	サラ系C26組		2010-11-9	13	笠松	2			5	180	1	5	100	1	6	100	2	3.0	130	4.0	5-6	190	1	5=>6	250	1.0	3-5-6	620	2.0	5=>6=>3	1110	4.0		356482179.0	356248179.0	536214879.0			5-6	190.0	1.0	5=>6	210.0	1.0
201047110902	ダ	右	1400	晴	良	11:25	サラ系C25組		2010-11-9	13	笠松	2			2	590	3	2	190	2	4	220	3	1.0	290	6.0	2-4	1030	3	2=>4	1930	8.0	1-2-4	2040	8.0	2=>4=>1	6820	23.0		461279358.0	462179358.0	462719538.0			2-4	1200.0	4.0	2=>4	1060.0	4.0
201047110903	ダ	右	1400	晴	良	11:55	サラ系C24組		2010-11-9	13	笠松	2			4	460	4	4	120	2	8	160	4	9.0	100	1.0	4-8	1160	5	4=>8	2600	11.0	4-8-9	360	1.0	4=>8=>9	6010	26.0		945781326.0	954718236.0	948751236.0			4-8	360.0	3.0	4=>8	870.0	4.0
201047110904	ダ	右	1400	晴	良	12:55	森島貴之騎手初勝利記		2010-11-9	13	笠松	2			3	830	3	3	120	3	4	100	2	5.0	100	1.0	3-4	2160	4	3=>4	4130	8.0	3-4-5	150	1.0	3=>4=>5	4960	13.0		143795862	457319862	4,5,3,7,8,1,6,9=2			3-4	1570.0	4.0	3=>4	4920.0	9.0
201047110905	ダ	右	1400	晴	良	13:30	サラ系C22組牝馬		2010-11-9	13	笠松	2	牝		8	110	1	8	110	1	7	110	2	9.0	180	4.0	7-8	140	1	8=>7	220	1.0	7-8-9	220	1.0	8=>7=>9	350	1.0		897456321.0	897456213.0	897456132.0			7-8	210.0	1.0	8=>7	220.0	2.0
201047110906	ダ	右	1400	晴	良	14:05	サラ系B7組		2010-11-9	13	笠松	2			5	270	2	5	120	2	1	100	1	6.0	120	3.0	1-5	340	1	5=>1	570	1.0	1-5-6	320	1.0	5=>1=>6	1230	1.0		65739141082.0	65317410982.0	65137410892.0			1-5	320.0	1.0	5=>1	600.0	1.0
201047110907	ダ	右	1400	晴	良	14:40	サラ系B6組		2010-11-9	13	笠松	2			6	110	1	6	100	2	1	100	1	7.0	110	3.0	1-6	240	1	6=>1	290	1.0	1-6-7	480	1.0	6=>1=>7	990	1.0		87631945210.0	87631951024.0	76813591024.0			1-6	250.0	1.0	6=>1	310.0	1.0
201047111001	ダ	右	1400	晴	良	11:00	サラ系C21組牝馬		2010-11-10	13	笠松	3	牝		7	320	2	7	110	1	8	110	2	4.0	140	3.0	7-8	170	1	7=>8	350	2.0	4-7-8	230	1.0	7=>8=>4	830	3.0		679243851.0	796428351.0	749823561.0			7-8	140.0	1.0	7=>8	290.0	1.0
201047111002	ダ	右	1400	晴	良	11:30	サラ系C20組		2010-11-10	13	笠松	3			1	120	1	1	100	1	8	100	2	9.0	160	3.0	1-8	150	1	1=>8	230	1.0	1-8-9	200	1.0	1=>8=>9	460	1.0		781963245.0	789126345.0	879134625.0			1-8	140.0	1.0	1=>8	130.0	1.0
201047111003	ダ	右	1400	晴	良	12:05	サラ系C19組		2010-11-10	13	笠松	3			4	390	2	4	110	2	3	100	1	6.0	130	3.0	3-4	150	1	4=>3	450	2.0	3-4-6	150	1.0	4=>3=>6	670	3.0		437129568.0	437126958.0	437612985.0			3-4	130.0	1.0	4=>3	520.0	2.0
201047111004	ダ	右	1400	晴	良	12:40	サラ系C18組		2010-11-10	13	笠松	3			8	6920	6	8	500	6	1	170	2	7.0	450	5.0	1-8	14550	17	8=>1	100560	41.0	1-7-8	26860	32.0	8=>1=>7	322800	184.0		783162954.0	783162945.0	783216954.0			1-8	9130.0	15.0	8=>1	17050.0	24.0
201047111005	ダ	右	1400	曇	良	13:15	サラ系C10組		2010-11-10	13	笠松	3			7	300	1	7	100	2	1	140	4	9.0	100	1.0	1-7	900	4	7=>1	1150	4.0	1-7-9	520	2.0	7=>1=>9	2230	6.0		19347685.0	19376485.0	19736845.0			1-7	860.0	4.0	7=>1	1000.0	4.0
201047111006	ダ	右	1400	曇	良	13:50	サラ系C9組		2010-11-10	13	笠松	3			9	160	1	9	130	2	10	660	7	2.0	840	9.0	9-10	780	3	9=>10	900	3.0	2-9-10	9570	25.0	9=>10=>2	11720	38.0		91062458137.0	91026584137.0	91025684137.0			8-8	810.0	4.0	8=>8	800.0	3.0
201047111007	ダ	右	1600	曇	良	14:25	サラ系C7組		2010-11-10	13	笠松	3			4	120	1	4	100	1	2	110	2	3.0	200	5.0	2-4	250	1	4=>2	310	1.0	2-3-4	740	3.0	4=>2=>3	1570	4.0		3452861079.0	3426851079.0	3426108579.0			2-4	230.0	1.0	4=>2	310.0	1.0
201047111008	ダ	右	1400	曇	良	15:00	サラ系C8組		2010-11-10	13	笠松	3			9	190	1	9	110	2	2	110	1	1.0	460	7.0	2-9	150	1	9=>2	340	2.0	1-2-9	1640	4.0	9=>2=>1	3270	11.0		94162103587.0	94612103587.0	96142310857.0			2-8	160.0	1.0	8=>2	460.0	2.0
201047111101	ダ	右	1400	晴	良	11:00	サラ系2歳4組		2010-11-11	13	笠松	4			4	310	2	4	110	1	2	110	2	7.0	140	3.0	2-4	470	1	4=>2	940	2.0	2-4-7	770	2.0	4=>2=>7	1850	1.0		796245813	796248513	7,6,9,2,4,5,8,1=3			2-4	340.0	1.0	4=>2	1230.0	4.0
201047111102	ダ	右	1400	晴	良	11:30	サラ系2歳3組		2010-11-11	13	笠松	4			3	130	1	3	100	2	2	100	1	7.0	120	3.0	2-3	270	1	3=>2	270	1.0	2-3-7	280	1.0	3=>2=>7	740	1.0		124356798.0	123456798.0	231475689.0			2-3	250.0	1.0	3=>2	290.0	1.0
201047111103	ダ	右	1400	晴	良	12:05	サラ系C17組		2010-11-11	13	笠松	4			2	150	1	2	100	1	4	130	3	1.0	160	4.0	2-4	230	1	2=>4	300	2.0	1-2-4	890	3.0	2=>4=>1	1470	4.0		246193857.0	241638597.0	241638579.0			2-4	280.0	2.0	2=>4	310.0	2.0
201047111104	ダ	右	1400	晴	良	12:40	サラ系C13・16組		2010-11-11	13	笠松	4			1	300	2	1	110	1	6	120	2	7.0	760	9.0	1-6	210	1	1=>6	430	2.0	1-6-7	3720	10.0	1=>6=>7	10710	31.0		192763458.0	196723548.0	169732548.0			1-6	220.0	1.0	1=>6	490.0	2.0
201047111105	ダ	右	1400	晴	良	13:15	サラ系C12組		2010-11-11	13	笠松	4			1	110	1	1	100	1	5	100	2	9.0	290	6.0	1-5	110	1	1=>5	130	1.0	1-5-9	560	3.0	1=>5=>9	630	2.0		153946827.0	153948627.0	159438672.0			1-5	110.0	1.0	1=>5	130.0	1.0
201047111106	ダ	右	1400	晴	良	13:50	楽天杯		2010-11-11	13	笠松	4			4	210	1	4	120	2	7	270	6	6.0	120	1.0	4-7	1990	9	4=>7	2850	12.0	4-6-7	740	4.0	4=>7=>6	6080	21.0		7104261359.0	7104623159.0	7463102159.0			4-7	2200.0	8.0	4=>7	2470.0	10.0
201047111107	ダ	右	1600	晴	良	14:25	サラ系C11組		2010-11-11	13	笠松	4			9	130	1	9	100	1	10	110	2	1.0	150	4.0	9-10	250	1	9=>10	240	1.0	1-9-10	590	2.0	9=>10=>1	960	3.0		91081345762.0	91081647532.0	91081674532.0			8-8	220.0	2.0	8=>8	260.0	2.0
201047111108	ダ	右	1400	晴	良	15:00	JRA認定未勝利馬リ		2010-11-11	13	笠松	4			7	610	2	7	140	2	4	100	1	10.0	150	3.0	4-7	430	1	7=>4	1070	3.0	4-7-10	880	2.0	7=>4=>10	4560	12.0		79101483652.0	79101483652.0	79104138652.0			4-7	300.0	1.0	7=>4	1390.0	4.0
201047111109	ダ	右	1600	晴	良	15:35	サラ系C15組特選		2010-11-11	13	笠松	4			4	190	1	4	110	1	2	290	6	5.0	240	5.0	2-4	490	2	4=>2	680	2.0	2-4-5	1700	6.0	4=>2=>5	3150	11.0		2438961057.0	2489351067.0	4285910367.0			2-4	440.0	2.0	4=>2	820.0	3.0
201047111110	ダ	右	1400	晴	良	16:20	養老特別 		2010-11-11	13	笠松	4			7	350	3	7	110	3	9	100	2	6.0	100	1.0	7-9	620	3	7=>9	2030	9.0	6-7-9	430	1.0	7=>9=>6	3640	12.0		79312105684.0	79315261084.0	79325618104.0			7-8	590.0	3.0	7=>8	1340.0	6.0
201047111201	ダ	右	800	曇	良	11:00	サラ系2歳6組		2010-11-12	13	笠松	5			6	2010	4	6	400	5	1	160	3	5.0	190	4.0	1-6	1830	5	6=>1	8060	18.0	1-5-6	7740	14.0	6=>1=>5	68200	103.0				649517823.0			1-6	2260.0	6.0	6=>1	10170.0	18.0
201047111202	ダ	右	1400	曇	良	11:30	サラ系2歳5組牝馬		2010-11-12	13	笠松	5	牝		2	300	2	2	100	1	1	110	2	4.0	130	3.0	1-2	300	1	2=>1	1110	4.0	1-2-4	490	1.0	2=>1=>4	2010	2.0		246195837.0	246159387.0	241563897.0			1-2	360.0	1.0	2=>1	1060.0	3.0
201047111203	ダ	右	1400	曇	良	12:00	サラ系C6組		2010-11-12	13	笠松	5			5	110	1	5	100	1	6	100	2	2.0	170	4.0	5-6	110	1	5=>6	150	1.0	2-5-6	310	2.0	5=>6=>2	450	2.0		5276834	5672384	5,6,7,2,3,8=4								
201047111204	ダ	右	1400	曇	良	12:30	サラ系C6組		2010-11-12	13	笠松	5			9	120	1	9	100	1	3	150	3	6.0	170	4.0	3-9	180	1	9=>3	280	2.0	3-6-9	550	2.0	9=>3=>6	880	3.0		691753284.0	691753284.0	693172485.0			3-8	230.0	1.0	8=>3	400.0	2.0
201047111205	ダ	右	1400	曇	良	13:00	サラ系C5組		2010-11-12	13	笠松	5			7	110	1	7	100	1	3	100	3	2.0	100	2.0	3-7	190	1	7=>3	210	1.0	2-3-7	250	1.0	7=>3=>2	400	1.0		789342561.0	789342561.0	732845961.0			3-7	190.0	1.0	7=>3	200.0	1.0
201047111206	ダ	右	1400	曇	良	13:30	サラ系C4組		2010-11-12	13	笠松	5			1	590	4	1	130	3	2	180	4	5.0	130	2.0	1-2	680	4	1=>2	2310	13.0	1-2-5	1030	4.0	1=>2=>5	6850	28.0		169352487	129356487	1,2,5,3,9,4,8,7=6			1-2	890.0	5.0	1=>2	2220.0	12.0
201047111207	ダ	右	1400	曇	良	14:00	サラ系B8・C3組		2010-11-12	13	笠松	5			9	110	1	9	100	1	1	100	2	6.0	110	3.0	1-9	140	1	9=>1	180	1.0	1-6-9	270	1.0	9=>1=>6	360	1.0		926184753.0	926184753.0	916248753.0			1-8	140.0	1.0	8=>1	200.0	1.0
201047111208	ダ	右	1600	晴	良	14:30	サラ系C2組特選		2010-11-12	13	笠松	5			3	210	1	3	100	2	6	210	6	5.0	100	1.0	3-6	1870	6	3=>6	2140	5.0	3-5-6	760	3.0	3=>6=>5	7730	21.0		632174589.0	631257489.0	635127849.0			3-6	2350.0	9.0	3=>6	2520.0	7.0
201047112201	ダ	右	1400	雨	重	11:00	サラ系C32組		2010-11-22	14	笠松	1			4	100	1	4	100	2	9	100	1	3.0	100	3.0	4-9	180	1	4=>9	240	1.0	3-4-9	240	1.0	4=>9=>3	410	1.0		436195278.0	431965278.0	439156287.0			4-8	180.0	1.0	4=>8	210.0	1.0
201047112202	ダ	右	1400	雨	重	11:30	サラ系C31組		2010-11-22	14	笠松	1			8	200	1	8	100	1	3	170	4	7.0	140	3.0	3-8	850	4	8=>3	1320	5.0	3-7-8	840	3.0	8=>3=>7	3390	13.0		386745291.0	387645219.0	384765291.0			3-8	1140.0	4.0	8=>3	1420.0	6.0
201047112203	ダ	右	1400	雨	重	12:00	サラ系C30組		2010-11-22	14	笠松	1			5	420	3	5	240	5	2	210	4	1.0	820	7.0	2-5	2290	9	5=>2	3340	16.0	1-2-5	8890	26.0	5=>2=>1	30100	83.0		524917863.0	529147683.0	512746398.0			2-5	2400.0	10.0	5=>2	3220.0	17.0
201047112204	ダ	右	1400	雨	不良	12:30	サラ系C28組		2010-11-22	14	笠松	1			4	510	3	4	100	1	9	100	2	8.0	150	4.0	4-9	230	1	4=>9	1720	6.0	4-8-9	430	1.0	4=>9=>8	5230	19.0		894275613.0	894276513.0	894267513.0			4-8	190.0	1.0	4=>8	950.0	4.0
201047112205	ダ	右	800	雨	不良	13:00	サラ系C29組		2010-11-22	14	笠松	1			3	550	3	3	120	1	4	120	3	1.0	140	4.0	3-4	530	3	3=>4	1700	9.0	1-3-4	1080	4.0	3=>4=>1	5680	22.0				352419687.0			3-4	910.0	4.0	3=>4	1670.0	9.0
201047112206	ダ	右	1400	雨	不良	13:35	サラ系C27組		2010-11-22	14	笠松	1			2	360	2	2	110	2	4	100	1	7.0	120	3.0	2-4	370	1	2=>4	820	3.0	2-4-7	530	2.0	2=>4=>7	1660	3.0		78263451.0	27846315.0	27845136.0								
201047112207	ダ	右	1400	雨	不良	14:10	潤&もえ結婚記念11		2010-11-22	14	笠松	1			8	180	1	8	120	1	2	120	2	1.0	220	5.0	2-8	240	1	8=>2	460	1.0	1-2-8	1080	4.0	8=>2=>1	1820	5.0		928415736.0	928415736.0	289145763.0			2-8	170.0	1.0	8=>2	210.0	1.0
201047112208	ダ	右	1400	雨	不良	14:45	サラ系C25組牝馬		2010-11-22	14	笠松	1	牝		8	340	2	8	100	1	3	100	3	1.0	100	2.0	3-8	650	3	8=>3	960	5.0	1-3-8	270	1.0	8=>3=>1	2280	6.0		815369427.0	813564927.0	813524697.0			3-8	490.0	3.0	8=>3	1300.0	7.0
201047112209	ダ	右	1600	雨	不良	15:45	れんこん料理		2010-11-22	14	笠松	1			3	120	1	3	120	1	4	140	4	6.0	120	2.0	3-4	310	1	3=>4	380	1.0	3-4-6	500	2.0	3=>4=>6	1240	4.0		87103451629.0	87341561029.0	34765812109.0			3-4	200.0	1.0	3=>4	440.0	1.0
201047112210	ダ	右	1600	雨	不良	16:20	磨墨特別 		2010-11-22	14	笠松	1			5	2370	6	5	250	5	6	100	1	10.0	200	4.0	5-6	3460	10	5=>6	6870	21.0	5-6-10	2730	9.0	5=>6=>10	24260	75.0		51018634972.0	51081639472.0	51086193472.0			5-6	3470.0	10.0	5=>6	4860.0	20.0
201047112301	ダ	右	1400	晴	不良	11:00	サラ系2歳6組牝馬		2010-11-23	14	笠松	2	牝		7	140	1	7	110	1	3	110	2	1.0	140	3.0	3-7	260	1	7=>3	500	1.0	1-3-7	630	2.0	7=>3=>1	1960	3.0		571684932.0	571683492.0	571364892.0			3-7	290.0	1.0	7=>3	620.0	2.0
201047112302	ダ	右	1400	晴	重	11:30	洋正・仁美綿婚式記念		2010-11-23	14	笠松	2			3	630	4	3	300	5	8	240	3	6.0	260	4.0	3-8	3160	11	3=>8	7030	21.0	3-6-8	2740	10.0	3=>8=>6	18720	60.0		382647519.0	386724159.0	386742159.0			3-8	2090.0	9.0	3=>8	3390.0	18.0
201047112303	ダ	右	1400	晴	重	12:00	星井美希生誕杯あふぅ		2010-11-23	14	笠松	2			1	820	3	1	130	2	2	150	4	7.0	100	1.0	1-2	1660	6	1=>2	1930	11.0	1-2-7	400	1.0	1=>2=>7	4240	17.0		172359846.0	172359864.0	172359684.0			1-2	1390.0	6.0	1=>2	2180.0	10.0
201047112304	ダ	右	1400	晴	重	12:30	サラ系C24組牝馬		2010-11-23	14	笠松	2	牝		3	180	1	3	130	2	7	110	1	6.0	160	5.0	3-7	300	1	3=>7	590	2.0	3-6-7	260	1.0	3=>7=>6	840	1.0		371695824.0	376915284.0	376591824.0			3-7	300.0	1.0	3=>7	480.0	1.0
201047112401	ダ	右	1400	晴	稍重	11:00	サラ系C19組		2010-11-24	14	笠松	3			7	110	1	7	100	1	1	480	7	5.0	420	5.0	1-7	2780	5	7=>1	2300	6.0	1-5-7	15250	17.0	7=>1=>5	22960	30.0		763951824.0	763958124.0	763598124.0			1-7	1700.0	4.0	7=>1	1390.0	5.0
201047112402	ダ	右	1400	晴	稍重	11:25	サラ系C18組		2010-11-24	14	笠松	3			1	140	1	1	100	1	5	180	3	8.0	230	4.0	1-5	340	2	1=>5	420	1.0	1-5-8	560	3.0	1=>5=>8	1030	3.0		158296437.0	158924637.0	158942637.0			1-5	300.0	2.0	1=>5	450.0	2.0
201047112403	ダ	右	1400	晴	良	11:55	サラ系C17組		2010-11-24	14	笠松	3			1	100	1	1	100	1	3	100	2	7.0	110	3.0	1-3	360	2	1=>3	380	2.0	1-3-7	140	1.0	1=>3=>7	420	2.0		175329468.0	173592846.0	173592864.0			1-3	450.0	2.0	1=>3	340.0	2.0
201047112404	ダ	右	1400	晴	良	12:25	サラ系C16組		2010-11-24	14	笠松	3			2	130	1	2	120	1	8	120	2	5.0	180	4.0	2-8	330	2	2=>8	480	2.0	2-5-8	1460	4.0	2=>8=>5	2370	7.0		827519643.0	827591634.0	825971634.0			2-8	370.0	2.0	2=>8	300.0	2.0
201047112405	ダ	右	1400	晴	良	12:55	サラ系C12・15組		2010-11-24	14	笠松	3			8	130	1	8	110	2	1	110	1	2.0	210	5.0	1-8	240	1	8=>1	360	1.0	1-2-8	200	1.0	8=>1=>2	730	2.0		281769354.0	281769354.0	821763954.0			1-8	290.0	1.0	8=>1	320.0	1.0
201047112406	ダ	右	1600	晴	良	13:25	サラ系C11組		2010-11-24	14	笠松	3			3	2930	7	3	300	7	4	110	1	8.0	270	6.0	3-4	600	3	3=>4	3390	9.0	3-4-8	2790	11.0	3=>4=>8	74250	98.0		28914673510.0	29841365710.0	32489165710.0			3-4	530.0	3.0	3=>4	1750.0	7.0
201047112501	ダ	右	1400	晴	良	11:00	サラ系2歳3組		2010-11-25	14	笠松	4			6	330	2	6	130	1	9	290	5	2.0	310	7.0	6-9	1640	5	6=>9	2210	7.0	2-6-9	6560	26.0	6=>9=>2	18480	55.0		796124385.0	796213845.0	796321854.0			6-8	340.0	1.0	6=>8	520.0	1.0
201047112502	ダ	右	1400	晴	良	11:30	サラ系C21組		2010-11-25	14	笠松	4			3	1120	4	3	230	4	5	110	1	6.0	230	3.0	3-5	970	2	3=>5	3730	9.0	3-5-6	3250	6.0	3=>5=>6	17370	37.0		146253978.0	416253789.0	536247189.0			3-5	1240.0	2.0	3=>5	2440.0	9.0
201047112503	ダ	右	1400	晴	良	12:00	サラ系C20組		2010-11-25	14	笠松	4			2	130	1	2	150	4	7	150	3	9.0	250	5.0	2-7	350	2	2=>7	500	2.0	2-7-9	2940	8.0	2=>7=>9	4980	14.0		921584736.0	925784163.0	925748631.0			2-7	350.0	2.0	2=>7	540.0	2.0
201047112504	ダ	右	1400	晴	良	12:30	サラ系C5組		2010-11-25	14	笠松	4			1	160	1	1	110	1	5	340	5	9.0	170	4.0	1-5	2920	7	1=>5	3030	10.0	1-5-9	3470	7.0	1=>5=>9	11940	32.0		382164579.0	312854967.0	135824967.0			1-5	2090.0	5.0	1=>5	3150.0	8.0
201047112505	ダ	右	1400	晴	良	13:05	カズユキ・マコト結婚		2010-11-25	14	笠松	4			7	5980	8	7	600	7	2	110	1	4.0	290	4.0	2-7	2230	6	7=>2	12080	19.0	2-4-7	10090	18.0	7=>2=>4	162800	135.0		756928341	756928341	7,5,6,2,8,3,9,4=1			2-7	3540.0	8.0	7=>2	16190.0	20.0
201047112506	ダ	右	1400	晴	良	13:40	サラ系2歳2組特選		2010-11-25	14	笠松	4			6	1240	5	6	330	5	3	200	2				3-6	1290	5	6=>3	3660	12.0	1-3-6	1640	5.0	6=>3=>1	12670	41.0		4681375.0	6831475.0	6381754.0								
201047112507	ダ	右	1600	晴	良	14:15	サラ系C4組		2010-11-25	14	笠松	4			5	140	1	5	120	1	3	140	2	10.0	360	7.0	3-5	520	2	5=>3	590	1.0	3-5-10	1570	5.0	5=>3=>10	3540	8.0		79618103524.0	76910513824.0	67510391824.0			3-5	380.0	2.0	5=>3	530.0	1.0
201047112508	ダ	右	1600	晴	良	14:50	JAぎふ農業まつり特 		2010-11-25	14	笠松	4			8	670	2	8	120	2	2	120	1	4.0	190	5.0	2-8	260	1	8=>2	1090	5.0	2-4-8	800	3.0	8=>2=>4	7640	28.0		24376158910.0	24387165910.0	24831679510.0			2-7	260.0	1.0	7=>2	1090.0	5.0
201047112509	ダ	右	1600	晴	良	15:25	プリンセス特別	G	2010-11-25	14	笠松	4	牝(別定)		5	150	1	5	100	1	8	150	4	9.0	130	2.0	5-8	420	2	5=>8	770	2.0	5-8-9	360	1.0	5=>8=>9	1480	2.0		57412386910.0	57482396110.0	57842369110.0			5-7	470.0	2.0	5=>7	710.0	2.0
201047112510	ダ	右	1400	晴	良	16:20	ナンバー1賞		2010-11-25	14	笠松	4			5	750	3	5	270	3	4	550	6	2.0	500	5.0	4-5	2700	13	5=>4	4180	15.0	2-4-5	9880	34.0	5=>4=>2	44240	152.0		25611074839.0	25416710983.0	25417109863.0			4-5	2640.0	13.0	5=>4	4540.0	19.0
201047112601	ダ	右	800	晴	良	11:00	サラ系2歳7組		2010-11-26	14	笠松	5			6	1500	7	6	500	7	7	450	6	3.0	340	4.0	6-7	6500	22	6=>7	17310	49.0	3-6-7	23660	53.0	6=>7=>3	172640	315.0				367895421.0			6-7	6130.0	17.0	6=>7	16750.0	41.0
201047112602	ダ	右	1400	晴	良	11:25	サラ系C10組		2010-11-26	14	笠松	5			5	120	1	5	100	1	8	110	2	4.0	120	3.0	5-8	140	1	5=>8	160	1.0	4-5-8	170	1.0	5=>8=>4	290	1.0		58167943.0	58619473.0	58649137.0			5-8	120.0	1.0	5=>8	150.0	1.0
201047112603	ダ	右	1400	晴	良	11:55	サラ系C9組		2010-11-26	14	笠松	5			9	160	1	9	110	2	6	100	1	7.0	380	6.0	6-9	100	1	9=>6	190	1.0	6-7-9	1950	5.0	9=>6=>7	4490	11.0		692738415.0	697238451.0	697238541.0			6-8	120.0	1.0	8=>6	150.0	1.0
201047112604	ダ	右	800	晴	良	12:25	JRA認定新馬チャレ		2010-11-26	14	笠松	5			5	210	1	5	130	2	2	110	1				2-5	390	2	5=>2	830	4.0	2-4-5	2200	6.0	5=>2=>4	7690	28.0				54231.0								
201047112605	ダ	右	800	晴	良	12:55	JRA認定新馬チャレ		2010-11-26	14	笠松	5			4	380	3	4	120	2	6	120	1	9.0	370	6.0	4-6	200	1	4=>6	670	3.0	4-6-9	2350	6.0	4=>6=>9	9290	23.0				439672815.0			4-6	200.0	1.0	4=>6	890.0	4.0
201047112606	ダ	右	1400	晴	良	13:25	サラ系C8組		2010-11-26	14	笠松	5			8	340	2	8	150	2	9	200	4	5.0	380	6.0	8-9	540	1	8=>9	1170	2.0	5-8-9	2310	9.0	8=>9=>5	8380	30.0		4891107356.0	4891107356.0	8941710536.0			7-8	290.0	1.0	7=>8	710.0	2.0
201047112607	ダ	右	1400	晴	良	13:55	阪南カップ		2010-11-26	14	笠松	5			5	250	2	5	200	3	6	140	2	8.0	330	4.0	5-6	490	3	5=>6	700	3.0	5-6-8	980	2.0	5=>6=>8	2860	8.0		45621018793.0	56421087193.0	56248710193.0			5-6	610.0	3.0	5=>6	1060.0	6.0
201047112608	ダ	右	1600	晴	良	14:25	いろり火特別 		2010-11-26	14	笠松	5			9	300	2	9	130	2	3	190	3	5.0	220	5.0	3-9	420	2	9=>3	1410	6.0	3-5-9	4280	12.0	9=>3=>5	14850	37.0		10945876321.0	10945867321.0	94610538721.0			3-8	580.0	3.0	8=>3	990.0	4.0
201047112609	ダ	右	1400	晴	良	15:00	笠松グランプリ	G	2010-11-26	14	笠松	5	(別定)		2	150	1	2	100	1	6	260	5	9.0	570	7.0	2-6	860	3	2=>6	1230	4.0	2-6-9	6420	16.0	2=>6=>9	14550	37.0		63519104872.0	36598101247.0	36592841071.0			2-6	930.0	4.0	2=>6	1210.0	4.0
201047121301	ダ	右	1400	雨	良	11:00	サラ系2歳4組		2010-12-13	15	笠松	1			3	180	1	3	100	2	8	140	3	1.0	100	1.0	3-8	690	2	3=>8	1290	3.0	1-3-8	320	1.0	3=>8=>1	2190	7.0		13845910726.0	13845910726.0	38145926107.0			3-7	730.0	3.0	3=>7	770.0	3.0
201047121302	ダ	右	1400	雨	良	11:25	サラ系2歳3組		2010-12-13	15	笠松	1			2	1060	4	2	250	4	5	180	3	9.0	690	8.0	2-5	1510	6	2=>5	3870	15.0	2-5-9	8770	32.0	2=>5=>9	126810	253.0		897513642.0	897513462.0	987526341.0			2-5	3510.0	9.0	2=>5	4370.0	16.0
201047121303	ダ	右	1400	雨	良	11:55	サラ系C31組		2010-12-13	15	笠松	1			8	190	1	8	100	1	6	510	9	3.0	140	2.0	6-8	10470	17	8=>6	10990	23.0	3-6-8	2520	9.0	8=>6=>3	38270	89.0		78632149.0	78613429.0	86743129.0			6-8	6730.0	13.0	8=>6	5530.0	19.0
