	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201054010203	ダ	右	1400	晴	良	14:00	C2		2010-1-2	15	高知	3	(馬齢)		7	730	5	7.0	370	5.0	1.0	150	2.0	5.0	200	3.0	1-7	1090	5	1-7	730	10	5-7	710	9	1-5	640	8	7=>1	2070	8	1-5-7	1360	4	7=>1=>5	6970	22.0	3,7,(2,5),4,1,6,8	3,7,(2,5),4,1,6,8	37512468	(3,7),5,(2,1),4,(8,6)		
201054010204	ダ	右	1300	晴	良	14:35	D5		2010-1-2	15	高知	3	(馬齢)		2	150	1	2.0	100	1.0	3.0	110	2.0	6.0	190	6.0	2-3	140	1	2-3	100	1	2-6	410	5	3-6	390	4	2=>3	270	1	2-3-6	1210	2	2=>3=>6	1970	5.0	6,7,8,3,(2,5),4,9,1	6,7,8,3,5,(2,4),9,1	6,(3,5),8,7,4,2,9,1	263548971		
201054010205	ダ	右	1300	晴	良	15:10	D4		2010-1-2	15	高知	3	(馬齢)		8	100	1	8.0	100	1.0	5.0	160	3.0	1.0	1,460	8.0	5-8	220	1	5-8	140	1	1-8	840	11	1-5	4,620	22	8=>5	240	1	1-5-8	5320	12	8=>5=>1	5200	11.0	57842136	58742136	(5,8),(4,1),(2,7),6,3	8,5,(4,1),2,6,3,7		
201054010206	ダ	右	1400	晴	良	15:45	D3		2010-1-2	15	高知	3	(馬齢)		3	100	1	3.0	100	1.0	8.0	100	2.0				3-8	120	1	3-8	100	1	1-3	450	8	1-8	450	7	3=>8	160	1	1-3-8	820	4	3=>8=>1	1650	5.0	3781526	3781526	3781256	3,8,7,1,(2,6),5		
201054010207	ダ	右	1300	晴	良	16:25	今年もヨロシク!特別		2010-1-2	15	高知	3	(馬齢)		3	4470	9	3.0	1,230	8.0	2.0	200	4.0	1.0	630	7.0	2-3	11000	24	2-3	2,860	21	1-3	3,720	29	1-2	860	9	3=>2	36510	57	1-2-3	14080	33	3=>2=>1	268580	326.0	267813954	267183495	2,(6,7),(1,8),3,4,9,5	2,(1,7,3),8,5,6,4,9		
201054010208	ダ	右	1400	晴	良	17:00	有盛と夢見る仲間特別		2010-1-2	15	高知	3	(馬齢)		6	330	2	6.0	100	1.0	3.0	140	3.0	5.0	100	2.0	3-6	600	2	3-6	180	2	5-6	140	1	3-5	190	3	6=>3	1100	3	3-5-6	310	1	6=>3=>5	2020	5.0	6,5,(2,7),(4,3),1,8	6,(2,5),1,7,4,3,8	65231478	63521487		
201054010209	ダ	右	1600	晴	良	17:35	eConomy2特別 		2010-1-2	15	高知	3	(馬齢)		1	720	3	1.0	110	2.0	7.0	100	1.0	9.0	110	3.0	1-7	370	2	1-7	170	2	1-9	270	4	7-9	110	1	1=>7	1470	5	1-7-9	240	1	1=>7=>9	2350	6.0	192483756	1,9,2,4,8,(3,7),(5,6)	192473865	192748563		
201054010210	ダ	右	1600	晴	良	18:10	お年玉特別 		2010-1-2	15	高知	3	(馬齢)		5	200	1	5.0	120	1.0	7.0	240	6.0	3.0	120	2.0	5-7	1310	5	5-7	310	3	3-5	120	1	3-7	290	2	5=>7	1390	4	3-5-7	620	1	5=>7=>3	4230	10.0	1,(2,5),3,7,(4,11),8,10,6,9	1253741168109	(1,5),2,3,7,4,6,8,11,10,9	5,1,(2,7,3),6,4,8,10,11,9		
201054010901	ダ	右	1300	晴	良	15:35	E9		2010-1-9	15	高知	4	(馬齢)		3	500	2	3.0	710	3.0	1.0	250	2.0				1-3	220	1	1-3	160	1	3-6	820	10	1-6	870	11	3=>1	730	3	1-3-6	2940	7	3=>1=>6	11390	25.0	4715326	(4,7),1,3,2,5,6	7413256	1743625		
201054010902	ダ	右	1300	晴	良	16:05	Eイ		2010-1-9	15	高知	4	(馬齢)		7	560	3	7.0	130	4.0	2.0	110	1.0	8.0	120	3.0	2-7	810	4	2-7	230	3	7-8	240	5	2-8	110	1	7=>2	3090	9	2-7-8	300	2	7=>2=>8	5260	17.0	7,(3,5),8,(1,2),6,4	7,(3,5),8,2,1,4,6	78521364	72856143		
201054010903	ダ	右	1300	晴	良	16:35	Cハ　Dイ		2010-1-9	15	高知	4	(馬齢)		9	7880	5	9.0	260	4.0	6.0	100	1.0	4.0	140	3.0	6-9	1340	4	6-9	690	6	4-9	1,520	9	4-6	290	2	9=>6	5320	12	4-6-9	1860	5	9=>6=>4	36530	55.0	6,9,10,(3,7),12,4,(2,11),(5,8),1	693104712211158	693410121182175	694310112181257		
201054010904	ダ	右	1300	晴	良	17:05	Cロ		2010-1-9	15	高知	4	(馬齢)		9	770	3	9.0	150	3.0	5.0	100	1.0	3.0	110	2.0	5-9	380	2	5-9	180	2	3-9	250	4	3-5	120	1	9=>5	1090	4	3-5-9	340	1	9=>5=>3	2800	7.0	181051229117346	189521210711346	1,8,10,12,5,9,(2,7),11,3,6,4	511089731246112		
201054010905	ダ	右	1300	晴	良	17:35	Cイ		2010-1-9	15	高知	4	(馬齢)		5	140	1	5.0	100	1.0	8.0	170	5.0	2.0	120	2.0	5-8	560	3	5-8	290	3	2-5	160	2	2-8	480	7	5=>8	750	3	2-5-8	520	2	5=>8=>2	1500	5.0	58172943610	51829734610	58129364710	58129634710		
201054010906	ダ	右	1400	晴	良	18:05	優花4歳お誕生日特別		2010-1-9	15	高知	4	(馬齢)		2	140	1	2.0	100	1.0	6.0	110	2.0	10.0	140	4.0	2-6	140	1	2-6	110	1	2-10	330	4	6-10	360	5	2=>6	210	1	2-6-10	350	2	2=>6=>10	870	3.0	67521098431	67251089431	6,(2,7,5),(8,10),9,4,3,1	26510847913		
201054011201	ダ	右	1300	小雨	重	12:30	3歳イ		2010-1-12	15	高知	5	(馬齢)		4	110	1	4.0	100	2.0	8.0	100	1.0	9.0	120	3.0	4-8	170	1	4-8	100	1	4-9	120	2	8-9	170	3	4=>8	190	1	4-8-9	170	1	4=>8=>9	370	1.0	10984167532	10894167523	10849167523	48910761532		
201054011701	ダ	右	1300	晴	良	15:35	3歳1		2010-1-17	16	高知	2	(馬齢)		4	370	2	4.0	100	2.0	3.0	100	1.0				3-4	100	1	3-4	100	1	4-5	150	3	3-5	110	2	4=>3	380	2	3-4-5	130	1	4=>3=>5	590	2.0	4,5,6,3,(1,2)	453621	453621	4,(5,3),6,2,1		
201054011702	ダ	右	1400	晴	良	16:05	三嶺特別		2010-1-17	16	高知	2	(馬齢)		2	290	2	2.0	110	1.0	11.0	180	3.0	10.0	500	6.0	2-11	400	2	2-11	410	3	2-10	2,290	17	10-11	2,120	15	2=>11	910	3	2-10-11	2900	10	2=>11=>10	7220	18.0	7101112693845	7101112693458	7,10,11,2,9,1,(6,3,4),5,8	1011291637485		
201054013001	ダ	右	1400	晴	重	15:30	寒風山特別		2010-1-30	16	高知	6	(見込)		5	1090	5	5.0	350	6.0	4.0	140	2.0	10.0	280	4.0	4-5	730	2	4-5	440	5	5-10	1,130	13	4-10	500	6	5=>4	2050	7	4-5-10	2760	9	5=>4=>10	21700	66.0	15104397268	1,5,(3,10),4,7,2,9,6,8	1,(3,5),(4,10),7,2,6,9,8	5,(1,4),10,(2,7),6,3,(8,9)		
201054013002	ダ	右	1300	晴	重	16:00	Eホ		2010-1-30	16	高知	6	(見込)		3	130	1	3.0	100	1.0	1.0	100	2.0	6.0	190	5.0	1-3	130	1	1-3	100	1	3-6	130	2	1-6	250	5	3=>1	210	1	1-3-6	280	2	3=>1=>6	570	2.0	82674531	82467153	7,8,3,(1,6),(2,5),4	3,(1,7,5),6,8,2,4		
201054013003	ダ	右	1300	晴	重	16:30	Eニ		2010-1-30	16	高知	6	(見込)		7	710	4	7.0	270	5.0	3.0	100	1.0				3-7	590	3	3-7	210	4	6-7	250	6	3-6	110	1	7=>3	1820	9	3-6-7	270	1	7=>3=>6	2270	9.0	5671342	5,6,(1,7),3,(2,4)	5,6,(1,7),3,2,4	7,(6,3),1,5,4,2		
201054013004	ダ	右	1300	晴	重	17:00	3歳1		2010-1-30	16	高知	6	(見込)		8	110	1	8.0	100	1.0	3.0	110	2.0	4.0	110	3.0	3-8	310	2	3-8	120	2	4-8	100	1	3-4	230	4	8=>3	350	2	3-4-8	210	1	8=>3=>4	720	3.0	74385216	7,4,3,8,5,6,(1,2)	7,4,8,3,5,(2,6),1	8,4,7,3,(5,2),6,1		
201054013005	ダ	右	1300	晴	重	17:30	頑張れ高知騎手特別		2010-1-30	16	高知	6	(見込)		2	370	2	2.0	170	3.0	7.0	1,130	9.0	6.0	600	7.0	2-7	11570	19	2-7	1,810	15	2-6	1,440	14	6-7	4,530	32	2=>7	6960	19	2-6-7	53210	68	2=>7=>6	181250	263.0	716495328	7,1,6,4,(2,9),3,5,8	7,(2,4,1,6),3,5,9,8	(2,7),6,4,3,1,(5,8),9		
201054013006	ダ	右	1300	晴	重	18:00	C5		2010-1-30	16	高知	6	(見込)		7	180	1	7.0	100	1.0	9.0	100	2.0	11.0	110	3.0	7-9	280	2	7-9	100	1	7-11	140	2	9-11	160	3	7=>9	490	1	7-9-11	180	1	7=>9=>11	640	1.0	7,9,11,5,8,3,6,(1,2),10,4	7953111826104	7911531286104	7911521361084		
201054013007	ダ	右	1300	晴	重	18:30	C4		2010-1-30	16	高知	6	(見込)		2	4070	4	2.0	160	3.0	9.0	100	1.0	4.0	540	7.0	2-9	760	3	2-9	380	2	2-4	5,310	18	4-9	2,190	9	2=>9	3510	7	2-4-9	7300	13	2=>9=>4	93120	82.0	3,7,(4,9),5,(1,2,10),8,6	37491521068	3,(4,7),(1,9),(2,5,10),(6,8)	9,4,7,1,(3,8,2),(6,10),5		
201054013008	ダ	右	1400	晴	重	19:05	C3		2010-1-30	16	高知	6	(見込)		6	2220	4	6.0	210	5.0	1.0	100	1.0	2.0	130	2.0	1-6	590	4	1-6	290	4	2-6	1,070	12	1-2	150	1	6=>1	4290	11	1-2-6	1020	6	6=>1=>2	31460	52.0	62101839754	6,2,10,1,8,3,9,(5,7),4	62101839754	61281039547		
201054021409	ダ	右	1300	曇	重	19:45	しっとの炎特別		2010-2-14	17	高知	4	(見込)		6	140	1	6.0	100	1.0	8.0	100	2.0	5.0	100	3.0	6-8	210	1	6-8	100	1	5-6	130	2	5-8	170	4	6=>8	260	2	5-6-8	180	1	6=>8=>5	350	1.0	5,6,8,7,3,(1,4),2	56873142	56873142	6,(5,8),7,3,1,4,2		
201054021410	ダ	右	1400	曇	重	20:20	如月特別 		2010-2-14	17	高知	4	(見込)		9	130	1	9.0	100	1.0	3.0	250	5.0	2.0	1,070	9.0	3-9	490	2	3-9	320	2	2-9	1,870	16	2-3	8,840	28	9=>3	520	2	2-3-9	8120	17	9=>3=>2	17260	39.0	23891107564	2,3,(1,8),9,10,7,5,6,4	23987110564	93271018654		
201054021901	ダ	右	1300	晴	重	15:35	3歳イ		2010-2-19	18	高知	1	(見込)		5	150	1	5.0	120	2.0	1.0	110	1.0				1-5	100	1	1-5	100	1	2-5	100	2	1-2	100	3	5=>1	120	1	1-2-5	110	1	5=>1=>2	190	1.0	152634	152634	1,5,(2,6),4,3	512643		
201054022801	ダ	右	1300	晴	不良	15:35	Eニ		2010-2-28	18	高知	4	(見込)		6	130	1	6.0	100	1.0	3.0	200	5.0	4.0	100	2.0	3-6	470	2	3-6	150	2	4-6	120	1	3-4	250	4	6=>3	450	2	3-4-6	260	1	6=>3=>4	830	2.0	2,7,(3,6),9,1,4	2637194	4,6,2,(3,7),1,9	3,6,4,(1,9),(2,7)		
201054022802	ダ	右	1400	晴	不良	16:05	四国三郎特別		2010-2-28	18	高知	4	(見込)		1	160	1	1.0	130	1.0	10.0	520	7.0	4.0	220	4.0	1-10	2120	6	1-10	860	8	1-4	280	2	4-10	2,110	14	1=>10	2490	8	1-4-10	3000	8	1=>10=>4	12570	32.0	10,4,(1,6,8,9),2,3,7,5	10,4,(1,9),(2,6,8,7),3,5	10,(1,4),9,(2,6,7,8),3,5	11049265873		
201054022803	ダ	右	1300	晴	不良	16:35	Eハ		2010-2-28	18	高知	4	(見込)		2	230	2	2.0	110	1.0	9.0	230	5.0	7.0	120	2.0	2-9	4160	7	2-9	640	6	2-7	110	1	7-9	650	7	2=>9	6970	13	2-7-9	1180	3	2=>9=>7	15440	37.0	6,3,7,8,4,9,(5,2),1	637842951	6,(3,7,8),(4,2),9,(1,5)	7,(6,8,2),(3,4),9,1,5		
201054022804	ダ	右	1300	晴	不良	17:05	3歳1		2010-2-28	18	高知	4	(見込)		8	110	1	8.0	110	1.0	10.0	130	2.0	4.0	200	5.0	8-10	200	1	8-10	110	1	4-8	150	2	4-10	180	3	8=>10	310	1	4-8-10	230	1	8=>10=>4	640	1.0	17810462593	17810426593	(1,8,10),(2,7,4,6),5,9,3	81014267539		
201054030708	ダ	右	1300	曇	不良	19:10	3歳イ		2010-3-7	18	高知	6	(見込)		9	280	2	9.0	100	2.0	8.0	100	1.0	4.0	130	4.0	8-9	120	1	8-9	100	1	4-9	140	2	4-8	160	3	9=>8	350	2	4-8-9	160	1	9=>8=>4	490	2.0	4,8,9,(5,6),3,7,2,1	4,8,9,5,6,3,2,7-1	4,8,9,6,5,3,2,7-1	8,9,4,(2,6),3,5,7-1		
201054030709	ダ	右	1400	曇	不良	19:45	B3		2010-3-7	18	高知	6	(見込)		9	170	1	9.0	100	1.0	6.0	100	2.0	4.0	100	3.0	6-9	180	1	6-9	100	1	4-9	100	2	4-6	110	3	9=>6	320	2	4-6-9	120	1	9=>6=>4	520	2.0	8,6,9,(2,4),7,3,5,1	869427351	698473251	694375812		
201054031401	ダ	右	1400	晴	重	15:35	D6		2010-3-14	19	高知	2	(見込)		5	110	1	5.0	100	1.0	3.0	130	3.0				3-5	100	1	3-5	100	1	2-5	120	3	2-3	100	2	5=>3	100	1	2-3-5	140	1	5=>3=>2	160	1.0	3,5,(1,4),2	3,5,(1,4),2	3,5,(1,4),2	(3,5),(4,2),1		
201054032601	ダ	右	1300	晴	不良	15:35	Eイ		2010-3-26	19	高知	5	(見込)		6	160	1	6.0	100	1.0	5.0	110	2.0				5-6	120	1	5-6	100	1	1-6	100	2	1-5	110	3	6=>5	210	1	1-5-6	120	1	6=>5=>1	270	1.0	3,(1,6),(4,7),5,2	3167452	3165742	(1,6),5,3,7,(4,2)		
201054032602	ダ	右	1300	晴	不良	16:05	Bハ		2010-3-26	19	高知	5	(見込)		3	270	2	3.0	210	2.0	5.0	390	4.0				3-5	400	2	3-5	180	3	2-3	540	5	2-5	540	6	3=>5	1020	6	2-3-5	760	4	3=>5=>2	4250	15.0	4,5,(1,3,2)	45123	(4,5),2,1,3	4,3,(5,2),1		
201054032603	ダ	右	1300	晴	不良	16:35	Bロ		2010-3-26	19	高知	5	(見込)		2	100	1	2.0	100	1.0	3.0	270	4.0				2-3	990	4	2-3	800	4	2-5	380	3	3-5	3,090	7	2=>3	1060	5	2-3-5	810	3	2=>3=>5	2750	8.0	35241	35241	3,5,2,(1,4)	23514		
201054032604	ダ	右	1300	晴	不良	17:05	E1		2010-3-26	19	高知	5	(見込)		5	100	1	5.0	100	1.0	6.0	170	2.0				5-6	210	1	5-6	130	1	4-5	170	3	4-6	380	7	5=>6	250	1	4-5-6	370	1	5=>6=>4	840	3.0	534162	534162	543621	5,(2,6),3,4,1		
201054032605	ダ	右	1300	晴	不良	17:35	D5		2010-3-26	19	高知	5	(見込)		1	110	1	1.0	110	1.0	4.0	150	2.0				1-4	450	3	1-4	170	4	1-2	110	1	2-4	190	5	1=>4	460	2	1-2-4	220	1	1=>4=>2	990	4.0	154623	152463	1,(5,4,6),2,3	1,(2,4),6,3,5		
201054032606	ダ	右	1400	晴	不良	18:05	D4		2010-3-26	19	高知	5	(見込)		1	140	1	1.0	110	1.0	2.0	140	3.0				1-2	160	1	1-2	100	1	1-6	110	2	2-6	120	3	1=>2	240	1	1-2-6	140	1	1=>2=>6	350	1.0	623145	6,2,(1,3),4,5	623145	162435		
201054032607	ダ	右	1300	晴	不良	18:35	D3		2010-3-26	19	高知	5	(見込)		3	220	2	3.0	100	1.0	1.0	120	2.0				1-3	140	1	1-3	120	1	3-7	130	2	1-7	160	3	3=>1	290	2	1-3-7	160	1	3=>1=>7	510	2.0	1367254	(1,3),6,7,2,5,4	1367524	(1,3),7,6,2,4,5		
201054032608	ダ	右	1300	晴	不良	19:10	D2		2010-3-26	19	高知	5	(見込)		3	150	1	3.0	110	1.0	6.0	130	2.0				3-6	160	1	3-6	130	1	3-7	250	4	6-7	320	7	3=>6	300	1	3-6-7	420	2	3=>6=>7	1010	2.0	6,(3,4,7),5,2,1	6347521	6347521	6,3,4,7,(2,5),1		
201054032609	ダ	右	1300	晴	不良	19:45	3歳2		2010-3-26	19	高知	5	(見込)		9	280	2	9.0	120	3.0	4.0	100	1.0	5.0	120	2.0	4-9	120	1	4-9	120	1	5-9	400	6	4-5	400	7	9=>4	460	2	4-5-9	680	3	9=>4=>5	2300	7.0	942853671	9,4,(2,5),3,8,6,7,1	9,4,5,(2,3,8),6,7,1	9,4,(5,8),3,6,2,7,1		
201054032610	ダ	右	1400	晴	不良	20:20	高知よさこい特別 		2010-3-26	19	高知	5	(見込)		7	450	2	7.0	100	2.0	5.0	100	1.0	2.0	120	3.0	5-7	220	1	5-7	130	2	2-7	340	6	2-5	110	1	7=>5	770	4	2-5-7	260	1	7=>5=>2	3040	7.0	3,7,(2,6,8),1,5,4	37825614	37852614	75236814		
201054041801	ダ	右	1300	晴	重	15:50	大豊町の碁石茶特別		2010-4-18	2	高知	2	(見込)		3	200	1	3.0	170	2.0	2.0	430	5.0				2-3	1450	4	2-3	1,480	13	3-7	990	8	2-7	2,180	15	3=>2	1870	6	2-3-7	5760	15	3=>2=>7	10950	33.0	2541673	2541763	2514673	2,3,1,(6,5,7),4		
201054041802	ダ	右	1400	晴	重	16:25	C2ー6		2010-4-18	2	高知	2	(見込)		4	340	3	4.0	180	3.0	2.0	100	1.0				2-4	430	2	2-4	110	2	3-4	120	3	2-3	100	1	4=>2	840	4	2-3-4	240	1	4=>2=>3	1540	7.0	45231	4,(2,5),3,1	4,(2,5),3,1	42315		
201054041803	ダ	右	1300	晴	重	17:00	C2ー5		2010-4-18	2	高知	2	(見込)		5	100	1	5.0	100	1.0	3.0	160	3.0				3-5	200	1	3-5	110	2	4-5	100	1	3-4	180	4	5=>3	230	2	3-4-5	130	1	5=>3=>4	290	1.0	51342	51342	51342	5,4,(1,3),2		
201054041804	ダ	右	1300	晴	重	17:30	C1ロ		2010-4-18	2	高知	2	(見込)		5	170	1	5.0	150	1.0	3.0	330	4.0				3-5	790	2	3-5	630	6	5-7	1,160	9	3-7	1,570	13	5=>3	1300	4	3-5-7	4170	11	5=>3=>7	8400	23.0	5671234	5671234	5,6,7,(1,2),3,4	5,6,(2,7),(1,3),4		
201054041805	ダ	右	1300	晴	重	18:00	C1イ		2010-4-18	2	高知	2	(見込)		6	160	1	6.0	130	1.0	2.0	190	3.0				2-6	460	3	2-6	130	2	3-6	120	1	2-3	230	4	6=>2	620	3	2-3-6	400	2	6=>2=>3	1480	3.0	2167354	2167354	2,6,(1,7,3),5,4	2631754		
201054041806	ダ	右	1300	晴	重	18:35	C2ー4		2010-4-18	2	高知	2	(見込)		5	210	2	5.0	120	1.0	3.0	270	4.0				3-5	800	3	3-5	180	4	2-5	100	1	2-3	180	5	5=>3	1380	5	2-3-5	180	1	5=>3=>2	1850	6.0	265314	265314	265314	5,2,6,3,(4,1)		
201054041807	ダ	右	1300	晴	重	19:10	C2ー3		2010-4-18	2	高知	2	(見込)		2	160	1	2.0	100	1.0	1.0	130	2.0				1-2	300	2	1-2	170	2	2-6	220	3	1-6	720	9	2=>1	380	2	1-2-6	1140	4	2=>1=>6	1650	5.0	1,6,2,(3,4),5	162345	126435	216435		
201054041808	ダ	右	1300	晴	重	19:45	C3ー8　記者選抜		2010-4-18	2	高知	2	(見込)		5	4220	9	5.0	800	9.0	9.0	230	3.0	1.0	620	8.0	5-9	5340	18	5-9	2,340	24	1-5	1,910	18	1-9	990	8	5=>9	13430	40	1-5-9	7340	21	5=>9=>1	98550	248.0	1,6,(2,10),5,9,4,(7,8),3	12610594783	1,2,6,(5,10),(4,9),7,8,3	1,5,2,10,9,7,(4,6),8,3		
201054041809	ダ	右	1400	晴	重	20:20	四国カルスト特別 		2010-4-18	2	高知	2	(見込)		9	910	3	9.0	190	3.0	6.0	160	2.0	4.0	890	8.0	6-9	1990	6	6-9	480	5	4-9	2,990	16	4-6	1,710	13	9=>6	4510	10	4-6-9	13000	23	9=>6=>4	56430	78.0	9,2,6,8,(4,7),3,1,5	9,(2,6),(4,8),(3,7),1,5	(6,9),8,(2,4),7,3,1,5	9,6,4,8,(2,3),5,7,1		
201054070401	ダ	右	1300	曇	不良	16:00	C2イ		2010-7-4	7	高知	2	(見込)		4	160	1										1-4	100	1	1-4	100	1	3-4	100	2	1-3	110	3	4=>1	150	1	1-3-4	110	1	4=>1=>3	200	1.0	1324	1324	1432	4132		
201054070402	ダ	右	1400	曇	不良	16:35	維新号特別		2010-7-4	7	高知	2	(見込)		6	210	1	6.0	100	1.0	10.0	130	2.0	7.0	200	5.0	6-10	570	2	6-10	210	1	6-7	270	2	7-10	500	8	6=>10	1090	4	6-7-10	800	2	6=>10=>7	4790	14.0	9,(1,10),6,(2,3,5,8),7,4	9,(1,10),6,2,(3,5,7),8,4	(9,10),(1,6),(2,5,7),8,4,3	10,6,9,7,1,(2,5),4,(3,8)		
201054070403	ダ	右	1300	雨	不良	17:10	C1イ		2010-7-4	7	高知	2	(見込)		2	110	1	2.0	110	1.0	1.0	220	3.0				1-2	450	2	1-2	100	1	2-5	100	3	1-5	100	2	2=>1	330	2	1-2-5	120	1	2=>1=>5	420	2.0	2,(1,5),(3,4)	2,(1,5),(3,4)	2,(1,5),(3,4)	(1,2),5,3,4		
201054070404	ダ	右	1300	雨	不良	17:40	C3　ー9		2010-7-4	7	高知	2	(見込)		1	170	1	1.0	140	2.0	5.0	160	3.0				1-5	420	2	1-5	120	2	1-3	110	1	3-5	140	4	1=>5	360	2	1-3-5	170	1	1=>5=>3	680	3.0	1,4,2,(3,5)	1,2,(3,4,5)	1,(3,5),4,2	13542		
201054070405	ダ	右	1300	雨	不良	18:10	C1ロ		2010-7-4	7	高知	2	(見込)		3	190	1	3.0	130	1.0	2.0	2,060	6.0				2-3	3490	5	2-3	700	7	3-5	140	1	2-5	1,350	11	3=>2	4520	8	2-3-5	3330	7	3=>2=>5	17230	25.0	513264	5,(1,3),2,6,4	351264	352416		
201054070406	ダ	右	1300	雨	不良	18:40	C3　ー10		2010-7-4	7	高知	2	(見込)		4	270	2	4.0	140	3.0	6.0	100	1.0				4-6	170	1	4-6	120	1	1-4	250	5	1-6	170	4	4=>6	290	2	1-4-6	290	2	4=>6=>1	840	3.0	4,(5,6),1,3,2	465123	465123	4,6,5,(1,2),3		
201054070407	ダ	右	1300	曇	不良	19:10	C3　ー8		2010-7-4	7	高知	2	(見込)		4	150	1	4.0	110	2.0	1.0	110	1.0				1-4	150	1	1-4	100	1	2-4	110	2	1-2	150	3	4=>1	200	1	1-2-4	130	1	4=>1=>2	280	1.0	4,1,2,5,3,(6,7)	4125637	4125637	4125637		
201054071101	ダ	右	1300	曇	不良	16:10	C3　ー4		2010-7-11	7	高知	4	(見込)		5	140	1	5.0	100	1.0	3.0	140	2.0				3-5	1430	3	3-5	270	5	4-5	120	1	3-4	390	6	5=>3	1700	5	3-4-5	350	2	5=>3=>4	2620	6.0	54231	54321	53421	53412		
201054071102	ダ	右	1300	曇	不良	16:40	C3　ー3		2010-7-11	7	高知	4	(見込)		2	100	1	2.0	100	1.0	5.0	100	2.0				2-5	100	1	2-5	110	1	2-3	140	3	3-5	180	4	2=>5	120	1	2-3-5	360	2	2=>5=>3	340	2.0	256431	2,(6,5),4,3,1	2,5,6,(4,3),1	256341		
201054100301	ダ	右	1300	雨	不良	15:30	大豊町大杉しめ縄特別		2010-10-3	11	高知	2	(見込)		5	100	1	5.0	100	1.0	2.0	100	2.0				2-5	120	1	2-5	120	1	1-5	240	3	1-2	410	7	5=>2	170	1	1-2-5	320	2	5=>2=>1	630	3.0	(1,2),(3,4),6,5	(1,2),(3,4),6,5	214356	5,(1,2),4,3,6		
201054100302	ダ	右	1300	曇	不良	16:05	C3　ー14		2010-10-3	11	高知	2	(見込)		1	170	1	1.0	220	3.0	4.0	160	2.0				1-4	460	3	1-4	250	3	1-3	270	4	3-4	350	8	1=>4	880	4	1-3-4	290	1	1=>4=>3	2240	10.0	31542	3,1,(4,5),2	31452	13425		
201054100303	ダ	右	1300	曇	不良	16:40	頑張れ!高橋利幸特別		2010-10-3	11	高知	2	(見込)		3	240	2	3.0	110	2.0	4.0	100	1.0				3-4	220	1	3-4	130	1	3-7	160	2	4-7	160	3	3=>4	240	1	3-4-7	180	1	3=>4=>7	570	1.0	4,5,6,(3,7),1,2	4576312	4,(5,7),3,6,1,2	4735612		
201054100304	ダ	右	1300	曇	不良	17:10	C1ロ　C2イ		2010-10-3	11	高知	2	(見込)		5	120	1	5.0	100	2.0	3.0	110	3.0	8.0	100	1.0	3-5	310	2	3-5	140	1	5-8	150	2	3-8	260	4	5=>3	300	2	3-5-8	170	1	5=>3=>8	600	2.0	5,8,7,3,(1,6),(2,4)	58371624	5,8,(3,7),1,(2,6),4	5,3,8,1,(6,4),2,7		
201054100305	ダ	右	1300	曇	不良	17:40	C3　ー13		2010-10-3	11	高知	2	(見込)		7	4920	7	7.0	3,970	7.0	3.0	860	4.0				3-7	29190	14	3-7	2,500	12	2-7	1,330	9	2-3	220	3	7=>3	153850	32	2-3-7	2310	6	7=>3=>2	128930	62.0	7452631	7452361	7524361	7,(5,2),3,6,4,1		
201054100306	ダ	右	1300	曇	不良	18:15	高嶺愛花誕生記念特別		2010-10-3	11	高知	2	(見込)		5	570	3	5.0	100	1.0	6.0	110	3.0	2.0	100	2.0	5-6	310	1	5-6	120	1	2-5	170	3	2-6	170	2	5=>6	640	3	2-5-6	210	1	5=>6=>2	1550	4.0	86714352	68751423	68572143	5,6,8,(7,2),(1,4),3		
201054100307	ダ	右	1300	曇	不良	18:45	C3　ー11		2010-10-3	11	高知	2	(見込)		7	160	1	7.0	100	1.0	5.0	110	3.0	2.0	100	2.0	5-7	400	2	5-7	130	3	2-7	120	1	2-5	120	2	7=>5	570	2	2-5-7	170	1	7=>5=>2	640	2.0	34127658	34172568	3,(1,4,7),2,5,6,8	(5,1,3,7),2,4,6,8		
201054100308	ダ	右	1400	曇	不良	19:15	B　ー3		2010-10-3	11	高知	2	(見込)		3	140	1	3.0	100	1.0	2.0	190	4.0				2-3	130	1	2-3	100	1	1-3	150	2	1-2	180	3	3=>2	200	1	1-2-3	150	1	3=>2=>1	360	1.0	315264	312564	312546	3,2,1,(5,6),4		
