	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201247040607	ダ	右	1600	晴	重	14:10	サラ系C11組		2012-4-6	1	笠松	4			1.0	320.0	2.0	1.0	120	2.0	2.0	200	5.0	6.0	120	1.0	1-2	1430.0	6.0	1-2	1050.0	5.0	1=>2	1270.0	4.0	1=>2	1810.0	8.0	1-2-6	620.0	3.0	1=>2=>6	4900.0	18.0		56124739810	5,6,1,2,4,7,9,3,8-10	1,6,5,2,4,8,9,7,3-10											
201247040608	ダ	右	1400	晴	重	14:45	サラ系C16組特選		2012-4-6	1	笠松	4			4.0	430.0	2.0	4.0	120	2.0	3.0	150	4.0	2.0	100	1.0	3-4	1180.0	5.0	3-4	1300.0	5.0	4=>3	1880.0	7.0	4=>3	2010.0	7.0	2-3-4	180.0	1.0	4=>3=>2	2830.0	11.0		345127689.0	345261789.0	345261789.0											
201247040609	ダ	右	1800	晴	重	15:20	笠置特別 		2012-4-6	1	笠松	4			6.0	260.0	2.0	6.0	130	2.0	5.0	160	3.0	9.0	170	4.0	5-6	880.0	3.0	5-6	1080.0	5.0	6=>5	1920.0	8.0	6=>5	1610.0	6.0	5-6-9	3430.0	12.0	6=>5=>9	11520.0	37.0		361275849.0	627139584.0	629715834.0											
201247040610	ダ	右	1600	晴	重	15:55	吉野桜特別 		2012-4-6	1	笠松	4			2.0	160.0	1.0	2.0	110	1.0	5.0	120	2.0	6.0	130	4.0	2-5	200.0	1.0	2-5	200.0	1.0	2=>5	380.0	1.0	2=>5	310.0	1.0	2-5-6	320.0	1.0	2=>5=>6	780.0	1.0		27954631108.0	27956341108.0	27596310418.0											
201247040611	ダ	右	1900	晴	重	16:40	東海クラウン 		2012-4-6	1	笠松	4			1.0	390.0	3.0	1.0	120	2.0	4.0	200	5.0	9.0	100	1.0	1-4	3010.0	8.0	1-4	2750.0	10.0	1=>4	3200.0	10.0	1=>4	4380.0	17.0	1-4-9	1530.0	6.0	1=>4=>9	13550.0	48.0		23101987645.0	31910826745.0	19310845672.0											
201247042301	ダ	右	1400	曇	不良	11:00	サラ系3歳6組		2012-4-23	2	笠松	1			1.0	3650.0	7.0	1.0	480	5.0	5.0	380	4.0	3.0	550	7.0	1-5	95950.0	26.0	1-5	15760.0	21.0	1=>5	25640.0	32.0	1=>5	123370.0	58.0	1-3-5	95690.0	62.0	1=>5=>3	783910.0	371.0		247861593.0	247856139.0	427516839.0											
201247042302	ダ	右	1400	曇	不良	11:30	サラ系3歳5組		2012-4-23	2	笠松	1			7.0	120.0	1.0	7.0	100	2.0	9.0	100	1.0	2.0	180	4.0	7-8	130.0	1.0	7-9	130.0	1.0	7=>8	140.0	1.0	7=>9	150.0	1.0	2-7-9	770.0	3.0	7=>9=>2	940.0	4.0		279348516.0	279485361.0	729548631.0											
201247042303	ダ	右	1400	曇	不良	12:00	サラ系C26組		2012-4-23	2	笠松	1			4.0	390.0	2.0	4.0	130	3.0	8.0	100	1.0	5.0	120	2.0	4-7	260.0	1.0	4-8	220.0	1.0	4=>7	490.0	2.0	4=>8	480.0	2.0	4-5-8	360.0	2.0	4=>8=>5	1060.0	1.0		67845121093.0	68475291310.0	684572931.0											
201247042304	ダ	右	1400	曇	不良	12:35	茜を一生幸せにする記		2012-4-23	2	笠松	1			10.0	280.0	1.0	10.0	110	2.0	9.0	110	1.0	2.0	120	3.0	8-8	500.0	2.0	9-10	410.0	1.0	8=>8	440.0	2.0	10=>9	820.0	3.0	2-9-10	280.0	1.0	10=>9=>2	1170.0	1.0		91085421736.0	91085421763.0	91085241637.0											
201247042305	ダ	右	800	曇	不良	13:10	けんじ&さゆみ結婚お		2012-4-23	2	笠松	1	牝		9.0	160.0	1.0	9.0	110	1.0	7.0	120	3.0	5.0	180	4.0	7-8	130.0	1.0	7-9	130.0	1.0	8=>7	220.0	1.0	9=>7	210.0	1.0	5-7-9	290.0	1.0	9=>7=>5	600.0	1.0				97562110843.0											
201247042701	ダ	右	1400	晴	不良	11:00	サラ系C20組		2012-4-27	2	笠松	4			1.0	200.0	1.0	1.0	130	1.0	10.0	130	2.0	9.0	2,380	8.0	1-8	370.0	2.0	1-10	500.0	2.0	1=>8	720.0	3.0	1=>10	770.0	3.0	1-9-10	30670.0	34.0	1=>10=>9	89510.0	112.0		31028176954.0	31082197564.0	10138295746.0											
201247042702	ダ	右	1400	晴	不良	11:30	サラ系C19組		2012-4-27	2	笠松	4			10.0	410.0	2.0	10.0	150	3.0	9.0	700	7.0	5.0	180	4.0	8-8	6460.0	14.0	9-10	12050.0	18.0	8=>8	7790.0	18.0	10=>9	17310.0	27.0	5-9-10	11580.0	21.0	10=>9=>5	102800.0	136.0		4693108512.0	4693105821.0	6910435128.0											
201247042703	ダ	右	1400	晴	重	12:00	サラ系C18組		2012-4-27	2	笠松	4			6.0	260.0	2.0	6.0	120	3.0	5.0	100	1.0	7.0	110	2.0	5-6	360.0	2.0	5-6	370.0	2.0	6=>5	1310.0	5.0	6=>5	950.0	4.0	5-6-7	230.0	1.0	6=>5=>7	1900.0	6.0		75143681092.0	75416910382.0	75461910832.0											
201247042704	ダ	右	1400	晴	重	12:30	サラ系C14・18組		2012-4-27	2	笠松	4			3.0	150.0	1.0	3.0	100	1.0	1.0	130	2.0	9.0	240	5.0	1-3	690.0	2.0	1-3	600.0	2.0	3=>1	890.0	3.0	3=>1	1070.0	3.0	1-3-9	1970.0	8.0	3=>1=>9	6090.0	22.0		10683297154.0	10832967154.0	38109127654.0											
201247050701	ダ	右	1400	晴	良	11:20	サラ系3歳6組		2012-5-7	3	笠松	1			2.0	160.0	1.0	2.0	100	1.0	1.0	120	2.0	3.0	190	5.0				1-2	110.0	1.0				2=>1	180.0	1.0	1-2-3	200.0	1.0	2=>1=>3	450.0	1.0		2378416.0	2378146.0	2387146.0											
201247050702	ダ	右	1400	晴	良	11:55	サラ系3歳5組		2012-5-7	3	笠松	1			3.0	150.0	1.0	3.0	100	1.0	4.0	110	2.0	5.0	150	4.0				3-4	130.0	1.0				3=>4	200.0	1.0	3-4-5	300.0	2.0	3=>4=>5	610.0	2.0		34658172.0	34658712.0	34586712.0											
201247050703	ダ	右	1400	晴	良	12:30	サラ系3歳4組		2012-5-7	3	笠松	1			6.0	350.0	2.0	6.0	100	1.0	5.0	100	2.0	3.0	130	4.0				5-6	120.0	1.0				6=>5	630.0	3.0	3-5-6	180.0	1.0	6=>5=>3	1390.0	4.0		2456381.0	2456381.0	2456381.0											
201247050704	ダ	右	1400	晴	良	13:05	サラ系C26組		2012-5-7	3	笠松	1			3.0	140.0	1.0	3.0	120	1.0	2.0	240	4.0	5.0	310	6.0	2-3	670.0	4.0	2-3	910.0	4.0	3=>2	1010.0	5.0	3=>2	1040.0	5.0	2-3-5	690.0	2.0	3=>2=>5	1780.0	4.0		35102948176.0	35210941876.0	35210941876.0											
201247050901	ダ	右	1400	曇	良	11:00	サラ系3歳3組		2012-5-9	3	笠松	2			7.0	100.0	1.0	7.0	100	1.0	1.0	130	2.0							1-7	160.0	1.0				7=>1	190.0	1.0	1-4-7	240.0	1.0	7=>1=>4	590.0	1.0		2734165	2743165	7,2,4,1,3-5,6											
201247050902	ダ	右	1400	曇	良	11:30	サラ系C24組牝馬		2012-5-9	3	笠松	2	牝		6.0	3450.0	5.0	6.0	300	5.0	9.0	100	1.0	8.0	170	4.0	6-8	1310.0	4.0	6-9	1630.0	5.0	6=>8	6310.0	10.0	6=>9	6830.0	16.0	6-8-9	930.0	4.0	6=>9=>8	34150.0	63.0		698215347.0	968214357.0	968213457.0											
201247050903	ダ	右	1400	曇	良	12:05	サラ系C23組		2012-5-9	3	笠松	2			4.0	1540.0	4.0	4.0	250	4.0	6.0	130	2.0	2.0	250	5.0	4-6	3500.0	6.0	4-6	2620.0	7.0	4=>6	7410.0	12.0	4=>6	7470.0	15.0	2-4-6	8950.0	13.0	4=>6=>2	66070.0	88.0		236481975.0	236418975.0	236419857.0											
201247050904	ダ	右	1400	曇	良	12:40	金華山特別 		2012-5-9	3	笠松	2			4.0	180.0	1.0	4.0	100	1.0	5.0	190	3.0							4-5	250.0	2.0				4=>5	350.0	1.0	1-4-5	180.0	1.0	4=>5=>1	630.0	1.0		456321.0	456213.0	451623.0											
201247050905	ダ	右	1400	曇	良	13:15	ロドリゲス川端		2012-5-9	3	笠松	2			7.0	2960.0	6.0	7.0	260	6.0	1.0	160	2.0	2.0	250	5.0	1-7	4460.0	10.0	1-7	3780.0	11.0	7=>1	34430.0	26.0	7=>1	12030.0	24.0	1-2-7	7480.0	16.0	7=>1=>2	85420.0	118.0		182937654.0	178926345.0	172869345.0											
201247050906	ダ	右	1400	曇	良	13:50	サラ系C20組		2012-5-9	3	笠松	2			5.0	110.0	1.0	5.0	100	1.0	7.0	120	2.0	6.0	130	3.0	5-7	270.0	1.0	5-7	310.0	1.0	5=>7	240.0	1.0	5=>7	340.0	2.0	5-6-7	420.0	1.0	5=>7=>6	810.0	1.0		569713824.0	569718324.0	597681324.0											
201247050907	ダ	右	1600	曇	良	14:25	サラ系B4組		2012-5-9	3	笠松	2			7.0	2370.0	5.0	7.0	1,140	8.0	10.0	150	2.0	8.0	650	6.0	7-8	1180.0	4.0	7-10	4220.0	9.0	7=>8	5570.0	15.0	7=>10	18260.0	26.0	7-8-10	18370.0	32.0	7=>10=>8	170050.0	197.0		78924110635.0	78942101356.0	78109432156.0											
201247050908	ダ	右	1400	曇	良	15:00	サラ系C22組		2012-5-9	3	笠松	2			9.0	6210.0	6.0	9.0	490	7.0	6.0	150	3.0	10.0	100	1.0	6-8	680.0	4.0	6-9	11620.0	14.0	8=>6	1800.0	7.0	9=>6	53410.0	46.0	6-9-10	7300.0	18.0	9=>6=>10	166250.0	173.0		56824107913.0	56821047913.0	61052478913.0											
201247050909	ダ	右	1400	曇	良	15:35	若鮎賞		2012-5-9	3	笠松	2	(別定)		2.0	240.0	1.0	2.0	190	2.0	1.0	210	3.0	5.0	3,260	9.0	1-2	1470.0	7.0	1-2	1530.0	7.0	2=>1	2470.0	10.0	2=>1	1960.0	8.0	1-2-5	79740.0	56.0	2=>1=>5	175270.0	196.0		24913568710	24913568710	2,1,9,3,5,4,6,8,7-10											
201247051101	ダ	右	1400	晴	良	11:25	サラ系C19組		2012-5-11	3	笠松	4			9.0	110.0	1.0	9.0	100	1.0	4.0	100	2.0	3.0	110	3.0	4-8	230.0	1.0	4-9	250.0	1.0	8=>4	290.0	1.0	9=>4	350.0	2.0	3-4-9	200.0	1.0	9=>4=>3	560.0	1.0		493578612.0	493758621.0	943875621.0											
201247051102	ダ	右	1400	晴	良	12:00	サラ系C18組		2012-5-11	3	笠松	4			8.0	190.0	1.0	8.0	100	1.0	2.0	130	3.0	4.0	100	2.0	2-8	370.0	2.0	2-8	340.0	2.0	8=>2	500.0	2.0	8=>2	420.0	2.0	2-4-8	240.0	1.0	8=>2=>4	920.0	2.0		481927365.0	489217653.0	482975613.0											
201247051103	ダ	右	1400	晴	良	12:35	サラ系C14・17組		2012-5-11	3	笠松	4			2.0	260.0	2.0	2.0	110	2.0	5.0	100	1.0	1.0	160	4.0	2-5	220.0	1.0	2-5	220.0	1.0	2=>5	410.0	1.0	2=>5	450.0	2.0	1-2-5	660.0	2.0	2=>5=>1	1990.0	7.0		251749863.0	251479863.0	251497863.0											
201247051104	ダ	右	1400	晴	良	13:10	サラ系C13組		2012-5-11	3	笠松	4			5.0	580.0	2.0	5.0	200	5.0	6.0	110	1.0	2.0	630	7.0	5-6	1220.0	4.0	5-6	920.0	4.0	5=>6	2570.0	9.0	5=>6	2390.0	8.0	2-5-6	16940.0	22.0	5=>6=>2	92460.0	108.0		576982314.0	576932814.0	576923814.0											
201247051105	ダ	右	1400	晴	良	13:45	サラ系C12組		2012-5-11	3	笠松	4			2.0	160.0	1.0	2.0	120	1.0	3.0	160	3.0	9.0	480	7.0	2-3	500.0	3.0	2-3	440.0	2.0	2=>3	780.0	3.0	2=>3	810.0	3.0	2-3-9	7050.0	19.0	2=>3=>9	21500.0	58.0		925837416	925837146	9,2,(8,5,3,7),(1,4),6											
201247051106	ダ	右	1400	晴	良	14:20	サラ系C16組特選		2012-5-11	3	笠松	4			6.0	210.0	1.0	6.0	100	1.0	9.0	110	2.0	8.0	150	4.0	6-8	240.0	1.0	6-9	220.0	1.0	6=>8	490.0	1.0	6=>9	490.0	1.0	6-8-9	260.0	1.0	6=>9=>8	940.0	1.0		96128351074.0	96128537104.0	96128573410.0											
201247051107	ダ	右	1600	晴	良	14:55	サラ系C11組		2012-5-11	3	笠松	4			9.0	160.0	1.0	9.0	100	1.0	6.0	120	2.0	4.0	150	4.0	6-8	290.0	2.0	6-9	380.0	2.0	8=>6	530.0	2.0	9=>6	400.0	1.0	4-6-9	450.0	2.0	9=>6=>4	1190.0	3.0		961435287.0	964312578.0	964312587.0											
201247051108	ダ	右	1600	晴	良	15:30	かがり火特別 		2012-5-11	3	笠松	4			9.0	4900.0	8.0	9.0	710	8.0	4.0	260	4.0	8.0	120	1.0	4-8	920.0	4.0	4-9	9870.0	26.0	8=>4	1430.0	5.0	9=>4	52040.0	55.0	4-8-9	9810.0	32.0	9=>4=>8	141160.0	263.0		493561827	491536872	4,9,1,6,3,(5,8),7,2											
201247051109	ダ	右	1600	晴	良	16:05	屋形船特別 		2012-5-11	3	笠松	4			5.0	900.0	4.0	5.0	310	5.0	1.0	330	6.0	3.0	160	2.0	1-5	4700.0	19.0	1-5	6210.0	18.0	5=>1	11980.0	34.0	5=>1	9320.0	29.0	1-3-5	4880.0	16.0	5=>1=>3	57790.0	150.0		15210934678.0	15104239768.0	51410327698.0											
201247051110	ダ	右	1400	晴	良	16:40	東海クラウン 		2012-5-11	3	笠松	4			1.0	520.0	4.0	1.0	100	2.0	8.0	110	3.0	2.0	100	1.0	1-7	720.0	3.0	1-8	720.0	2.0	1=>7	2610.0	14.0	1=>8	1840.0	9.0	1-2-8	690.0	2.0	1=>8=>2	5970.0	13.0		57831026194.0	57831021694.0	78510216349.0											
201247052501	ダ	右	1400	曇	良	11:00	サラ系C14・17組		2012-5-25	4	笠松	4			1.0	100.0	1.0	1.0	100	1.0	10.0	120	2.0	2.0	130	3.0	1-8	220.0	1.0	1-10	250.0	1.0	1=>8	290.0	1.0	1=>10	300.0	1.0	1-2-10	190.0	1.0	1=>10=>2	530.0	2.0		19287103456.0	1210783564.0	1210873564.0											
201247052502	ダ	右	1400	曇	良	11:35	サラ系C13組		2012-5-25	4	笠松	4			1.0	210.0	2.0	1.0	110	2.0	10.0	100	1.0	7.0	160	4.0	1-8	170.0	1.0	1-10	160.0	1.0	1=>8	380.0	2.0	1=>10	310.0	1.0	1-7-10	910.0	3.0	1=>10=>7	2090.0	5.0		38101795624.0	38101975624.0	10813796524.0											
201247052503	ダ	右	1400	曇	良	12:10	サラ系C12組		2012-5-25	4	笠松	4			4.0	180.0	1.0	4.0	100	2.0	6.0	100	1.0	5.0	220	4.0	4-6	210.0	1.0	4-6	180.0	1.0	4=>6	370.0	2.0	4=>6	370.0	2.0	4-5-6	640.0	2.0	4=>6=>5	2060.0	6.0		5418102697.0	5486121097.0	5468211097.0											
201247052504	ダ	右	1600	曇	良	12:45	長良川特別 		2012-5-25	4	笠松	4			1.0	120.0	1.0	1.0	110	1.0	3.0	190	3.0							1-3	510.0	3.0				1=>3	570.0	3.0	1-3-4	210.0	2.0	1=>3=>4	870.0	4.0		34125.0	34152.0	13452.0											
201247052505	ダ	右	1600	曇	良	13:20	サラ系C9組		2012-5-25	4	笠松	4			1.0	110.0	1.0	1.0	110	1.0	2.0	220	5.0	3.0	140	3.0	1-2	740.0	4.0	1-2	650.0	4.0	1=>2	1030.0	4.0	1=>2	750.0	4.0	1-2-3	680.0	4.0	1=>2=>3	1700.0	9.0		18293510647.0	18923510647.0	12859310647.0											
201247052506	ダ	右	1400	曇	良	13:55	サラ系C10組		2012-5-25	4	笠松	4			4.0	120.0	1.0	4.0	100	2.0	7.0	120	3.0	5.0	100	1.0	4-7	430.0	2.0	4-7	560.0	3.0	4=>7	520.0	2.0	4=>7	570.0	2.0	4-5-7	260.0	1.0	4=>7=>5	770.0	2.0		47563892101.0	47563891021.0	47536910281.0											
201247052507	ダ	右	1600	雨	稍重	14:30	サラ系C16組特選		2012-5-25	4	笠松	4			6.0	130.0	1.0	6.0	100	1.0	8.0	110	2.0	1.0	110	3.0	6-7	230.0	1.0	6-8	260.0	2.0	6=>7	310.0	1.0	6=>8	320.0	1.0	1-6-8	240.0	1.0	6=>8=>1	640.0	1.0		89410615273.0	68101495327.0	68101459327.0											
201247052508	ダ	右	1400	雨	稍重	15:05	サラ系C11組		2012-5-25	4	笠松	4			3.0	1030.0	5.0	3.0	320	4.0	5.0	340	5.0	9.0	170	2.0	3-5	3230.0	9.0	3-5	2970.0	12.0	3=>5	4950.0	17.0	3=>5	8400.0	25.0	3-5-9	4040.0	13.0	3=>5=>9	32550.0	92.0		35749210816.0	35749102186.0	35479102168.0											
201247052509	ダ	右	1400	雨	稍重	15:40	板取川特別 		2012-5-25	4	笠松	4			2.0	180.0	1.0	2.0	130	2.0	8.0	600	6.0	5.0	450	4.0	2-7	220.0	1.0	2-8	950.0	3.0	2=>7	260.0	1.0	2=>8	970.0	4.0	2-5-8	3770.0	12.0	2=>8=>5	11880.0	31.0		21089735614.0	21085974631.0	28510746913.0											
201247052510	ダ	右	1800	雨	稍重	16:15	東海クラウン 		2012-5-25	4	笠松	4			4.0	110.0	1.0	4.0	100	1.0	8.0	120	2.0	5.0	220	6.0	4-7	170.0	1.0	4-8	240.0	1.0	4=>7	250.0	1.0	4=>8	240.0	1.0	4-5-8	910.0	4.0	4=>8=>5	1730.0	6.0		46278510931.0	46782510391.0	46825710391.0											
201247061501	ダ	右	1400	曇	良	11:00	サラ系3歳10組		2012-6-15	5	笠松	4			4.0	110.0	1.0	4.0	100	1.0	9.0	130	2.0	10.0	170	4.0	4-8	240.0	1.0	4-9	530.0	3.0				4=>9	660.0	4.0	4-9-10	1200.0	4.0	4=>9=>10	2360.0	8.0		49106837512	49106873512	4-9,10,6,7,8,5,1,3,2			4-9	230.0	2.0	4-10	530.0	7.0	9-10	1,580	12.0
201247061502	ダ	右	1400	曇	良	11:30	サラ系3歳9組		2012-6-15	5	笠松	4			3.0	200.0	1.0	3.0	100	1.0	5.0	140	3.0	7.0	100	2.0	3-5	450.0	2.0	3-5	400.0	2.0				3=>5	620.0	2.0	3-5-7	250.0	1.0	3=>5=>7	1110.0	2.0		35710946821.0	35107946281.0	35710694281.0			3-5	300.0	2.0	3-7	140.0	1.0	5-7	310	3.0
201247061503	ダ	右	1400	曇	良	12:05	サラ系C18組		2012-6-15	5	笠松	4			8.0	120.0	1.0	8.0	110	1.0	10.0	250	4.0	3.0	290	5.0	7-8	270.0	1.0	8-10	320.0	2.0				8=>10	420.0	3.0	3-8-10	3060.0	9.0	8=>10=>3	2910.0	9.0		8105931246	8,10-3,6,9,5,2,4,1	8103962154			8-10	250.0	3.0	3-8	800.0	11.0	3-10	2,370	20.0
201247061504	ダ	右	1400	曇	良	12:40	サラ系C17組		2012-6-15	5	笠松	4			10.0	280.0	1.0	10.0	120	1.0	7.0	180	4.0	5.0	120	2.0	7-8	1030.0	5.0	7-10	1750.0	7.0				10=>7	2400.0	11.0	5-7-10	1650.0	6.0	10=>7=>5	7690.0	29.0		79310815624.0	71059683412.0	71059684132.0			7-10	590.0	9.0	5-10	200.0	1.0	5-7	800	11.0
201247061505	ダ	右	1400	曇	良	13:15	サラ系C13・16組		2012-6-15	5	笠松	4			8.0	120.0	1.0	8.0	100	1.0	3.0	130	2.0	1.0	1,320	8.0	3-7	230.0	1.0	3-8	190.0	1.0				8=>3	300.0	1.0	1-3-8	6770.0	16.0	8=>3=>1	12850.0	33.0		31048271956.0	31082491756.0	31082914576.0			3-8	160.0	1.0	1-8	1,680	17.0	1-3	2,540	23.0
201247061506	ダ	右	1400	曇	良	13:50	サラ系C12組		2012-6-15	5	笠松	4			3.0	130.0	1.0	3.0	100	1.0	8.0	180	4.0	2.0	120	2.0	3-7	620.0	3.0	3-8	730.0	3.0				3=>8	950.0	4.0	2-3-8	800.0	2.0	3=>8=>2	2940.0	4.0		83572941061.0	83572946110.0	83572946110.0			3-8	390.0	4.0	2-3	150	1.0	2-8	440	6.0
201247061507	ダ	右	1600	曇	良	14:25	サラ系C10組		2012-6-15	5	笠松	4			10.0	10160.0	9.0	10.0	1,040	8.0	6.0	120	1.0	7.0	130	3.0	6-8	19980.0	19.0	6-10	44770.0	29.0				10=>6	84900.0	51.0	6-7-10	8580.0	16.0	10=>6=>7	677990.0	299.0		10762159438.0	10762159438.0	10761259438.0			6-10	10,410	31.0	7-10	3,520	22.0	6-7	210	3.0
201247061508	ダ	右	1400	曇	良	15:00	サラ系C11組		2012-6-15	5	笠松	4			7.0	150.0	1.0	7.0	100	1.0	9.0	270	5.0	8.0	110	2.0	7-8	190.0	1.0	7-9	1340.0	3.0				7=>9	1220.0	4.0	7-8-9	790.0	2.0	7=>9=>8	3700.0	10.0		91075813246.0	91075813246.0	97851031426.0			7-9	340	4.0	7-8	120	1.0	8-9	640	8.0
201247061509	ダ	右	1400	曇	良	15:35	サラ系C15組特選		2012-6-15	5	笠松	4			9.0	980.0	3.0	9.0	240	4.0	7.0	130	2.0	4.0	880	8.0	7-8	300.0	2.0	7-9	460.0	2.0				9=>7	1280.0	5.0	4-7-9	8510.0	20.0	9=>7=>4	74410.0	129.0		10975348162.0	10793548216.0	97104352861.0			7-9	220	2.0	4-9	2,530	21.0	4-7	1,690	16.0
201247061510	ダ	右	1600	曇	良	16:10	焼岳特別 		2012-6-15	5	笠松	4			8.0	2300.0	5.0	8.0	180	4.0	7.0	110	2.0	1.0	100	1.0	7-7	6290.0	13.0	7-8	8440.0	16.0				8=>7	20930.0	23.0	1-7-8	1790.0	7.0	8=>7=>1	57930.0	92.0		78413510629.0	78143521069.0	78134251069.0			7-8	900	10.0	1-8	190	3.0	1-7	170	2.0
201247061511	ダ	右	1400	曇	良	16:45	乗鞍短距離特別 		2012-6-15	5	笠松	4			3.0	110.0	1.0	3.0	110	1.0	5.0	350	6.0							3-5	460.0	2.0				3=>5	530.0	3.0	3-4-5	1520.0	9.0	3=>5=>4	2840.0	12.0		356421.0	356421.0	354612.0			3-5	220	2.0	3-4	240	4.0	4-5	1,370	13.0
201247062901	ダ	右	800	晴	良	11:00	サラ系2歳1組		2012-6-29	5	笠松	6			7.0	100.0	1.0	7.0	100	1.0	6.0	120	2.0							6-7	110.0	1.0				7=>6	120.0	1.0	4-6-7	450.0	2.0	7=>6=>4	530.0	2.0				7645231.0			6-7	100	1.0	4-7	210	4.0	4-6	440	8.0
201247062902	ダ	右	1400	晴	良	11:30	サラ系3歳10組		2012-6-29	5	笠松	6			7.0	190.0	1.0	7.0	100	2.0	6.0	120	3.0	4.0	100	1.0	6-7	400.0	2.0	6-7	570.0	2.0				7=>6	700.0	3.0	4-6-7	280.0	1.0	7=>6=>4	940.0	2.0		76410918352.0	76451019832.0	76451109832.0			6-7	160	2.0	4-7	120	1.0	4-6	260	4.0
201247062903	ダ	右	1400	晴	良	12:00	サラ系3歳9組		2012-6-29	5	笠松	6			5.0	410.0	2.0	5.0	100	2.0	2.0	100	1.0	7.0	100	3.0	2-5	200.0	1.0	2-5	190.0	1.0				5=>2	380.0	2.0	2-5-7	180.0	1.0	5=>2=>7	830.0	3.0		25791103846.0	25791468310.0	52791468103.0			2-5	100	1.0	5-7	180	3.0	2-7	120	2.0
201247062904	ダ	右	1400	晴	良	12:30	サラ系3歳8組		2012-6-29	5	笠松	6			6.0	2580.0	5.0	6.0	320	5.0	7.0	140	2.0	1.0	210	4.0	6-7	3660.0	8.0	6-7	5050.0	10.0				6=>7	11540.0	19.0	1-6-7	6300.0	13.0	6=>7=>1	114200.0	106.0		98471621053.0	98647125310.0	96874125103.0			6-7	860	10.0	1-6	1,370	14.0	1-7	390	4.0
201247062905	ダ	右	1400	晴	良	13:05	サラ系3歳7組		2012-6-29	5	笠松	6			3.0	110.0	1.0	3.0	100	1.0	7.0	180	4.0	8.0	180	5.0	3-7	280.0	1.0	3-7	530.0	4.0				3=>7	660.0	4.0	3-7-8	1080.0	6.0	3=>7=>8	2950.0	13.0		37594810612.0	37594810621.0	37985410621.0			3-7	300	3.0	3-8	320	4.0	7-8	880	12.0
201247062906	ダ	右	1400	晴	良	13:35	サラ系C24組		2012-6-29	5	笠松	6			5.0	170.0	1.0	5.0	140	2.0	2.0	150	3.0	3.0	440	5.0				2-5	380.0	2.0				5=>2	460.0	1.0	2-3-5	440.0	2.0	5=>2=>3	2020.0	7.0		25136487.0	25136487.0	25316874.0			2-5	150	1.0	3-5	440	8.0	2-3	320	6.0
201247062907	ダ	右	1400	晴	良	14:05	サラ系C23組		2012-6-29	5	笠松	6			1.0	170.0	1.0	1.0	110	1.0	7.0	330	6.0	8.0	140	3.0				1-7	1360.0	5.0				1=>7	1780.0	7.0	1-7-8	1340.0	5.0	1=>7=>8	6480.0	23.0		68531724	6,8,5,1,3,7,2-4	8,5,6,1,3,7,2=4			1-7	590	8.0	1-8	180	1.0	7-8	1,210	13.0
201247062908	ダ	右	1400	晴	良	14:35	サラ系C21組		2012-6-29	5	笠松	6			7.0	220.0	2.0	7.0	150	2.0	3.0	230	4.0	1.0	400	5.0				3-7	1120.0	5.0				7=>3	1630.0	5.0	1-3-7	3290.0	9.0	7=>3=>1	8640.0	28.0		71436825	71346825	7,1,3,6,8,2=5			3-7	340	4.0	1-7	380	5.0	1-3	670	9.0
201247062909	ダ	右	1400	晴	良	15:05	サラ系C19組		2012-6-29	5	笠松	6			3.0	200.0	1.0	3.0	100	1.0	4.0	170	4.0	8.0	110	2.0				3-4	1040.0	6.0				3=>4	1410.0	6.0	3-4-8	620.0	3.0	3=>4=>8	2950.0	10.0		13468527.0	13468527.0	34185672.0			3-4	300	7.0	3-8	150	1.0	4-8	240	3.0
201247062910	ダ	右	1600	晴	良	15:40	サラ系C17組特選		2012-6-29	5	笠松	6			6.0	380.0	3.0	6.0	120	3.0	4.0	110	2.0	2.0	100	1.0				4-6	470.0	3.0				6=>4	1110.0	6.0	2-4-6	250.0	1.0	6=>4=>2	2010.0	6.0		63412587.0	64315287.0	64153287.0			4-6	200	3.0	2-6	190	2.0	2-4	180	1.0
201247071201	ダ	右	800	雨	不良	11:00	サラ系2歳1組		2012-7-12	6	笠松	2			4.0	100.0	1.0	4.0	100	1.0	3.0	150	3.0							3-4	140.0	1.0				4=>3	190.0	1.0	3-4-5	230.0	2.0	4=>3=>5	400.0	2.0				43512.0			3-4	100	1.0	4-5	280	5.0	3-5	270	4.0
