	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201253111103	ダ	右	1250	雨	重	12:15	C2一		2012-11-11	14	福山	2	(馬齢)		10	510	2	10.0	120	3.0	8.0	100	1.0	7.0	110	2.0	8-10	170	1	10=>8	870	3	7-8-10	240	1	10=>8=>7	1580	5	7,10,3,8,5,(2,4,9),1,6	71038524916	7,10,8,(3,5),(2,4),9,1,6	10,(7,8),(3,5),4,2,1,9,6			7-8	210.0	2.0	8-10	170	2.0	7-10	320	4.0	7-8	120	1.0
201253111104	ダ	右	1600	雨	重	12:50	JRA認定エリートス		2012-11-11	14	福山	2	(馬齢)		10	160	1	10.0	100	1.0	4.0	190	4.0	1.0	130	2.0	4-10	930	4	10=>4	1130	4	1-4-10	1390	5	10=>4=>1	4480	14	(6,10),4,8,(3,5),(1,2,7)-9	6,10,4,8,5,7,2,3,1-9	(6,10),4,5,8,7,1,2=3,9	(6,10,4),1,5,7,8,2=9-3			4-8	1150.0	5.0	4-10	380	5.0	1-10	230	2.0	1-4	740	9.0
201253111105	ダ	右	1250	雨	重	13:25	3歳条件3		2012-11-11	14	福山	2	(馬齢)		4	490	4	4.0	180	5.0	2.0	150	4.0	3.0	100	1.0	2-4	890	4	4=>2	2350	11	2-3-4	550	2	4=>2=>3	4660	17	237641859	2,3,7-6,(1,4),(5,8),9	237465189	2-(3,4),7,6,5,1,8,9			2-4	430.0	1.0	2-4	280	4.0	3-4	290	5.0	2-3	170	1.0
201253111106	ダ	右	1250	雨	重	14:05	3歳条件2		2012-11-11	14	福山	2	(馬齢)		8	120	1	8.0	100	1.0	3.0	120	3.0	1.0	110	2.0	3-8	130	1	8=>3	190	1	1-3-8	160	1	8=>3=>1	360	1	1,(3,8),5,9,2,6,7,4	183952674	183957264	813792564			3-8	130.0	1.0	3-8	100	1.0	1-8	120	2.0	1-3	170	3.0
201253111107	ダ	右	1250	曇	重	14:45	3歳条件1		2012-11-11	14	福山	2	(馬齢)		1	590	4	1.0	140	3.0	7.0	110	2.0	4.0	100	1.0	1-7	740	2	1=>7	1690	6	1-4-7	390	2	1=>7=>4	3860	11	9,7,2,(4,6),3,(5,1)-8	9,7,2,6,4,1,3,5-8	(9,7,1),(2,4),6,3,5-8	(7,1),9,4,2,3,6,5,8			1-7	1220.0	5.0	1-7	290	4.0	1-4	310	5.0	4-7	130	1.0
201253111108	ダ	右	1600	曇	重	15:25	かえで特別B2二 		2012-11-11	14	福山	2	(馬齢)		5	630	4	5.0	180	4.0	2.0	110	1.0	8.0	170	3.0	2-5	490	2	5=>2	1570	7	2-5-8	1180	6	5=>2=>8	8510	32	1,2,7,3-5-8,(4,6)	12735864	12573864	5,2,1,8,(3,7),6,4						2-5	210	3.0	5-8	630	9.0	2-8	180	2.0
201253111109	ダ	右	1600	曇	重	16:05	やつで特別B1二・B 		2012-11-11	14	福山	2	(馬齢)		1	610	2	1.0	100	2.0	4.0	100	1.0	5.0	120	3.0	1-4	230	1	1=>4	940	4	1-4-5	310	1	1=>4=>5	2290	6	51324678	51342768	5,1,3,4,(2,7,8),6	5,(4,1),3,8,2,7,6						1-4	130	2.0	1-5	250	3.0	4-5	130	1.0
201253111701	ダ	右	1130	雨	重	11:00	C2三・C3		2012-11-17	14	福山	3	(馬齢)		2	1140	4	2.0	2,880	5.0	3.0	390	2.0				2-3	1450	7	2=>3	3470	13	2-3-6	890	3	2=>3=>6	5490	23	1,3,2,(5,6),4	132654	(1,3),6,2-5,4	3,1,2,6-5,4						2-3	400	7.0	2-6	370	6.0	3-6	140	1.0
201253111702	ダ	右	1250	雨	不良	11:35	C2二		2012-11-17	14	福山	3	(馬齢)		1	120	1	1.0	100	1.0	2.0	220	3.0				1-2	300	2	1=>2	300	2	1-2-7	1860	6	1=>2=>7	3610	12	7216453	7,2,1,6,4,(3,5)	7216453	(7,2),1,4,(6,5),3						1-2	250	3.0	1-7	940	8.0	2-7	1,210	11.0
201253111703	ダ	右	1250	雨	不良	12:10	C2一		2012-11-17	14	福山	3	(馬齢)		2	300	2	2.0	140	1.0	1.0	270	4.0				1-2	1080	5	2=>1	1360	5	1-2-5	1780	8	2=>1=>5	6930	31	(3,6),1,5,4,2,7	3615427	3251647	2531476						1-2	420	5.0	2-5	270	3.0	1-5	850	13.0
201253111704	ダ	右	1250	雨	不良	12:45	なでしこセレクション		2012-11-17	14	福山	3	牝(馬齢)		7	200	1	7.0	150	3.0	8.0	280	5.0	5.0	130	2.0	7-8	1260	5	7=>8	1540	6	5-7-8	1230	4	7=>8=>5	5800	18	(2,8,10),5,6,1,9,7,3,4	28105619734	28571106934	7,(5,8,1),2,6,9,3,10,4			7-7	1180.0	4.0	7-8	650	8.0	5-7	150	1.0	5-8	690	10.0
201253111705	ダ	右	1250	雨	不良	13:20	C1四		2012-11-17	14	福山	3	(馬齢)		5	950	5	5.0	780	6.0	2.0	110	1.0				2-5	1100	4	5=>2	3550	14	2-5-7	4400	15	5=>2=>7	33880	93	2,7,6,1-5,3,4	2,7,6,1-5-(3,4)	2,7,6,1,5-(3,4)	2,7,5,6,1-(3,4)						2-5	410	4.0	5-7	820	15.0	2-7	530	6.0
201253111706	ダ	右	1250	雨	不良	13:55	C1三		2012-11-17	14	福山	3	(馬齢)		1	7830	7	1.0	900	7.0	5.0	210	2.0				1-5	5910	14	1=>5	22270	31	1-3-5	23640	32	1=>5=>3	361140	189	1,2,4,6,(3,5,7)	1253476	1253674	1532764						1-5	1,840	16.0	1-3	2,720	20.0	3-5	1,180	12.0
201253111707	ダ	右	1250	雨	不良	14:35	古川智啓・美穂ブライ		2012-11-17	14	福山	3	(馬齢)		7	820	3	7.0	200	4.0	6.0	100	1.0				6-7	340	2	7=>6	1880	7	2-6-7	5970	18	7=>6=>2	46890	78	2,5,3,1-7,(4,6)	2,(3,5),1,7,(4,6)	2,3,(5,1),7,4,6	2,(3,1,7),6,4,5						6-7	310	3.0	2-7	2,070	18.0	2-6	660	9.0
201253111708	ダ	右	1250	雨	不良	15:15	C1一		2012-11-17	14	福山	3	(馬齢)		5	120	1	5.0	100	1.0	2.0	110	2.0	3.0	170	4.0	2-5	570	3	5=>2	790	4	2-3-5	830	4	5=>2=>3	2060	9	5,3,(1,2),8,(4,6),7	53128467	5,3,(1,2),8,4,6,7	5,3,2,1,8,(4,6,7)						2-5	310	4.0	3-5	280	3.0	2-3	630	7.0
201253111801	ダ	右	1600	晴	不良	11:00	3歳条件2		2012-11-18	14	福山	4	(馬齢)		3	550	4	3.0	160	2.0	6.0	230	4.0				3-6	410	1	3=>6	900	4	3-5-6	1360	7	3=>6=>5	5490	26	(1,2),(3,4),(6,5)	1,2,(3,4),6,5	1,(2,3),6,4,5	361425						3-6	190	2.0	3-5	710	10.0	5-6	500	8.0
201253111802	ダ	右	1600	晴	不良	11:35	3歳条件1		2012-11-18	14	福山	4	(馬齢)		4	110	1	4.0	100	1.0	5.0	440	4.0				4-5	600	3	4=>5	590	3	4-5-6	560	2	4=>5=>6	1750	7	564231	5,6,4-2,3,1	5,4,6-2,3,1	5,4-6-2,1,3						4-5	270	4.0	4-6	120	1.0	5-6	520	10.0
201253111803	ダ	右	1250	晴	不良	12:10	3歳条件7		2012-11-18	14	福山	4	(馬齢)		1	200	1	1.0	120	1.0	7.0	230	4.0				1-7	320	2	1=>7	410	2	1-2-7	180	1	1=>7=>2	870	3	1736524	1736524	1723654	1,7,2-3,6,5,4						1-7	110	1.0	1-2	130	2.0	2-7	170	3.0
201253111804	ダ	右	1250	晴	不良	12:45	3歳条件6		2012-11-18	14	福山	4	(馬齢)		6	170	1	6.0	120	2.0	7.0	120	1.0				6-7	330	1	6=>7	730	2	1-6-7	530	2	6=>7=>1	1780	4	6,7,(1,2),3,5,4	6,7,1,2-3,5,4	6,(1,7),2-3,5,4	6,1,7,2=3,5,4						6-7	160	1.0	1-6	530	10.0	1-7	370	6.0
201253111805	ダ	右	1250	晴	不良	13:20	3歳条件5		2012-11-18	14	福山	4	(馬齢)		2	150	1	2.0	100	1.0	5.0	140	4.0	1.0	120	3.0	2-5	290	1	2=>5	460	2	1-2-5	270	1	2=>5=>1	850	1	2,5,1,(3,8),4,6,7	25841367	25184367	25184367						2-5	130	1.0	1-2	170	2.0	1-5	220	4.0
201253111806	ダ	右	1250	晴	不良	14:00	3歳条件4		2012-11-18	14	福山	4	(馬齢)		2	3380	5	2.0	700	6.0	4.0	160	2.0	1.0	290	4.0	2-4	1100	4	2=>4	5010	14	1-2-4	5020	16	2=>4=>1	28800	72	(2,3),5,6,1,8,7,4	23516847	23146587	2,(1,3,4),7,6,8,5						2-4	460	4.0	1-2	1,300	14.0	1-4	760	8.0
201253111807	ダ	右	1250	晴	不良	14:40	ローリーダーッと頑張		2012-11-18	14	福山	4	(馬齢)		6	100	1	6.0	100	1.0	5.0	100	2.0	1.0	260	6.0	5-6	180	1	6=>5	190	1	1-5-6	1570	6	6=>5=>1	2050	8	6581723	6,(5,8),7,1,2,3	6572813	6517823						5-6	110	1.0	1-6	240	5.0	1-5	1,500	19.0
201253111808	ダ	右	1250	晴	不良	15:20	胡蝶蘭特別B1・B2 		2012-11-18	14	福山	4	(馬齢)		3	610	4	3.0	110	1.0	7.0	140	3.0	1.0	320	6.0	3-7	730	3	3=>7	1870	10	1-3-7	11190	25	3=>7=>1	48590	129	3,7,(1,5,8),2,6,4	37158264	3,7,(1,5,8),4,6,2	3,7,1,5,(6,8),2,4						3-7	490	4.0	1-3	1,510	21.0	1-7	1,410	20.0
201253111809	ダ	右	1250	晴	不良	16:00	しずない産米「万馬券 		2012-11-18	14	福山	4	(馬齢)		2	340	2	2.0	220	2.0	5.0	280	3.0	7.0	290	5.0	2-5	1620	8	2=>5	3040	13	2-5-7	980	3	2=>5=>7	10610	35	5,(2,7),(1,6),8,3,4	5,7,2,8,6,1,(3,4)	(5,7),2,(1,8,4),6,3	5,7,2,1,(6,8),4,3						2-5	740	10.0	2-7	190	1.0	5-7	470	6.0
201253111810	ダ	右	1250	晴	不良	16:40	「本日IPAT全レー 		2012-11-18	14	福山	4	(馬齢)		5	260	2	5.0	120	1.0	3.0	400	8.0	1.0	380	7.0	3-5	1660	4	5=>3	2970	10	1-3-5	10580	22	5=>3=>1	39950	95	36910154782	3,6,10,1,9,(4,5),7,8,2	3,6,1,10,5,(4,7),9,8,2	36154107982			3-5	3150.0	8.0	3-5	1,200	10.0	1-5	990	7.0	1-3	2,530	17.0
201253112401	ダ	右	1250	曇	稍重	11:05	ルーキーシリーズ第八		2012-11-24	14	福山	5	(馬齢)		1	130	1	1.0	100	1.0	3.0	120	4.0	6.0	120	2.0	1-3	180	1	1=>3	220	1	1-3-6	290	1	1=>3=>6	400	1	2,3,6,1,(8,4),9,7	23618947	(2,3,6),8,1,9-4,7	1,3,6,2,8,9-7,4			1-3	170.0	1.0	1-3	100	1.0	1-6	190	2.0	3-6	300	6.0
201253112402	ダ	右	1600	曇	稍重	11:40	ルーキーシリーズ第九		2012-11-24	14	福山	5	(馬齢)		1	100	1	1.0	100	1.0	7.0	210	3.0	8.0	1,110	8.0	1-7	580	3	1=>7	830	3	1-7-8	8760	18	1=>7=>8	13800	36	4,(9,6),8,5,1,3,2,7	4,8,(9,6),1,3,5,7,2	1,4,(8,3),9,6,7,2,5	1,3,7,4,8,9,6,2-5			1-7	420.0	3.0	1-7	390	3.0	1-8	1,280	13.0	7-8	2,040	17.0
201253112403	ダ	右	1250	曇	稍重	12:15	C1三		2012-11-24	14	福山	5	(馬齢)		2	220	2	2.0	120	2.0	10.0	100	1.0	3.0	160	4.0	2-10	350	1	2=>10	540	2	2-3-10	310	1	2=>10=>3	1310	2	8,3,(7,10),1,5,4,2,9,6	8-3,(1,7,10),5,2,4,9,6	8,3,10,1,(7,2),5,4,9,6	(3,10,2),1,8,4,7,5,6,9			2-8	320.0	1.0	2-10	140	1.0	2-3	210	3.0	3-10	170	2.0
201253112404	ダ	右	1250	曇	稍重	12:50	C1二		2012-11-24	14	福山	5	(馬齢)		6	200	1	6.0	100	1.0	7.0	110	2.0	9.0	210	4.0	6-7	170	1	6=>7	300	1	6-7-9	480	2	6=>7=>9	1470	4	3,9,10,2,7,1,4,5,(6,8)	39102751684	3,9,7,2,6,(5,10),8,1,4	(3,9,7),6,2,(5,10),8,4,1			6-7	170.0	1.0	6-7	130	1.0	6-9	450	7.0	7-9	530	8.0
201253112405	ダ	右	1250	曇	稍重	13:25	B3二		2012-11-24	14	福山	5	(馬齢)		3	330	2	3.0	110	2.0	7.0	130	3.0	9.0	100	1.0	3-7	710	3	3=>7	1240	4	3-7-9	300	1	3=>7=>9	2830	10	354796281	3,5,4,7,9,6,(2,8),1	3,7,(4,5,9),6,(2,8),1	3,7,9,4,6,2,(8,1),5			3-7	570.0	3.0	3-7	210	3.0	3-9	120	1.0	7-9	200	2.0
201253112501	ダ	右	1250	晴	稍重	11:05	3歳条件6		2012-11-25	14	福山	6	(馬齢)		2	120	1	2.0	100	1.0	6.0	120	2.0				2-6	130	1	2=>6	170	1	2-3-6	3320	4	2=>6=>3	3680	8	256314	256314	265341	2,6,5,3-4,1						2-6	130	2.0	2-3	1,990	9.0	3-6	2,470	10.0
201253112502	ダ	右	1250	晴	稍重	11:40	3歳条件5		2012-11-25	14	福山	6	(馬齢)		6	100	1	6.0	110	1.0	1.0	440	4.0				1-6	380	2	6=>1	600	2	1-2-6	160	1	6=>1=>2	510	2	(1,6),2,3,5,(4,7)	6,1,(2,5),3,7,4	6,1,(2,5)-3,7,4	6-1,(2,5)-3,7,4						1-6	130	2.0	2-6	100	1.0	1-2	170	3.0
201253112503	ダ	右	1250	晴	稍重	12:15	3歳条件4		2012-11-25	14	福山	6	(馬齢)		4	100	1	4.0	110	1.0	3.0	150	3.0				3-4	330	1	4=>3	380	1	1-3-4	690	5	4=>3=>1	1800	6	3,7,(1,4),6,(2,5)	3,7,4,1,6,(2,5)	3,7,4,1,6,(2,5)	3,(7,4),1,6,(2,5)						3-4	200	3.0	1-4	140	1.0	1-3	520	10.0
201253112504	ダ	右	1250	晴	稍重	12:50	C2二・C3		2012-11-25	14	福山	6	(馬齢)		4	110	1	4.0	100	1.0	3.0	130	3.0	2.0	250	4.0	3-4	140	1	4=>3	170	1	2-3-4	300	2	4=>3=>2	490	2	46837251	4,6,3,(2,8),5,7,1	4,(3,6),(2,5),(7,8),1	43256718						3-4	110	1.0	2-4	270	4.0	2-3	310	5.0
201253112505	ダ	右	1130	晴	稍重	13:25	3歳条件3		2012-11-25	14	福山	6	(馬齢)		6	440	2	6.0	150	2.0	5.0	210	3.0	1.0	890	6.0	5-6	1920	6	6=>5	4600	13	1-5-6	11260	22	6=>5=>1	61020	88	5,(1,3,6,7,8),2,4	5,(6,7),1,(3,8),2,4	56718324	56718324						5-6	1,120	8.0	1-6	1,280	10.0	1-5	2,710	23.0
201253112506	ダ	右	1250	晴	稍重	14:05	3歳条件2		2012-11-25	14	福山	6	(馬齢)		2	230	2	2.0	110	2.0	8.0	100	1.0	6.0	150	4.0	2-8	260	1	2=>8	460	2	2-6-8	230	1	2=>8=>6	960	2	3,(6,8),1,7,2,5,4	38617254	38627145	28367415						2-8	110	1.0	2-6	180	3.0	6-8	170	2.0
201253112507	ダ	右	1250	晴	稍重	14:45	3歳条件1		2012-11-25	14	福山	6	(馬齢)		3	330	2	3.0	120	2.0	6.0	180	4.0	1.0	100	1.0	3-6	820	4	3=>6	1240	5	1-3-6	320	1	3=>6=>1	2340	4	7,(5,6),1,3,4,8,2	7,6,5,1,3,4,8-2	7,6,5,1,3,4,8=2	6,7,(4,1),3,(5,8)=2						3-6	210	3.0	1-3	170	1.0	1-6	170	2.0
201253112508	ダ	右	1600	晴	稍重	15:25	柊の花特別B2二 		2012-11-25	14	福山	6	(馬齢)		4	140	1	4.0	120	1.0	2.0	1,250	6.0				2-4	3440	8	4=>2	3850	9	1-2-4	2850	9	4=>2=>1	15440	35	2,7,(1,6),4-3,5	2-7,1,6,4-3=5	2-4,(1,7),6,3=5	2,4,1,6,7,3-5						2-4	630	7.0	1-4	190	2.0	1-2	1,370	20.0
201253112509	ダ	右	1600	晴	稍重	16:05	射手座特別B1二・B 		2012-11-25	14	福山	6	(馬齢)		6	870	5	6.0	200	5.0	3.0	120	2.0	7.0	100	1.0	3-6	1360	6	6=>3	2880	12	3-6-7	730	5	6=>3=>7	6960	29	1,2,3,7,8,(6,4),5	12378645	1,2,3,7,(8,5),6,4	13726845						3-6	430	7.0	6-7	250	3.0	3-7	230	1.0
201253120101	ダ	右	1250	晴	稍重	11:30	2歳1・2		2012-12-1	15	福山	1	(馬齢)		1	4510	7	1.0	690	7.0	3.0	840	8.0	4.0	320	4.0	1-3	16070	30	1=>3	31840	46	1-3-4	37740	62	1=>3=>4	1218370	491	10,7,1,4,6,3,(2,5,8),9	10714365298	10714362598	(1,10),(7,4),3,5,6,2,9,8			1-3	20370.0	22.0	1-3	12,690	38.0	1-4	3,230	27.0	3-4	1,220	13.0
201253120102	ダ	右	1250	晴	稍重	12:05	3歳条件5		2012-12-1	15	福山	1	(馬齢)		3	140	1	3.0	100	1.0	5.0	240	5.0	8.0	360	7.0	3-5	490	2	3=>5	580	3	3-5-8	5140	16	3=>5=>8	10750	30	364925871	3,(6,9),4,2,5,8,7,1	3,9,5,6,4,2,8-1,7	359864217			3-5	390.0	1.0	3-5	240	1.0	3-8	560	7.0	5-8	970	17.0
201253120103	ダ	右	1250	晴	稍重	12:40	3歳条件4		2012-12-1	15	福山	1	(馬齢)		10	2270	6	10.0	210	5.0	5.0	130	1.0	4.0	130	2.0	5-10	1290	5	10=>5	3370	16	4-5-10	4680	14	10=>5=>4	20290	67	10,1,2,8,6,4,9,(3,7),5	10128465397	10,1,2,4,5,(8,6),3,9,7	10,(1,5),2,4,6,3,8,9,7			5-8	870.0	5.0	5-10	760	8.0	4-10	1,130	13.0	4-5	430	5.0
201253120104	ダ	右	1250	晴	稍重	13:15	3歳条件3		2012-12-1	15	福山	1	(馬齢)		4	170	1	4.0	110	1.0	5.0	130	2.0	1.0	420	6.0	4-5	200	1	4=>5	360	1	1-4-5	740	3	4=>5=>1	1320	2	4,7,(1,3,10),9,5,8,6,2	(4,7)-3,10,(1,9),5,8,6,2	4,7-(3,10),(1,9,5),(6,8),2	4-7,3,5,(1,10),9,6,(8,2)			4-5	200.0	1.0	4-5	140	1.0	1-4	440	5.0	1-5	550	7.0
201253120105	ダ	右	1250	晴	稍重	13:50	C1四		2012-12-1	15	福山	1	(馬齢)		3	100	1	3.0	100	1.0	8.0	130	4.0	1.0	100	2.0	3-8	220	1	3=>8	240	1	1-3-8	790	2	3=>8=>1	1210	3	8,5,7,(1,9),6,3,2,4	(8,5),1,7,9,3,6,(2,4)	(8,5),(1,7),3,9,6,(2,4)	385179642			3-8	170.0	1.0	3-8	150	1.0	1-3	210	3.0	1-8	510	6.0
201253120106	ダ	右	1250	晴	稍重	14:25	C1三		2012-12-1	15	福山	1	(馬齢)		2	1710	7	2.0	510	6.0	10.0	120	1.0	3.0	170	3.0	2-10	2740	8	2=>10	8270	26	2-3-10	5050	17	2=>10=>3	44680	110	26711049385	26710194835	2,6,7,10,(9,8),4,3,1,5	2,6,10,7,(9,8),3,4,1,5			2-8	3080.0	10.0	2-10	400	4.0	2-3	1,750	19.0	3-10	170	1.0
201253120107	ダ	右	1250	晴	稍重	15:00	チュウオーバロン馬術		2012-12-1	15	福山	1	(馬齢)		3	1030	2	3.0	140	1.0	5.0	140	1.0	2.0	590	7.0	3-5	560	2	3=>5	2370	8	2-3-5	2730	10	3=>5=>2	19210	61	24519108736	24511093786	2,(4,5),(1,10),3,9,7,6=8	2,5,4,3,10,1,7,9,6=8			3-5	850.0	3.0	3-5	190	1.0	2-3	1,250	18.0	2-5	620	6.0
201253120108	ダ	右	1250	晴	稍重	15:40	C1一		2012-12-1	15	福山	1	(馬齢)		3	190	1	3.0	100	1.0	7.0	100	2.0	1.0	110	3.0	3-7	220	1	3=>7	410	1	1-3-7	510	1	3=>7=>1	1440	1	3,7,8,1,10,(2,4),5,9,6	3,7,1,8,(2,4,10),5,9,6	3,7,(1,8),(2,4,10),5,9-6	3,7,1,2,8,4,10,5,9-6			3-7	310.0	1.0	3-7	180	1.0	1-3	250	3.0	1-7	570	7.0
201253120109	ダ	右	1600	晴	稍重	16:20	なでしこベストセレク 		2012-12-1	15	福山	1	牝(見込)		7	600	4	7.0	130	4.0	10.0	100	1.0	9.0	130	3.0	7-10	410	2	7=>10	1870	7	7-9-10	560	2	7=>10=>9	3900	12	9,10-2,8,(3,4),7,1,5,6	(9,10)-2,8,4,3,7,1,6,5	(9,10)-(4,7),2,8,1,3,5,6	9,10,7,4,1,2,8,3-5,6			7-8	310.0	1.0	7-10	260	3.0	7-9	280	4.0	9-10	170	1.0
201253120801	ダ	右	1250	曇	稍重	11:20	2歳2		2012-12-8	15	福山	3	(馬齢)		7	270	2	7.0	130	3.0	3.0	100	1.0	6.0	110	2.0	3-7	220	1	7=>3	690	2	3-6-7	330	1	7=>3=>6	1260	2	5,6,7,3,2,(4,8),1	56732481	(5,6,7),3,2,4,8,1	(6,7),3,5,2,4,8,1						3-7	150	1.0	6-7	360	7.0	3-6	160	2.0
201253120802	ダ	右	1250	曇	稍重	11:50	2歳1		2012-12-8	15	福山	3	(馬齢)		4	200	1	4.0	100	2.0	8.0	100	1.0	7.0	270	8.0	4-8	340	1	4=>8	830	3	4-7-8	840	2	4=>8=>7	4490	14	9,8,2,(5,7),1,4,3,6	9,8,(2,5,7),4,1,6,3	(9,8),7,4,5,2,1,6,3	8,9,4,7,(2,5),1,6,3			4-8	280.0	1.0	4-8	130	1.0	4-7	450	5.0	7-8	370	3.0
201253120803	ダ	右	1250	曇	稍重	12:20	3歳条件5		2012-12-8	15	福山	3	(馬齢)		2	100	1	2.0	100	1.0	1.0	120	3.0	3.0	100	2.0	1-2	200	1	2=>1	280	1	1-2-3	250	1	2=>1=>3	480	1	12637485	1,2,6,3,7,4,8-5	1,2,3,6,(4,7),8-5	(1,2),3,6,7,4,8-5						1-2	120	1.0	2-3	130	2.0	1-3	200	4.0
201253120804	ダ	右	1250	曇	稍重	12:50	3歳条件4		2012-12-8	15	福山	3	(馬齢)		4	150	1	4.0	100	1.0	3.0	110	2.0	8.0	110	3.0	3-4	150	1	4=>3	230	1	3-4-8	180	1	4=>3=>8	590	1	4,(1,3),8,2,9,5,7,6	4-1,3,8,(2,9),5,7,6	4=(1,3),8,(2,9),(5,7,6)	4=(1,3),8-2,9,6,5,7			3-4	170.0	1.0	3-4	120	1.0	4-8	250	2.0	3-8	290	5.0
201253120805	ダ	右	1250	曇	稍重	13:20	C1四		2012-12-8	15	福山	3	(馬齢)		6	120	1	6.0	100	1.0	5.0	530	7.0	7.0	120	2.0	5-6	720	4	6=>5	900	5	5-6-7	1120	6	6=>5=>7	3580	14	3,8,9,(1,2),7,(5,6),4	3,8,9,(1,2),7,4,5,6	(3,8,9),7,6,(2,5),1,4	6,(3,9,7),5,8,2,1,4			5-6	380.0	2.0	5-6	470	5.0	6-7	310	4.0	5-7	1,830	21.0
201253120806	ダ	右	1250	曇	稍重	13:50	C1三		2012-12-8	15	福山	3	(馬齢)		4	1280	3	4.0	130	4.0	7.0	100	1.0	8.0	120	3.0	4-7	1120	3	4=>7	5300	14	4-7-8	620	2	4=>7=>8	12390	33	2,4,6,(3,9),5,1,8,7	246395871	4,2,3,6,(8,5,7),9,1	428376591			4-7	490.0	3.0	4-7	360	4.0	4-8	450	5.0	7-8	120	1.0
201253120807	ダ	右	1250	曇	稍重	14:25	C1二		2012-12-8	15	福山	3	(馬齢)		8	510	3	8.0	110	3.0	2.0	100	1.0	4.0	110	2.0	2-8	440	2	8=>2	1200	5	2-4-8	370	1	8=>2=>4	2540	6	7,8,9,1,(2,6),3,5,4	789126534	7,8,9,1,(2,6),(3,5,4)	8,7,9,1,2,(6,4),(3,5)			2-8	360.0	2.0	2-8	150	1.0	4-8	170	3.0	2-4	150	2.0
201253120808	ダ	右	1250	曇	稍重	15:00	C1一		2012-12-8	15	福山	3	(馬齢)		3	150	1	3.0	110	1.0	6.0	190	4.0	10.0	280	5.0	3-6	650	2	3=>6	900	3	3-6-10	3210	8	3=>6=>10	5180	15	6,7,10,5,4,(2,3),1,8,9	6,7,5,10,(2,3),4,8,1,9	6,10,(5,7),3,2,8,4,1,9	6,3,10,5,(7,2),8,1,4,9			3-6	780.0	2.0	3-6	350	3.0	3-10	640	7.0	6-10	1,860	15.0
201253120809	ダ	右	1600	曇	稍重	15:35	くわい特別B2二 		2012-12-8	15	福山	3	(馬齢)		4	170	1	4.0	120	1.0	9.0	290	5.0	3.0	240	4.0	4-9	630	3	4=>9	660	3	3-4-9	510	2	4=>9=>3	1770	6	5-9,3,4-6,2,8,1	5-3,9,4-6,2,8-1	(5,3,4),9-(6,2),8=1	4,(5,3),9-2,8,6=1			4-8	360.0	2.0	4-9	300	6.0	3-4	170	1.0	3-9	470	8.0
201253120810	ダ	右	1600	曇	稍重	16:10	冬籠り特別B1二・B 		2012-12-8	15	福山	3	(馬齢)		2	140	1	2.0	100	1.0	5.0	110	2.0	9.0	190	5.0	2-5	160	1	2=>5	200	1	2-5-9	590	3	2=>5=>9	1110	3	2,7,10,1,5,8,9,(4,3),6	27151089436	2,(7,5),1,8,(4,3),9,10,6	25819637410			2-5	150.0	1.0	2-5	100	1.0	2-9	240	2.0	5-9	420	7.0
201253120901	ダ	右	1250	晴	稍重	11:20	C3二		2012-12-9	15	福山	4	(馬齢)		8	120	1	8.0	110	1.0	4.0	220	4.0	3.0	280	5.0	4-8	1020	3	8=>4	820	4	3-4-8	2880	8	8=>4=>3	5080	16	86713254	8,6,7,(1,3),5,2,4	8,6,5,1,(3,7),4,2	86345127						4-8	360	3.0	3-8	380	4.0	3-4	2,290	18.0
201253120902	ダ	右	1250	晴	稍重	11:50	C2二・C3一		2012-12-9	15	福山	4	(馬齢)		5	140	1	5.0	100	1.0	9.0	130	3.0	2.0	100	2.0	5-9	220	1	5=>9	320	1	2-5-9	130	1	5=>9=>2	520	2	597281634	5,9,2,(1,7),8,6,3,4	(5,9),2-1,7,(3,8,6),4	5,9,2-1,3,6,7,8,4			5-8	240.0	2.0	5-9	130	1.0	2-5	160	2.0	2-9	180	3.0
201253120903	ダ	右	1250	晴	稍重	12:25	C2一		2012-12-9	15	福山	4	(馬齢)		6	6020	8	6.0	1,400	8.0	4.0	810	7.0	5.0	320	5.0	4-6	18380	28	6=>4	71890	62	4-5-6	119160	70	6=>4=>5	745680	384	4,9,(3,5,7,8),(1,2),6	(4,9),8,(3,5,7),2,1,6	4,9,8,5,3,2,(1,7,6)	(4,8),5,9,6,2,3,7,1			4-6	57270.0	24.0	4-6	10,280	35.0	5-6	15,380	36.0	4-5	1,260	14.0
