	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201230100908	ダ	右	1200	晴	良	18:30	2歳		2012-10-9	13	門別	1	50万円以下	(別定)	2.0	430.0	2.0	2.0	150	2.0	1.0	130	1.0	3.0	160	3.0	1-2	320.0	1.0	1-2	770.0	1.0	2=>1	1530.0	3.0	1-2-3	1130.0	1.0	2=>1=>3	4820.0	3.0			1,(2,5,8),10,12,3,11,(4,7),9,6	(1,2),(5,8),(10,12),3,(4,7,11),(6,9)			1-2	340	3.0	2-3	320	2.0	1-3	270	1.0
201230100909	ダ	右	1700	晴	良	19:00	3歳以上C4ー6組		2012-10-9	13	門別	1	80万円以下	(馬齢)	8.0	290.0	2.0	8.0	150	2.0	2.0	230	5.0	7.0	210	4.0	2-8	1510.0	5.0	2-8	1820.0	7.0	8=>2	3330.0	12.0	2-7-8	3820.0	14.0	8=>2=>7	14140.0	48.0	1,(7,9),8,2,6,(3,5),4	1,7,9,(2,8),6,3,5,4	(1,7,9),8,2,(3,5),4,6	(7,9),1,(2,8),(3,5),4,6			2-8	480	7.0	7-8	520	8.0	2-7	680	10.0
201230100910	ダ	右	1700	晴	良	19:30	サイレントディール賞 		2012-10-9	13	門別	1	200万円以下	(馬齢)	5.0	440.0	2.0	5.0	120	2.0	7.0	200	5.0	8.0	110	1.0	5-7	260.0	1.0	5-7	1230.0	6.0	5=>7	3090.0	15.0	5-7-8	1060.0	3.0	5=>7=>8	8430.0	26.0	(1,8),7,5,(2,3),9,4,10,6	1,8,(2,3),7,5,(4,9),10,6	(1,8,7,5),3,(2,9),4,(6,10)	8,(1,7),5,3,2,9,4,6,10			5-7	560	7.0	5-8	250	2.0	7-8	390	6.0
201230100911	ダ	右	1200	晴	良	20:00	全国工場夜景サミット 		2012-10-9	13	門別	1	200万円以下	(馬齢)	8.0	320.0	2.0	8.0	110	3.0	4.0	100	1.0	7.0	110	2.0				4-8	290.0	1.0	8=>4	730.0	2.0	4-7-8	580.0	2.0	8=>4=>7	2640.0	5.0			48567312	4,8,5,6,(3,7),1,2			4-8	170	1.0	7-8	180	2.0	4-7	340	4.0
201230100912	ダ	右	1800	晴	良	20:35	日高町長杯「門別しし 		2012-10-9	13	門別	1	200万円以下	(馬齢)	7.0	270.0	1.0	7.0	100	1.0	1.0	140	3.0	10.0	130	2.0	1-6	430.0	2.0	1-7	660.0	3.0	7=>1	1240.0	5.0	1-7-10	710.0	1.0	7=>1=>10	3130.0	5.0	7,12,11,10,1,(2,6),9,(4,8),5,3	7-12,11,(1,10),2,6,(4,8,9),5,3	7,12,(11,10),2,1,6,(4,8,9),5,3	7,12,(11,10),1,2,6,(4,8),9,(3,5)			1-7	250	2.0	7-10	200	1.0	1-10	270	3.0
201230101001	ダ	右	1000	曇	良	14:40	3歳以上C4ー8組		2012-10-10	13	門別	2	80万円以下	(馬齢)	3.0	290.0	2.0	3.0	140	2.0	2.0	110	1.0	11.0	200	5.0	2-3	430.0	1.0	2-3	530.0	1.0	3=>2	960.0	2.0	2-3-11	1370.0	5.0	3=>2=>11	7240.0	19.0			(3,4),10,(2,12),9,1,8,6,11,5,7	(3,4),(2,10),12,9,(1,8),11,6-5,7			2-3	170	1.0	3-11	610	9.0	2-11	460	6.0
201230101002	ダ	右	1000	曇	良	15:10	2歳		2012-10-10	13	門別	2	10万円以下	(馬齢)	3.0	1490.0	7.0	3.0	330	6.0	1.0	350	7.0	10.0	250	5.0	1-3	6850.0	18.0	1-3	22390.0	34.0	3=>1	19960.0	45.0	1-3-10	146900.0	117.0	3=>1=>10	600910.0	522.0			3,(6,7),9,1,(4,10),(2,5),11,8	3,7,6,(1,9),(2,10),(8,4,5),11			1-3	3,940	28.0	3-10	760	10.0	1-10	7,160	35.0
201230101003	ダ	右	1200	曇	良	15:45	神威岳賞		2012-10-10	13	門別	2	80万円以下	(馬齢)	7.0	600.0	3.0	7.0	230	2.0	8.0	310	5.0	9.0	1,070	7.0	6-6	3100.0	10.0	7-8	2380.0	9.0	7=>8	5260.0	18.0	7-8-9	17070.0	35.0	7=>8=>9	103180.0	202.0			1,7,(5,8),10,4,9,11,3,(6,12),2	(1,7),(5,8),10,4,(11,9),3,12,6,2			7-8	650	7.0	7-9	3,560	21.0	8-9	5,370	26.0
201230101004	ダ	右	1700	曇	良	16:20	天馬街道賞		2012-10-10	13	門別	2	80万円以下	(馬齢)	5.0	140.0	1.0	5.0	110	1.0	3.0	520	6.0	2.0	1,720	8.0	3-5	3130.0	8.0	3-5	2280.0	6.0	5=>3	3130.0	8.0	2-3-5	19760.0	36.0	5=>3=>2	59720.0	108.0	2,5,(3,9),(4,7),1,10,8,6	2,5,4,(3,9),7-1,10,8,6	2,5,4,(3,9)-(10,7),1,6,8	(2,5),4,(3,9),(10,7),1,(8,6)			3-5	650	7.0	2-5	890	11.0	2-3	9,500	35.0
201230101005	ダ	右	1200	曇	良	16:55	2歳		2012-10-10	13	門別	2	10万円以下	(馬齢)	4.0	960.0	4.0	4.0	250	5.0	3.0	200	3.0	7.0	360	6.0	3-4	1540.0	6.0	3-4	1170.0	5.0	4=>3	2150.0	9.0	3-4-7	3900.0	13.0	4=>3=>7	18720.0	69.0			9,(4,7),10,(3,8),(1,5),2,6	9,(4,7),10,3,(1,8),5,(6,2)			3-4	480	5.0	4-7	1,210	12.0	3-7	870	10.0
201230101006	ダ	右	1700	曇	良	17:25	2歳		2012-10-10	13	門別	2	50万円以下	(別定)	2.0	220.0	2.0	2.0	130	1.0	7.0	130	2.0							2-7	200.0	1.0	2=>7	450.0	1.0	1-2-7	780.0	3.0	2=>7=>1	2740.0	10.0	275341	(2,7),3,5,4-1	(2,7),5,4,3,1	(2,7),(3,5),4,1			2-7	130	1.0	1-2	430	6.0	1-7	570	7.0
201230101007	ダ	右	1200	曇	良	18:00	3歳以上C4ー7組		2012-10-10	13	門別	2	80万円以下	(馬齢)	8.0	120.0	1.0	8.0	110	1.0	2.0	200	6.0	10.0	130	2.0	2-7	660.0	4.0	2-8	1180.0	5.0	8=>2	1180.0	4.0	2-8-10	1250.0	3.0	8=>2=>10	3770.0	8.0			(8,7),10,2,1,5,(3,9),6,4	8,(2,7),10-1,3,(5,6),(4,9)			2-8	420	5.0	8-10	230	2.0	2-10	500	8.0
201230101008	ダ	右	1000	曇	良	18:30	3歳以上C4ー6組		2012-10-10	13	門別	2	80万円以下	(馬齢)	1.0	430.0	3.0	1.0	180	3.0	8.0	250	4.0	6.0	440	5.0	1-8	1320.0	5.0	1-8	1280.0	5.0	1=>8	3210.0	13.0	1-6-8	8390.0	20.0	1=>8=>6	28050.0	67.0			1,(2,3),8,(5,9),7,6=4	1,3,(2,8),(5,9),7,6			1-8	400	6.0	1-6	1,860	21.0	6-8	1,850	20.0
201230101009	ダ	右	1200	曇	良	19:00	てんびん座特別 		2012-10-10	13	門別	2	100万円以下	(馬齢)	2.0	580.0	3.0	2.0	150	2.0	3.0	110	1.0							2-3	480.0	2.0	2=>3	1230.0	5.0	2-3-6	230.0	1.0	2=>3=>6	2520.0	7.0			(1,6),(2,7,4,5),3	(1,6),(2,3,7,4,5)			2-3	150	2.0	2-6	150	3.0	3-6	130	1.0
201230101010	ダ	右	1200	曇	良	19:30	藤袴特別 		2012-10-10	13	門別	2	200万円以下	(馬齢)	7.0	320.0	2.0	7.0	140	3.0	5.0	110	1.0	1.0	370	6.0	5-6	270.0	1.0	5-7	270.0	1.0	7=>5	800.0	4.0	1-5-7	1260.0	3.0	7=>5=>1	4950.0	15.0			5,10,7,1,9,(3,4,11),12,2,(6,8)	5,10,(1,7),(9,11),3,4,12,2,(6,8)			5-7	140	1.0	1-7	770	9.0	1-5	380	4.0
201230101011	ダ	右	1700	曇	良	20:00	苫小牧産ホッキ貝特別 		2012-10-10	13	門別	2	300万円以下	(別定)	1.0	200.0	1.0	1.0	100	1.0	3.0	110	2.0	4.0	130	3.0	1-3	280.0	1.0	1-3	290.0	1.0	1=>3	610.0	1.0	1-3-4	530.0	2.0	1=>3=>4	1860.0	4.0	(1,3),7,(4,5,9),2,6,8	1,(2,3),4,(5,7),9,6,8	1,3,(2,4,7,5),(8,9),6	1,3,4,(7,5),(8,9),2,6			1-3	170	1.0	1-4	240	3.0	3-4	330	6.0
201230101101	ダ	右	1000	雨	不良	14:50	3歳以上C4ー7組		2012-10-11	13	門別	3	80万円以下	(馬齢)	5.0	130.0	1.0	5.0	110	1.0	8.0	180	4.0	6.0	230	6.0	5-7	340.0	1.0	5-8	620.0	3.0	5=>8	790.0	4.0	5-6-8	2040.0	9.0	5=>8=>6	6480.0	19.0			5,1,(7,8),(2,3,6,10),4	5,(7,8),1,(6,10),3,2,4			5-8	310	5.0	5-6	370	6.0	6-8	1,200	15.0
201230101102	ダ	右	1700	雨	不良	15:20	3歳以上C4ー7組		2012-10-11	13	門別	3	80万円以下	(馬齢)	3.0	180.0	1.0	3.0	100	1.0	1.0	110	2.0	6.0	160	3.0	1-3	550.0	3.0	1-3	440.0	3.0	3=>1	640.0	2.0	1-3-6	570.0	2.0	3=>1=>6	2500.0	5.0	9,6,3,(5,7),(1,8),2,4	6,(9,5),3,7,(1,8),2,4	(9,6,3),1,(7,8),(5,4),2	(6,3),(9,1),(7,8),4,2-5			1-3	190	2.0	3-6	190	3.0	1-6	440	5.0
201230101103	ダ	右	1700	雨	不良	15:50	沙流川賞		2012-10-11	13	門別	3	80万円以下	(馬齢)	12.0	210.0	1.0	12.0	120	1.0	6.0	170	2.0	5.0	180	4.0	5-8	290.0	1.0	6-12	680.0	3.0	12=>6	990.0	3.0	5-6-12	920.0	1.0	12=>6=>5	3340.0	3.0	12,5,6,(2,11),(4,7),(1,8),3,9,10	12,5,6,(2,4),(7,11),1,8,3,9,10	(12,5),6,11,7,4,(1,8),3,9,10	12,(5,6),(11,7),4,1,8,(9,3),10			6-12	250	1.0	5-12	290	2.0	5-6	530	10.0
201230101104	ダ	右	1200	雨	不良	16:25	幌尻岳賞		2012-10-11	13	門別	3	160万円以下	(馬齢)	1.0	420.0	2.0	1.0	110	1.0	6.0	110	2.0	7.0	170	4.0	1-6	440.0	1.0	1-6	280.0	1.0	1=>6	590.0	1.0	1-6-7	470.0	1.0	1=>6=>7	1630.0	1.0			(1,9),(6,10),7,(4,5),8,3,2	(1,9),(6,7,10),5,4,8,2,3			1-6	200	2.0	1-7	400	5.0	6-7	240	3.0
201230101105	ダ	右	1200	雨	不良	17:00	2歳		2012-10-11	13	門別	3	10万円以下	(馬齢)	9.0	2350.0	6.0	9.0	240	5.0	5.0	130	1.0	2.0	190	4.0	5-8	4070.0	13.0	5-9	4110.0	13.0	9=>5	10250.0	29.0	2-5-9	2510.0	9.0	9=>5=>2	29970.0	80.0			9,4,(2,5),1,(6,3),(10,7)	9,5,(2,4),1,6,(3,10),7			5-9	1,110	13.0	2-9	950	12.0	2-5	170	1.0
201230101106	ダ	右	1700	雨	不良	17:30	2歳		2012-10-11	13	門別	3	10万円以下	(馬齢)	9.0	400.0	2.0	9.0	120	2.0	3.0	150	3.0	8.0	100	1.0	3-8	280.0	2.0	3-9	1010.0	4.0	9=>3	1730.0	7.0	3-8-9	280.0	1.0	9=>3=>8	3630.0	11.0	(3,7),9,(4,6),(2,8),1,5	(3,7),9,4,6,(2,8),(1,5)	(3,7),9,8,4,(6,5),2,1	(3,7,9),8,4,5,6,2,1			3-9	260	4.0	8-9	130	1.0	3-8	200	2.0
201230101107	ダ	右	1200	雨	不良	18:00	3歳以上C4ー4組		2012-10-11	13	門別	3	80万円以下	(馬齢)	8.0	210.0	1.0	8.0	130	2.0	12.0	240	6.0	9.0	130	1.0	6-8	2460.0	7.0	8-12	8200.0	19.0	8=>12	6440.0	25.0	8-9-12	4380.0	13.0	8=>12=>9	29960.0	91.0			9,7,(4,12),8,2,(1,5),(11,6),10,3	9,7,4,(12,8),2,5,(1,6),11,10,3			8-12	2,770	27.0	8-9	180	1.0	9-12	1,060	13.0
201230101108	ダ	右	1000	雨	不良	18:30	2歳		2012-10-11	13	門別	3	50万円以下	(別定)	10.0	470.0	2.0	10.0	190	3.0	8.0	140	1.0	9.0	700	10.0	7-8	270.0	1.0	8-10	420.0	1.0	10=>8	1300.0	3.0	8-9-10	3660.0	13.0	10=>8=>9	19520.0	52.0			(1,8,10),4,11,(9,6),(2,5),3	8,(1,10),4,11,(5,9,6),2,3			8-10	200	1.0	9-10	970	14.0	8-9	1,080	19.0
201230101109	ダ	右	1700	曇	不良	19:00	ハイアーゲーム賞 		2012-10-11	13	門別	3	100万円以下	(馬齢)	4.0	430.0	4.0	4.0	310	4.0	1.0	260	3.0							1-4	820.0	5.0	4=>1	2270.0	12.0	1-4-5	1280.0	6.0	4=>1=>5	5580.0	28.0	3,4,(2,5),1	3,4,(1,2,5)	(3,4),(1,2,5)	(3,4),(1,2,5)			1-4	320	6.0	4-5	210	4.0	1-5	190	2.0
201230101110	ダ	右	1200	曇	不良	19:30	3歳以上C4ー3組		2012-10-11	13	門別	3	80万円以下	(馬齢)	10.0	620.0	4.0	10.0	130	1.0	3.0	140	3.0	9.0	180	5.0	3-8	220.0	1.0	3-10	770.0	4.0	10=>3	2210.0	13.0	3-9-10	1810.0	7.0	10=>3=>9	11930.0	42.0			3,7,(8,11),9,(1,6),(4,5),2,10	3,7,(9,11),8,1,(4,6),10,5,2			3-10	280	4.0	9-10	570	8.0	3-9	460	7.0
201230101601	ダ	右	1000	晴	良	14:55	2歳		2012-10-16	13	門別	4	10万円以下	(馬齢)	5.0	240.0	1.0	5.0	110	1.0	9.0	150	2.0	1.0	500	8.0	5-8	250.0	1.0	5-9	330.0	1.0	5=>9	640.0	1.0	1-5-9	6360.0	18.0	5=>9=>1	20650.0	64.0			(6,8,10),5,(2,9),1,7,4,3	6,(8,10),(2,5),9,1,(3,4),7			5-9	200	1.0	1-5	1,400	17.0	1-9	2,320	21.0
201230101602	ダ	右	1200	晴	良	15:25	2歳		2012-10-16	13	門別	4	10万円以下	(馬齢)	3.0	100.0	1.0	3.0	100	1.0	2.0	150	2.0	9.0	160	4.0	2-3	340.0	1.0	2-3	260.0	1.0	3=>2	290.0	1.0	2-3-9	780.0	3.0	3=>2=>9	1360.0	2.0			(2,9),3,6,4,(7,8),(1,5,10)	29346715108			2-3	140	1.0	3-9	330	4.0	2-9	600	8.0
201230101603	ダ	右	1200	晴	良	15:55	3歳以上C4ー4組		2012-10-16	13	門別	4	80万円以下	(馬齢)	12.0	1010.0	4.0	12.0	190	4.0	8.0	130	2.0	4.0	150	3.0	6-8	420.0	2.0	8-12	590.0	3.0	12=>8	2740.0	10.0	4-8-12	790.0	3.0	12=>8=>4	7720.0	25.0			(1,12),8,6,11,(5,4),(3,9,10),7	12,(1,8),6,(4,11),(5,9,10),3,7			8-12	290	3.0	4-12	720	9.0	4-8	270	2.0
201230101604	ダ	右	1700	晴	良	16:25	3歳以上C4ー2組		2012-10-16	13	門別	4	80万円以下	(馬齢)	8.0	420.0	3.0	8.0	210	5.0	5.0	180	3.0	10.0	210	4.0	5-7	670.0	2.0	5-8	1260.0	6.0	8=>5	2810.0	12.0	5-8-10	3190.0	11.0	8=>5=>10	12400.0	44.0	5,7,(8,11),4,2,9,10,3,6,1	11,(5,7),8,(2,4),9,10,3,(1,6)	(8,4),9,7,5,2,10,3,11,(1,6)	8,4,(5,9),10,7,(2,3),6,1-11			5-8	320	3.0	8-10	360	5.0	5-10	780	10.0
201230101605	ダ	右	1000	晴	良	16:55	2歳牝馬		2012-10-16	13	門別	4	50万円以下	(別定)	4.0	1010.0	5.0	4.0	180	3.0	6.0	120	1.0	7.0	400	7.0	4-5	1180.0	4.0	4-6	730.0	2.0	4=>6	1690.0	5.0	4-6-7	5880.0	20.0	4=>6=>7	38310.0	116.0			1,4,(9,10,12),(6,11),(2,3,5),(7,8)	(1,4),(10,12),(9,6),11,(3,5),(2,7,8)			4-6	280	2.0	4-7	2,280	25.0	6-7	650	7.0
201230101606	ダ	右	1200	晴	良	17:25	3歳以上C4ー2組		2012-10-16	13	門別	4	80万円以下	(馬齢)	1.0	130.0	1.0	1.0	100	1.0	9.0	160	4.0	12.0	100	2.0	1-7	750.0	4.0	1-9	650.0	3.0	1=>9	770.0	3.0	1-9-12	450.0	1.0	1=>9=>12	1810.0	4.0			591211164210783	5,9,(1,12),(6,4),11,7,2,(8,10),3			1-9	150	1.0	1-12	160	2.0	9-12	230	3.0
201230101607	ダ	右	1700	晴	良	18:00	2歳		2012-10-16	13	門別	4	50万円以下	(別定)	12.0	5520.0	10.0	12.0	990	10.0	8.0	230	4.0	5.0	760	9.0	6-8	2340.0	9.0	8-12	12340.0	28.0	12=>8	57370.0	91.0	5-8-12	101490.0	128.0	12=>8=>5	731620.0	714.0	(4,5),6,(8,11),3,2,(1,7,10),9,12	4,5,6,8,(3,11),2,(1,10),(9,7),12	(4,5),6,8,(3,2),(1,10,11),9,(12,7)	(4,5,6),8,3,(9,2),1,12,10,7,11			8-12	1,150	15.0	5-12	14,040	55.0	5-8	1,870	22.0
201230101608	ダ	右	1200	晴	良	18:30	3歳以上C2ー2組		2012-10-16	13	門別	4	160万円以下	(馬齢)	3.0	110.0	1.0	3.0	100	1.0	2.0	190	5.0	7.0	200	6.0	2-3	370.0	2.0	2-3	220.0	1.0	3=>2	410.0	1.0	2-3-7	660.0	1.0	3=>2=>7	1380.0	1.0			(9,3),(4,11),(2,7),5,6,12,1,10,8	(9,3),4,2,11,7,5,6,12,1,(8,10)			2-3	220	4.0	3-7	170	1.0	2-7	710	6.0
201230101609	ダ	右	1700	晴	良	19:00	3歳以上C2ー2組		2012-10-16	13	門別	4	160万円以下	(馬齢)	5.0	1150.0	6.0	5.0	270	6.0	8.0	130	1.0	3.0	140	2.0	5-6	1420.0	6.0	5-8	1270.0	5.0	5=>8	3060.0	14.0	3-5-8	1330.0	4.0	5=>8=>3	13310.0	37.0	2,5,9,(1,10),8,(3,12),6,4,11,7	2,5,9,1,10,8,3,(6,12),11,4,7	2,5,9,(8,10),(1,6),(3,11),(4,12,7)	2,5,(8,9),1,(3,11),10,(4,6),(12,7)			5-8	400	5.0	3-5	460	7.0	3-8	240	1.0
201230101610	ダ	右	1200	晴	良	19:30	岩手山特別 		2012-10-16	13	門別	4	(馬齢)		2.0	300.0	1.0	2.0	150	2.0	1.0	140	1.0	6.0	360	8.0	1-2	610.0	1.0	1-2	670.0	1.0	2=>1	1010.0	1.0	1-2-6	4360.0	16.0	2=>1=>6	22570.0	80.0			1,(2,3,9),(4,6,10,8),5,7	1,2,3,(4,9),8,6,10,5,7			1-2	260	1.0	2-6	1,130	17.0	1-6	1,430	22.0
201230101611	ダ	右	1200	晴	良	20:00	ブックネットワン特別 		2012-10-16	13	門別	4	400万円以下	(別定)	10.0	120.0	1.0	10.0	120	1.0	9.0	160	3.0	6.0	150	2.0	8-8	660.0	5.0	9-10	680.0	3.0	10=>9	590.0	1.0	6-9-10	1300.0	5.0	10=>9=>6	4670.0	13.0			1,6,9,2,(4,3),7,10,(5,8)	1,6,9,(2,3,7),10,8,4,5			9-10	220	1.0	6-10	260	3.0	6-9	770	13.0
201230101612	ダ	右	1800	晴	良	20:35	つぼ八特別 		2012-10-16	13	門別	4	400万円以下	(別定)	9.0	180.0	1.0	9.0	120	1.0	5.0	130	3.0	3.0	150	4.0	5-7	420.0	2.0	5-9	440.0	2.0	9=>5	540.0	2.0	3-5-9	860.0	3.0	9=>5=>3	2420.0	5.0	4,9,(5,7),(3,10),6,8,12,11,1,2	4,9,(3,7),5,10,6,8,12,11,1,2	9,4,5,3,7,(10,8),(6,11),2,(1,12)	9,5,4,3,10,(7,8),11,6,1,12,2			5-9	160	1.0	3-9	300	4.0	3-5	470	5.0
201230101701	ダ	右	1700	曇	良	14:50	2歳牝馬		2012-10-17	13	門別	5	10万円以下	(馬齢)	2.0	720.0	4.0	2.0	360	6.0	3.0	150	3.0	8.0	130	1.0	2-3	980.0	5.0	2-3	1290.0	6.0	2=>3	3230.0	14.0	2-3-8	1210.0	4.0	2=>3=>8	11080.0	37.0	(3,5,8,9),10,2,7,6,4,1	3,5,8,9,2,10,7,6,(4,1)	3,(5,8),2,9,(10,1),(7,6),4	3,8,5,2,9,1,10,(7,6),4			2-3	410	5.0	2-8	340	3.0	3-8	240	1.0
201230101702	ダ	右	1200	雨	良	15:20	3歳以上C4ー5組		2012-10-17	13	門別	5	80万円以下	(馬齢)	1.0	150.0	1.0	1.0	110	1.0	5.0	320	8.0	7.0	210	3.0	1-5	1620.0	4.0	1-5	2870.0	10.0	1=>5	3740.0	13.0	1-5-7	4350.0	14.0	1=>5=>7	15970.0	44.0			(1,2),12,(3,5,11),9,(4,10),(6,8),7	(1,2),12,3,(5,9),4,11,10,(7,6,8)			1-5	1,260	13.0	1-7	340	3.0	5-7	2,050	19.0
201230101703	ダ	右	1000	雨	良	15:50	2歳		2012-10-17	13	門別	5	10万円以下	(馬齢)	3.0	470.0	4.0	3.0	240	5.0	8.0	170	2.0	2.0	420	7.0	3-7	1120.0	5.0	3-8	1580.0	7.0	3=>8	2960.0	14.0	2-3-8	2720.0	12.0	3=>8=>2	25100.0	80.0			8,10,(3,11),(4,5),7,(9,2),6,1	8,10,11,3,4,5,(7,2),6,9,1			3-8	780	10.0	2-3	960	15.0	2-8	1,180	19.0
201230101704	ダ	右	1000	雨	稍重	16:20	3歳以上C4ー3組		2012-10-17	13	門別	5	80万円以下	(馬齢)	6.0	260.0	2.0	6.0	100	2.0	3.0	130	3.0	4.0	100	1.0	3-5	1830.0	7.0	3-6	1650.0	5.0	6=>3	2870.0	9.0	3-4-6	760.0	2.0	6=>3=>4	5820.0	18.0			6,4,8,11,7,3,12,(5,9),(1,2),10	6,4,8,11,(3,7),12,5,(2,9),1,10			3-6	530	7.0	4-6	140	1.0	3-4	390	3.0
201230101705	ダ	右	1700	雨	重	16:50	3歳以上C4ー1組		2012-10-17	13	門別	5	80万円以下	(馬齢)	6.0	120.0	1.0	6.0	100	1.0	9.0	240	5.0	7.0	110	2.0	6-8	440.0	2.0	6-9	590.0	3.0	6=>9	760.0	2.0	6-7-9	500.0	1.0	6=>9=>7	2200.0	4.0	863729145	8,6,3,(2,7),9,1,4,5	(8,6),3,7,2,9,1,5,4	6,8,3,7,9,2,(1,5),4			6-9	250	2.0	6-7	140	1.0	7-9	730	11.0
201230101706	ダ	右	1200	雨	重	17:20	3歳以上C4ー2組		2012-10-17	13	門別	5	80万円以下	(馬齢)	11.0	1920.0	8.0	11.0	400	7.0	3.0	270	5.0	4.0	220	3.0	3-8	2540.0	16.0	3-11	6640.0	22.0	11=>3	19830.0	60.0	3-4-11	7580.0	29.0	11=>3=>4	90340.0	277.0			3,11,6,7,(1,5),4,(9,10),2,8	3,11,6,(1,4,7),5,9,10,2,8			3-11	2,270	26.0	4-11	870	14.0	3-4	360	3.0
201230101707	ダ	右	1200	雨	重	17:55	2歳		2012-10-17	13	門別	5	50万円以下	(別定)	9.0	1030.0	6.0	9.0	230	6.0	12.0	150	2.0	2.0	200	4.0	7-8	1200.0	5.0	9-12	1240.0	4.0	9=>12	3260.0	12.0	2-9-12	4100.0	14.0	9=>12=>2	33130.0	100.0			(6,9),12,3,7,(8,10),4,5,(2,1),11	9,6,(3,12),7,(4,5),(8,1),10,2,11			9-12	520	4.0	2-9	840	10.0	2-12	750	8.0
201230101709	ダ	右	1200	雨	重	19:00	3歳以上C3ー1組		2012-10-17	13	門別	5	120万円以下	(馬齢)	3.0	100.0	1.0	3.0	100	1.0	4.0	140	2.0	8.0	1,170	10.0	3-4	460.0	3.0	3-4	480.0	2.0	3=>4	390.0	2.0	3-4-8	10040.0	22.0	3=>4=>8	18510.0	43.0			3,5,4,9,(7,8),(1,10)-6,2,11	3,5,4,9,(7,8),10,1-6,(2,11)			3-4	280	3.0	3-8	3,090	19.0	4-8	11,330	39.0
201230101710	ダ	右	1200	雨	重	19:30	JRA認定ウィナーズ 		2012-10-17	13	門別	5	(別定)		6.0	180.0	1.0	6.0	100	1.0	7.0	130	2.0	8.0	220	5.0	6-7	330.0	1.0	6-7	330.0	1.0	6=>7	420.0	1.0	6-7-8	1330.0	5.0	6=>7=>8	4100.0	9.0			5,6,(1,4,9),7,2,8,3	(5,6),9,4,7,1,(2,8),3			6-7	140	1.0	6-8	670	8.0	7-8	740	10.0
201230101711	ダ	右	2000	雨	重	20:00	北海道米「ゆめぴりか 		2012-10-17	13	門別	5	600万円以下	(別定)	8.0	570.0	3.0	8.0	130	3.0	3.0	110	1.0	4.0	200	5.0	3-8	560.0	2.0	3-8	650.0	2.0	8=>3	1830.0	6.0	3-4-8	1470.0	5.0	8=>3=>4	10160.0	34.0	8,4,1,6,(2,3),(5,7),9	841623579	8,4,(6,3),2,1,(5,7)-9	(8,4),3,6,1,2,(5,7)-9			3-8	160	2.0	4-8	790	12.0	3-4	250	3.0
201230101712	ダ	右	1800	雨	重	20:35	五稜郭特別 		2012-10-17	13	門別	5	(別定)		1.0	150.0	1.0	1.0	140	2.0	2.0	280	6.0	7.0	180	3.0	1-2	620.0	3.0	1-2	650.0	4.0	1=>2	840.0	3.0	1-2-7	1280.0	5.0	1=>2=>7	4060.0	15.0	1,6,7,2,4,5,(3,8),9	1,6,7,2,4,5,(3,8),9	1,7,(2,6,8),(4,5),9,3	(1,7),(2,8),6,4,(5,9),3			1-2	360	6.0	1-7	250	2.0	2-7	950	14.0
201230101801	ダ	右	1000	晴	重	14:55	2歳新馬		2012-10-18	13	門別	6	(馬齢)		3.0	380.0	2.0	3.0	190	2.0	2.0	270	3.0							2-3	740.0	5.0	3=>2	1530.0	7.0	2-3-6	1580.0	9.0	3=>2=>6	8270.0	40.0			(3,5),6-(2,4),1	(3,5,6),2,4,1			2-3	180	1.0	3-6	330	7.0	2-6	440	8.0
201230101802	ダ	右	1000	晴	重	15:25	2歳		2012-10-18	13	門別	6	10万円以下	(馬齢)	10.0	1030.0	3.0	10.0	160	2.0	4.0	180	5.0	7.0	100	1.0	4-8	990.0	4.0	4-10	2100.0	7.0	10=>4	5980.0	18.0	4-7-10	750.0	3.0	10=>4=>7	12740.0	38.0			4,9,10,(3,8),7,1,6,5,2	4,9,10,3,8,7,1,6-(2,5)			4-10	450	6.0	7-10	270	3.0	4-7	150	1.0
201230101803	ダ	右	1200	晴	重	15:55	2歳		2012-10-18	13	門別	6	10万円以下	(馬齢)	7.0	680.0	3.0	7.0	210	2.0	12.0	490	6.0	1.0	650	8.0	6-8	370.0	1.0	7-12	5790.0	18.0	7=>12	15470.0	46.0	1-7-12	45560.0	79.0	7=>12=>1	242660.0	424.0			(11,12),(2,8),(9,7),3,10,1,5,6,4	(11,12),(8,7),2,9,3,(1,10),5,6,4			7-12	2,200	22.0	1-7	1,420	18.0	1-12	3,060	26.0
