	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201248103108	ダ	右	1400	晴	稍重	15:30	サラC6組		2012-10-31	16	名古屋	3	(定量)		5	130	1	5.0	100	1.0	2.0	100	2.0	2-5	450	2	5=>2	560	2.0	1-2-5	1050	4.0	5=>2=>1	2620	8.0		3,5,8,(2,6,7),1-4	3,5,8,7,(2,6),1-4	35286174			1.0	140	4.0							2-5	200	2.0	1-5	350	5.0	1-2	630	8.0
201248110101	ダ	右	1400	晴	稍重	11:30	サラ2歳2組		2012-11-1	16	名古屋	4	(定量)		3	130	1	3.0	150	2.0	5.0	250	3.0	3-5	370	2	3=>5	440	2.0	1-3-5	140	1.0	3=>5=>1	640	2.0		45312	45312	(3,4,5),1,2												3-5	140	3.0	1-3	110	1.0	1-5	110	2.0
201248110102	ダ	右	800	晴	稍重	12:00	サラC20組		2012-11-1	16	名古屋	4	(定量)		6	130	1	6.0	100	1.0	1.0	140	2.0	1-6	170	1	6=>1	250	1.0	1-6-7	510	2.0	6=>1=>7	890	3.0				(4,6),1,7,5,3,2												1-6	110	1.0	6-7	180	2.0	1-7	530	9.0
201248110103	ダ	右	1400	晴	稍重	12:30	サラC19組		2012-11-1	16	名古屋	4	(定量)		2	130	1	2.0	100	1.0	4.0	100	2.0	2-4	180	1	2=>4	240	1.0	2-4-6	230	1.0	2=>4=>6	460	1.0		2,6,(5,8),3,4,7,1	2,6,(4,5),7,3,8,1	26453718			6.0	110	3.0							2-4	110	1.0	2-6	130	2.0	4-6	260	4.0
201248110201	ダ	右	800	晴	良	11:30	加藤族光さん検体退職		2012-11-2	16	名古屋	5	(定量)		7	360	2	7.0	110	1.0	1.0	110	2.0	1-7	160	1	7=>1	410	2.0	1-3-7	490	3.0	7=>1=>3	1700	7.0				7135462.0												1-7	140	1.0	3-7	510	8.0	1-3	300	5.0
201248110202	ダ	右	1400	晴	良	12:00	サラC16組		2012-11-2	16	名古屋	5	(定量)		5	130	1	5.0	110	1.0	4.0	560	5.0	4-5	1310	4	5=>4	1620	5.0	2-4-5	16010	13.0	5=>4=>2	37630	44.0		3,5,7,6,(2,4)	357624	354276												4-5	520	6.0	2-5	2,100	13.0	2-4	9,330	18.0
201248110203	ダ	右	1400	晴	良	12:35	サラC15組		2012-11-2	16	名古屋	5	(定量)		4	130	1	4.0	110	1.0	3.0	270	5.0	3-4	730	5	4=>3	1200	6.0	3-4-7	1490	8.0	4=>3=>7	3820	16.0		24817365	24867135	2,4,(3,8),1,7,6,5			7.0	280	6.0							3-4	410	6.0	4-7	250	3.0	3-7	1,400	14.0
201248110204	ダ	右	1400	晴	良	13:10	サラC14組		2012-11-2	16	名古屋	5	(定量)		4	100	1	4.0	100	1.0	8.0	270	5.0	4-8	1060	4	4=>8	990	3.0	2-4-8	2620	6.0	4=>8=>2	6850	20.0		457289163	4,5,(2,7,8),9,6,1,3	458297613			2.0	190	4.0	4-8	660.0	3.0				4-8	310	3.0	2-4	510	5.0	2-8	1,690	13.0
201248110205	ダ	右	1400	晴	良	13:45	サラC3組		2012-11-2	16	名古屋	5	(定量)		8	140	1	8.0	100	1.0	2.0	130	4.0	2-8	360	2	8=>2	340	2.0	2-6-8	500	2.0	8=>2=>6	1320	4.0		1,3,8,6,7,2-5,4	1,3,8,(6,7),2,5,4	(1,3,8),(2,6,7)-5,4			6.0	120	2.0							2-8	150	1.0	6-8	180	3.0	2-6	400	6.0
201248110206	ダ	右	1400	晴	良	14:20	サラC2組		2012-11-2	16	名古屋	5	(定量)		7	780	5	7.0	170	5.0	2.0	160	4.0	2-7	1430	9	7=>2	3100	16.0	2-5-7	1190	6.0	7=>2=>5	8480	40.0		75812634	7,5,8,(2,6),1,4,3	75286314			5.0	160	3.0							2-7	670	9.0	5-7	300	5.0	2-5	300	4.0
201248110207	ダ	右	1400	晴	良	14:55	横山さんジャカルタで		2012-11-2	16	名古屋	5	(定量)		7	180	1	7.0	140	1.0	3.0	340	4.0	3-7	1840	4	7=>3	2520	9.0	3-6-7	1190	3.0	7=>3=>6	7070	21.0		7653214	7,6,5,3,2,1-4	7,6,(3,5),2,1,4												3-7	490	7.0	6-7	150	1.0	3-6	460	6.0
201248110208	ダ	右	1400	晴	良	15:30	ふじのくに黄菊特別 		2012-11-2	16	名古屋	5	(定量)		1	700	2	1.0	150	2.0	2.0	100	1.0	1-2	410	1	1=>2	1520	7.0	1-2-7	690	1.0	1=>2=>7	5660	21.0		8,1,3,(9,10),2,(4,5,7),6	81310295746	(1,8),10,2,9,7,5,3,4,6			7.0	170	3.0	1-2	430.0	3.0				1-2	160	1.0	1-7	520	7.0	2-7	210	2.0
201248110209	ダ	右	1900	晴	良	16:05	アカシア特別 		2012-11-2	16	名古屋	5	(別定)		10	1020	5	10.0	150	3.0	7.0	100	1.0	7-10	600	3	10=>7	2260	9.0	6-7-10	1590	7.0	10=>7=>6	18110	48.0		6,8,10,(1,2,7),(3,5),9,12,11,4	6,(8,10),7,3,5,2,1,12,9,11-4	610735182129114			6.0	220	5.0	6-7	540.0	3.0				7-10	220	2.0	6-10	830	10.0	6-7	320	4.0
201248111201	ダ	右	800	曇	不良	11:30	サラC30組		2012-11-12	17	名古屋	1	(定量)		5	270	2	5.0	130	1.0	2.0	290	4.0	2-5	570	3	5=>2	940	5.0	2-4-5	280	1.0	5=>2=>4	1800	4.0				5124763.0												2-5	190	3.0	4-5	150	1.0	2-4	210	4.0
201248111202	ダ	右	1400	曇	不良	12:00	サラC29組		2012-11-12	17	名古屋	1	(定量)		5	100	1	5.0	100	1.0	4.0	100	3.0	4-5	210	1	5=>4	320	2.0	1-4-5	130	1.0	5=>4=>1	380	2.0		56841372	58461372	5,(1,4,8),6,3,7,2			1.0	100	2.0							4-5	120	3.0	1-5	100	1.0	1-4	120	2.0
201248111203	ダ	右	1400	曇	不良	12:30	サラC28組		2012-11-12	17	名古屋	1	(定量)		2	240	1	2.0	130	2.0	3.0	180	4.0	2-3	2890	9	2=>3	2630	10.0	1-2-3	1610	6.0	2=>3=>1	7870	28.0		2,5,8,3,6,7,1-4	2,5,8,(3,6),7,1-4	2,(3,5),8,6,1,7-4			1.0	130	3.0							2-3	710	12.0	1-2	300	3.0	1-3	540	6.0
201248111204	ダ	右	1400	曇	不良	13:00	サラC27組		2012-11-12	17	名古屋	1	(定量)		7	640	4	7.0	110	2.0	5.0	180	5.0	5-7	4770	9	7=>5	5200	18.0	1-5-7	1310	6.0	7=>5=>1	15190	43.0		7,8,5,(4,6),(1,2),3	7,8,5,(4,6),1,2,3	7,(5,8),(1,6),4,2,3			1.0	100	1.0							5-7	560	8.0	1-7	200	2.0	1-5	480	7.0
201248111205	ダ	右	1400	晴	不良	13:30	サラC26組		2012-11-12	17	名古屋	1	(定量)		2	300	2	2.0	110	2.0	8.0	140	4.0	2-8	1350	6	2=>8	2500	11.0	1-2-8	410	1.0	2=>8=>1	7260	31.0		26831475	2,6,8,(1,3),4,7-5	2,(1,3,8),4,7,6-5			1.0	100	1.0							2-8	410	7.0	1-2	130	1.0	1-8	130	2.0
201248111206	ダ	右	1400	晴	不良	14:00	サラC25組		2012-11-12	17	名古屋	1	(定量)		7	100	1	7.0	100	1.0	3.0	200	4.0	3-7	1930	4	7=>3	2580	5.0	3-7-8	1830	5.0	7=>3=>8	5760	14.0		785392641	7,8,(3,5),9,2,6-4-1	7,(3,5,8),2,9,6,4,1			8.0	170	3.0	3-7	1930.0	4.0				3-7	400	5.0	7-8	140	2.0	3-8	1,050	9.0
201248111207	ダ	右	1600	晴	不良	14:30	西部保宏生誕38年あ		2012-11-12	17	名古屋	1	(定量)		2	210	1	2.0	100	3.0	1.0	100	2.0	1-2	370	3	2=>1	530	3.0	1-2-4	130	1.0	2=>1=>4	840	4.0		28413576	2,(1,4,8),3,5,7,6	2,(1,4),8,3,5,7,6			4.0	100	1.0							1-2	120	3.0	2-4	100	1.0	1-4	120	2.0
201248111208	ダ	右	1400	晴	不良	15:05	サラA4組		2012-11-12	17	名古屋	1	(定量)		4	120	1	4.0	100	1.0	9.0	110	2.0	4-9	190	1	4=>9	240	1.0	2-4-9	180	1.0	4=>9=>2	360	1.0		942167835	942176835	9,4,(1,2),7,8,6,3,5			2.0	110	3.0	4-8	180.0	1.0				4-9	100	1.0	2-4	110	2.0	2-9	170	3.0
201248111209	ダ	右	1600	晴	不良	15:40	霜月特別 		2012-11-12	17	名古屋	1	(定量)		6	150	1	6.0	130	2.0	5.0	930	7.0	5-6	2270	7	6=>5	2250	8.0	1-5-6	4580	15.0	6=>5=>1	14460	50.0		947621358	9,4,(6,7),2,1,5,3,8	4,7,6,(1,2),9,5,3,8			1.0	290	3.0	5-6	2030.0	7.0				5-6	650	9.0	1-6	440	7.0	1-5	2,240	17.0
201248111210	ダ	右	1400	晴	不良	16:15	うさぎ座特別 		2012-11-12	17	名古屋	1	(定量)		6	120	1	6.0	100	1.0	11.0	100	2.0	6-11	290	1	6=>11	720	2.0	6-7-11	530	1.0	6=>11=>7	2140	2.0		2,6,(5,7),(9,11),4,10,3,1,8	2,6,7,(5,11),(4,9),1,10,3,8	2671114938105			7.0	190	5.0	6-8	330.0	1.0				6-11	220	2.0	6-7	160	1.0	7-11	530	9.0
201248111301	ダ	右	1400	曇	重	11:30	サラC24組		2012-11-13	17	名古屋	2	(定量)		3	100	1	3.0	100	1.0	1.0	100	2.0	1-3	100	1	3=>1	110	1.0	1-3-4	160	1.0	3=>1=>4	270	1.0		31472568	31427568	3,1,(2,4)-7,5,6,8			4.0	160	4.0							1-3	100	1.0	3-4	180	3.0	1-4	240	4.0
201248111302	ダ	右	1400	曇	重	12:00	サラC23組		2012-11-13	17	名古屋	2	(定量)		8	290	2	8.0	110	3.0	5.0	100	1.0	5-8	170	1	8=>5	440	3.0	5-7-8	450	2.0	8=>5=>7	1630	6.0		8,5,1,7,(3,4),(2,6)	(5,8),1,7,2,4,6,3	8,5,1,7,2,6,4-3			7.0	230	4.0							5-8	130	1.0	7-8	240	6.0	5-7	190	3.0
201248111303	ダ	右	800	晴	重	12:30	サラC22組		2012-11-13	17	名古屋	2	(定量)		2	120	1	2.0	100	1.0	4.0	110	2.0	2-4	130	1	2=>4	190	1.0	2-4-5	400	2.0	2=>4=>5	680	2.0				245936781.0			5.0	190	5.0	2-4	130.0	1.0				2-4	120	1.0	2-5	240	5.0	4-5	260	6.0
201248111304	ダ	右	1400	晴	重	13:00	サラC21組		2012-11-13	17	名古屋	2	(定量)		3	370	2	3.0	150	2.0	9.0	560	8.0	3-9	3330	13	3=>9	11400	28.0	2-3-9	4450	14.0	3=>9=>2	46030	129.0		3,9,(2,4),(6,8),1,5,7	3,9,4,(2,6),8,5,1,7	3,9,(2,4,6),8,5,1,7			2.0	180	3.0	3-8	900.0	5.0				3-9	1,500	18.0	2-3	190	1.0	2-9	1,350	17.0
201248111305	ダ	右	1400	晴	重	13:30	サラC20組		2012-11-13	17	名古屋	2	(定量)		1	1210	5	1.0	740	6.0	7.0	250	3.0	1-7	2070	8	1=>7	6370	22.0	1-7-8	10360	28.0	1=>7=>8	117510	162.0		8,7,5,1,3,(2,6),4	8,7,5,(1,3),6,2,4	87135624			8.0	1,310	7.0							1-7	470	4.0	1-8	2,250	19.0	7-8	830	10.0
201248111306	ダ	右	1400	晴	重	14:00	サラC19組		2012-11-13	17	名古屋	2	(定量)		1	400	4	1.0	140	4.0	5.0	110	1.0	1-5	260	1	1=>5	820	4.0	1-2-5	290	1.0	1=>5=>2	1980	8.0		5,7,(1,8),4,(2,3),6	57182436	51724386			2.0	110	2.0							1-5	130	1.0	1-2	200	4.0	2-5	130	2.0
201248111307	ダ	右	1400	晴	重	14:30	サラC18組		2012-11-13	17	名古屋	2	(定量)		1	3550	6	1.0	280	6.0	3.0	110	1.0	1-3	4840	15	1=>3	9150	25.0	1-3-7	1710	6.0	1=>3=>7	19920	64.0		7,3,5,6,1,(8,9),4,2	7,3,1,9,(5,8),6,4,2	7,3,1,9,8,(4,5,6),2			7.0	140	2.0	1-3	4040.0	9.0				1-3	900	11.0	1-7	910	12.0	3-7	150	1.0
201248111401	ダ	右	800	晴	重	11:30	サラC17組		2012-11-14	17	名古屋	3	(定量)		4	190	1	4.0	100	1.0	8.0	110	3.0	4-8	280	2	4=>8	440	2.0	3-4-8	120	1.0	4=>8=>3	630	2.0				48357621.0			3.0	110	2.0							4-8	110	2.0	3-4	110	1.0	3-8	110	3.0
201248111402	ダ	右	1400	晴	重	12:00	サラC16組		2012-11-14	17	名古屋	3	(定量)		5	170	1	5.0	100	1.0	8.0	120	3.0	5-8	590	2	5=>8	640	2.0	2-5-8	410	1.0	5=>8=>2	1760	5.0		5,7,(2,8),3,4,1,6	5,7,8,(2,3,4),1,6	5,8,2,7,(3,4),1,6			2.0	100	2.0							5-8	160	2.0	2-5	100	1.0	2-8	240	4.0
201248111403	ダ	右	1400	晴	重	12:30	サラC15組		2012-11-14	17	名古屋	3	(定量)		5	180	1	5.0	110	1.0	1.0	320	6.0	1-5	2680	10	5=>1	3050	15.0	1-4-5	2200	7.0	5=>1=>4	9880	40.0		135246987.0	145326987.0	152463987.0			4.0	160	3.0	1-5	3450.0	11.0				1-5	670	10.0	4-5	180	1.0	1-4	640	9.0
201248111404	ダ	右	1600	晴	重	13:00	2歳特別 		2012-11-14	17	名古屋	3	(定量)		3	240	2	3.0	130	1.0	5.0	250	4.0	3-5	630	4	3=>5	1090	3.0	3-5-7	1210	5.0	3=>5=>7	3300	14.0		5,6,7,2,3,(1,4)	5,6,(2,7),3,4,1	5632174												3-5	290	3.0	3-7	290	4.0	5-7	770	8.0
201248111405	ダ	右	1400	晴	重	13:30	セレクトゴールド 		2012-11-14	17	名古屋	3	(定量)		4	100	1	4.0	100	1.0	2.0	100	2.0	2-4	150	1	4=>2	240	1.0	2-4-7	230	1.0	4=>2=>7	470	1.0		2104398765	2,4,(7,10),3,6,8,5,9	4273108659			7.0	110	3.0	2-4	150.0	1.0				2-4	110	1.0	4-7	120	2.0	2-7	200	4.0
201248111406	ダ	右	1400	晴	重	14:00	タケのたづなを離すな		2012-11-14	17	名古屋	3	(定量)		7	210	2	7.0	100	2.0	1.0	100	1.0	1-7	210	1	7=>1	310	1.0	1-2-7	1090	2.0	7=>1=>2	2100	7.0		1,4,(2,7),(8,9),5,6,3	1,4,7,(2,9),8,5,6,3	1,7,(2,5),4,8,9,3,6			2.0	230	5.0	1-7	220.0	1.0				1-7	130	1.0	2-7	570	5.0	1-2	530	4.0
201248111407	ダ	右	1600	晴	重	14:30	オッズパーク杯		2012-11-14	17	名古屋	3	(定量)		5	290	1	5.0	110	1.0	2.0	240	6.0	2-5	1370	7	5=>2	2960	13.0	1-2-5	4270	21.0	5=>2=>1	18800	74.0		2,6,8,(1,5),3,4-7	2,6,8,5,1,3,4-7	2,5,1,3,(6,8),4-7			1.0	210	5.0							2-5	440	4.0	1-5	670	9.0	1-2	1,000	19.0
201248111408	ダ	右	1400	晴	重	15:05	サラB5組		2012-11-14	17	名古屋	3	(定量)		4	110	1	4.0	100	1.0	1.0	270	7.0	1-4	1860	5	4=>1	1390	6.0	1-4-9	1020	4.0	4=>1=>9	4540	13.0		47915286.0	47915286.0	49172586.0			9.0	120	2.0	1-4	1520.0	5.0				1-4	370	6.0	4-9	140	1.0	1-9	1,000	11.0
201248111409	ダ	右	1400	晴	重	15:40	蕎麦刈		2012-11-14	17	名古屋	3	(定量)		8	570	3	8.0	170	4.0	6.0	600	6.0	6-8	5270	12	8=>6	11400	19.0	2-6-8	2670	9.0	8=>6=>2	27260	55.0		289165734	2,8,9,(1,5,6),4,7,3	2,8,9,6,5,1,7,4-3			2.0	140	2.0	6-8	2540.0	7.0				6-8	950	12.0	2-8	260	3.0	2-6	730	10.0
201248111410	ダ	右	1900	晴	重	16:15	東海菊花賞	G	2012-11-14	17	名古屋	3	(定量)		5	400	2	5.0	100	1.0	10.0	110	2.0	5-10	310	1	5=>10	860	2.0	3-5-10	1800	5.0	5=>10=>3	7460	18.0		9,10,(8,12),(2,4),6,3,1,5,7,11	10,12,4,(5,6,8),2,3,1,7,11,9	105234617128119			3.0	160	3.0	5-7	280.0	1.0				5-10	150	1.0	3-5	760	11.0	3-10	640	8.0
201248111501	ダ	右	1400	曇	不良	11:30	サラ2歳4組		2012-11-15	17	名古屋	4	(定量)		2	100	1	2.0	140	2.0	6.0	390	3.0	2-6	390	3	2=>6	500	3.0	2-3-6	870	4.0	2=>6=>3	1310	5.0		3462751	(2,3,4,6),7,5,1	6237154												2-6	200	2.0	2-3	240	3.0	3-6	480	9.0
201248111502	ダ	右	1400	曇	不良	12:00	サラ2歳3組		2012-11-15	17	名古屋	4	(定量)		2	290	2	2.0	130	2.0	5.0	140	3.0	2-5	500	3	2=>5	890	6.0	2-4-5	250	1.0	2=>5=>4	1800	6.0		1,2,5,(4,6),3,7	1,(2,5),(4,6),3,7	2,(1,5),6,4,3-7												2-5	160	2.0	2-4	120	1.0	4-5	170	3.0
201248111503	ダ	右	1400	曇	不良	12:30	ヤスとめぐみ結婚おめ		2012-11-15	17	名古屋	4	(定量)		1	290	2	1.0	100	1.0	7.0	120	3.0	1-7	160	1	1=>7	370	2.0	1-4-7	290	2.0	1=>7=>4	830	2.0		1,7,(4,5),8,2,3,6	1,(4,7),5,8,3,2,6	1,7,4,5,3,2,8-6			4.0	140	4.0							1-7	110	1.0	1-4	240	5.0	4-7	230	4.0
201248111504	ダ	右	1400	曇	不良	13:00	2歳牝馬		2012-11-15	17	名古屋	4	牝(定量)		1	980	5	1.0	190	3.0	5.0	210	5.0	1-5	2790	14	1=>5	3130	18.0	1-3-5	17660	32.0	1=>5=>3	155330	232.0		153789462.0	153789462.0	153876492.0			3.0	860	8.0	1-5	4850.0	13.0				1-5	580	8.0	1-3	1,430	16.0	3-5	1,500	18.0
201248111505	ダ	右	800	曇	不良	13:30	紗也誕生記念杯		2012-11-15	17	名古屋	4	(定量)		5	170	1	5.0	110	1.0	7.0	120	3.0	5-7	190	1	5=>7	310	1.0	1-5-7	250	1.0	5=>7=>1	630	1.0				57146832.0			1.0	160	4.0							5-7	130	1.0	1-5	170	2.0	1-7	240	4.0
201248111506	ダ	右	1400	曇	重	14:00	航大誕生記念杯		2012-11-15	17	名古屋	4	(定量)		2	180	1	2.0	100	1.0	3.0	100	2.0	2-3	150	1	2=>3	400	2.0	2-3-7	130	1.0	2=>3=>7	520	2.0		32785614	3,2,7,8,6,5-1-4	3,2-7,8,6,5,1-4			7.0	100	3.0							2-3	100	1.0	2-7	110	2.0	3-7	120	3.0
201248111507	ダ	右	1400	曇	重	14:30	慶一誕生記念杯		2012-11-15	17	名古屋	4	(定量)		1	520	3	1.0	100	1.0	8.0	100	3.0	1-8	900	2	1=>8	3080	10.0	1-7-8	330	2.0	1=>8=>7	6440	18.0		187243695	187243695	1,8,7,2,4,3-6,5,9			7.0	100	2.0	1-8	1220.0	4.0				1-8	210	3.0	1-7	220	4.0	7-8	100	1.0
201248111508	ダ	右	1400	曇	重	15:05	サラC8組		2012-11-15	17	名古屋	4	(定量)		2	310	2	2.0	100	1.0	3.0	120	2.0	2-3	1260	5	2=>3	1580	8.0	2-3-5	1400	4.0	2=>3=>5	6950	26.0		1,7,4,(2,5),3,8,9,6	1,7,4,(2,5),3,8,9-6	715423896			5.0	140	4.0	2-3	1060.0	5.0				2-3	370	5.0	2-5	310	3.0	3-5	500	7.0
201248111509	ダ	右	1600	曇	重	15:40	熊手賞		2012-11-15	17	名古屋	4	(定量)		2	170	1	2.0	100	1.0	4.0	110	2.0	2-4	290	1	2=>4	870	3.0	1-2-4	380	1.0	2=>4=>1	2320	3.0		1,3,(2,6),4,7,5,9,8	1,3,(2,4),6,5,7,9,8	132456789			1.0	120	3.0	2-4	700.0	2.0				2-4	260	3.0	1-2	190	2.0	1-4	290	4.0
201248111510	ダ	右	1600	曇	重	16:15	ポインセチア特別 		2012-11-15	17	名古屋	4	(定量)		6	130	1	6.0	100	1.0	11.0	130	2.0	6-11	220	1	6=>11	260	1.0	1-6-11	880	4.0	6=>11=>1	1240	1.0		11,6,(1,9),4,10,7,8,2,5,3	11,6,9,(1,10),4,8,7,2,5,3	1169110487253			1.0	200	5.0	6-8	180.0	1.0				6-11	180	1.0	1-6	220	4.0	1-11	790	10.0
201248111601	ダ	右	800	晴	重	11:30	男馬券師幌村裕生記念		2012-11-16	17	名古屋	5	(定量)		5	2110	5	5.0	520	5.0	6.0	180	2.0	5-6	1900	7	5=>6	6830	17.0	3-5-6	4280	10.0	5=>6=>3	40190	66.0				5637124.0												5-6	630	8.0	3-5	1,070	11.0	3-6	240	2.0
201248111602	ダ	右	1400	晴	重	12:00	サラC6組		2012-11-16	17	名古屋	5	(定量)		3	250	2	3.0	120	1.0	2.0	120	2.0	2-3	270	1	3=>2	490	1.0	1-2-3	290	1.0	3=>2=>1	940	1.0		3,7,(1,8),6,2,4,5	3,(1,2,6,8),7,4,5	31268745			1.0	160	4.0							2-3	150	1.0	1-3	230	5.0	1-2	190	3.0
201248111603	ダ	右	1400	晴	重	12:30	サラC5組		2012-11-16	17	名古屋	5	(定量)		5	130	1	5.0	100	1.0	1.0	100	2.0	1-5	250	1	5=>1	420	2.0	1-3-5	230	1.0	5=>1=>3	770	2.0		25813476	2,5,(1,7,8),4,3,6	2,5,(1,7),3,8,6,4			3.0	120	3.0							1-5	160	2.0	3-5	140	1.0	1-3	160	3.0
201248111604	ダ	右	1400	晴	重	13:00	サラC4組		2012-11-16	17	名古屋	5	(定量)		3	2250	4	3.0	380	4.0	1.0	160	3.0	1-3	5460	11	3=>1	21080	27.0	1-3-6	15480	25.0	3=>1=>6	139740	138.0		291346578	2,(1,9),3,6,4,5,7,8	2,9,1,3,4,(5,6),7,8			6.0	520	5.0	1-3	6140.0	10.0				1-3	1,110	10.0	3-6	1,870	15.0	1-6	570	5.0
201248111605	ダ	右	1400	晴	重	13:30	サラC3組		2012-11-16	17	名古屋	5	(定量)		8	360	2	8.0	150	3.0	1.0	140	2.0	1-8	1080	4	8=>1	1750	6.0	1-4-8	2110	6.0	8=>1=>4	7670	28.0		83142675	8,(1,3,4),2-7,6,5	8,1,4,2-7,6,5,3			4.0	290	5.0							1-8	380	4.0	4-8	900	9.0	1-4	460	7.0
201248111606	ダ	右	1400	晴	重	14:00	頑張ろう日本頑張ろう		2012-11-16	17	名古屋	5	(定量)		5	370	2	5.0	130	2.0	4.0	140	4.0	4-5	720	3	5=>4	1300	6.0	4-5-9	870	4.0	5=>4=>9	4610	18.0		14957863	14975863	1,4,9,8,7,5-6-3			9.0	140	3.0	4-5	550.0	4.0				4-5	370	7.0	5-9	320	5.0	4-9	360	6.0
201248111607	ダ	右	1600	晴	重	14:35	畑中孝文43歳誕生日		2012-11-16	17	名古屋	5	(定量)		8	100	1	8.0	100	1.0	1.0	130	2.0	1-8	210	1	8=>1	210	1.0	1-5-8	2210	7.0	8=>1=>5	3480	13.0		78165324.0	78156324.0	81563724.0			5.0	320	6.0							1-8	120	1.0	5-8	370	6.0	1-5	720	10.0
201248111608	ダ	右	1400	晴	重	15:10	サラB8組		2012-11-16	17	名古屋	5	(定量)		2	110	1	2.0	100	1.0	4.0	100	2.0	2-4	140	1	2=>4	170	1.0	2-4-5	240	1.0	2=>4=>5	360	1.0		2,4,7,3,5,(1,8),6	24753186	24531768			5.0	150	5.0							2-4	120	1.0	2-5	180	2.0	4-5	240	4.0
201248111609	ダ	右	1600	晴	重	15:45	よもぎ菊特別 		2012-11-16	17	名古屋	5	(定量)		5	460	3	5.0	110	3.0	4.0	100	1.0	4-5	270	2	5=>4	660	4.0	4-5-9	140	1.0	5=>4=>9	1170	4.0		3,4,9,5,8,1,(6,7),2	3,(4,9),5,8,1,6,7,2	(4,5,9)-8,1,6,7,3,2			9.0	100	2.0	4-5	300.0	2.0				4-5	110	2.0	5-9	140	3.0	4-9	110	1.0
201248112601	ダ	右	800	雨	不良	11:30	サラC30組		2012-11-26	18	名古屋	1	(定量)		7	390	3	7.0	170	2.0	6.0	180	3.0	6-7	320	2	7=>6	900	4.0	1-6-7	180	1.0	7=>6=>1	1250	5.0				7631425.0												6-7	110	1.0	1-7	170	3.0	1-6	120	2.0
201248112602	ダ	右	1400	雨	不良	12:00	サラC29組		2012-11-26	18	名古屋	1	(定量)		1	270	2	1.0	130	2.0	4.0	110	1.0	1-4	250	1	1=>4	380	2.0	1-2-4	350	1.0	1=>4=>2	1090	1.0		38512476	3,(5,8),1,2,4,7-6	85142763			2.0	130	3.0							1-4	140	1.0	1-2	210	3.0	2-4	240	4.0
201248112603	ダ	右	1400	雨	不良	12:30	サラC28組		2012-11-26	18	名古屋	1	(定量)		1	150	1	1.0	120	1.0	7.0	130	2.0	1-7	450	2	1=>7	690	2.0	1-5-7	760	5.0	1=>7=>5	3120	12.0		7,1,(3,5),6-2-4	7,1,5,3,6-2-4	7,1,5,6,3-2-4												1-7	200	3.0	1-5	190	2.0	5-7	330	7.0
201248112604	ダ	右	1400	雨	不良	13:00	サラC27組		2012-11-26	18	名古屋	1	(定量)		7	160	1	7.0	120	3.0	5.0	100	1.0	5-7	230	1	7=>5	360	1.0	2-5-7	1530	5.0	7=>5=>2	4450	16.0		45723861	4,5,7,2,3,8,6-1	5,7,4,2,3,8,6-1			2.0	370	5.0							5-7	130	1.0	2-7	710	10.0	2-5	1,310	13.0
201248112605	ダ	右	1400	雨	不良	13:30	サラC26組		2012-11-26	18	名古屋	1	(定量)		3	110	1	3.0	110	1.0	1.0	130	2.0	1-3	150	1	3=>1	180	1.0	1-3-6	290	2.0	3=>1=>6	490	2.0		135642	1,3,5,6,4-2	(1,3),5,6,4-2												1-3	130	1.0	3-6	310	6.0	1-6	260	4.0
201248112606	ダ	右	1400	雨	不良	14:00	サラC25組		2012-11-26	18	名古屋	1	(定量)		4	530	2	4.0	140	3.0	6.0	110	1.0	4-6	180	1	4=>6	610	3.0	3-4-6	2690	6.0	4=>6=>3	11990	22.0		4672315	4,6,7,3,2,1-5	4,6,(2,3,7),1,5												4-6	120	1.0	3-4	920	8.0	3-6	660	7.0
201248112607	ダ	右	1400	雨	不良	14:30	すてきさんお誕生日記		2012-11-26	18	名古屋	1	(定量)		6	110	1	6.0	110	1.0	3.0	120	2.0	3-6	170	1	6=>3	190	1.0	3-6-7	150	1.0	6=>3=>7	350	1.0		6374251	6,3,7-4-2,5,1	6,3-7,4,5,1,2												3-6	110	1.0	6-7	130	2.0	3-7	130	3.0
201248112608	ダ	右	1400	雨	不良	15:05	氷雨特別 		2012-11-26	18	名古屋	1	(定量)		4	900	4	4.0	120	2.0	7.0	160	5.0	4-7	1590	5	4=>7	3180	12.0	3-4-7	440	1.0	4=>7=>3	6920	27.0		785314926	7,8,5,(1,3,4),9,2,6	7,8,5,4,1,3-9,6,2			3.0	100	1.0	4-7	1720.0	6.0				4-7	390	7.0	3-4	170	2.0	3-7	180	3.0
